original_feature	is_ensg	canonical_symbol	mapping_status	biotype
ENSG00000290100	True	ENSG00000290100	unmapped_kept_as_ensembl_id	NOT_FOUND_IN_ENSEMBL
CDC42EP3	False	CDC42EP3	native_symbol	
LINC00211	False	LINC00211	native_symbol	
RMDN2	False	RMDN2	native_symbol	
RMDN2-AS1	False	RMDN2-AS1	native_symbol	
CYP1B1	False	CYP1B1	native_symbol	
CYP1B1-AS1	False	CYP1B1-AS1	native_symbol	
ENSG00000229160	True	ENSG00000229160	unmapped_kept_as_ensembl_id	NOT_FOUND_IN_ENSEMBL
ATL2	False	ATL2	native_symbol	
LINC02613	False	LINC02613	native_symbol	
LINC01883	False	LINC01883	native_symbol	
HNRNPLL	False	HNRNPLL	native_symbol	
GALM	False	GALM	native_symbol	
SRSF7	False	SRSF7	native_symbol	
GEMIN6	False	GEMIN6	native_symbol	
DHX57	False	DHX57	native_symbol	
MORN2	False	MORN2	native_symbol	
ARHGEF33	False	ARHGEF33	native_symbol	
SOS1	False	SOS1	native_symbol	
CDKL4	False	CDKL4	native_symbol	
MAP4K3	False	MAP4K3	native_symbol	
MAP4K3-DT	False	MAP4K3-DT	native_symbol	
TMEM178A	False	TMEM178A	native_symbol	
THUMPD2	False	THUMPD2	native_symbol	
SLC8A1-AS1	False	SLC8A1-AS1	native_symbol	
SLC8A1	False	SLC8A1	native_symbol	
ENSG00000287255	True	ENSG00000287255	unmapped_kept_as_ensembl_id	lncRNA
ENSG00000285898	True	ENSG00000285898	unmapped_kept_as_ensembl_id	lncRNA
ENSG00000287468	True	ENSG00000287468	unmapped_kept_as_ensembl_id	lncRNA
LINC01794	False	LINC01794	native_symbol	
ENSG00000287145	True	ENSG00000287145	unmapped_kept_as_ensembl_id	lncRNA
LINC01913	False	LINC01913	native_symbol	
LINC02898	False	LINC02898	native_symbol	
ENSG00000226398	True	ENSG00000226398	unmapped_kept_as_ensembl_id	lncRNA
PKDCC	False	PKDCC	native_symbol	
EML4-AS1	False	EML4-AS1	native_symbol	
EML4	False	EML4	native_symbol	
COX7A2L	False	COX7A2L	native_symbol	
KCNG3	False	KCNG3	native_symbol	
MTA3	False	MTA3	native_symbol	
OXER1	False	OXER1	native_symbol	
HAAO	False	HAAO	native_symbol	
ENSG00000288886	True	ENSG00000288886	unmapped_kept_as_ensembl_id	lncRNA
ENSG00000289082	True	ENSG00000289082	unmapped_kept_as_ensembl_id	NOT_FOUND_IN_ENSEMBL
ENSG00000224739	True	ENSG00000224739	unmapped_kept_as_ensembl_id	NOT_FOUND_IN_ENSEMBL
LINC01819	False	LINC01819	native_symbol	
LINC02580	False	LINC02580	native_symbol	
ENSG00000287387	True	ENSG00000287387	unmapped_kept_as_ensembl_id	NOT_FOUND_IN_ENSEMBL
ZFP36L2	False	ZFP36L2	native_symbol	
LINC01126	False	LINC01126	native_symbol	
ENSG00000234936	True	ENSG00000234936	unmapped_kept_as_ensembl_id	NOT_FOUND_IN_ENSEMBL
THADA	False	THADA	native_symbol	
PLEKHH2	False	PLEKHH2	native_symbol	
DYNC2LI1	False	DYNC2LI1	native_symbol	
ABCG5	False	ABCG5	native_symbol	
ABCG8	False	ABCG8	native_symbol	
LRPPRC	False	LRPPRC	native_symbol	
ENSG00000285542	True	ENSG00000285542	unmapped_kept_as_ensembl_id	protein_coding
SLC3A1	False	SLC3A1	native_symbol	
PREPL	False	PREPL	native_symbol	
CAMKMT	False	CAMKMT	native_symbol	
SIX3	False	SIX3	native_symbol	
LINC01121	False	LINC01121	native_symbol	
ENSG00000286728	True	ENSG00000286728	unmapped_kept_as_ensembl_id	lncRNA
SRBD1	False	SRBD1	native_symbol	
PRKCE	False	PRKCE	native_symbol	
EPAS1	False	EPAS1	native_symbol	
ENSG00000253515	True	ENSG00000253515	unmapped_kept_as_ensembl_id	lncRNA
ATP6V1E2	False	ATP6V1E2	native_symbol	
RHOQ	False	RHOQ	native_symbol	
RHOQ-AS1	False	RHOQ-AS1	native_symbol	
PIGF	False	PIGF	native_symbol	
CRIPT	False	CRIPT	native_symbol	
LINC01118	False	LINC01118	native_symbol	
LINC01119	False	LINC01119	native_symbol	
ENSG00000228925	True	MCFD2-AS1	mapped_via_hgnc	lncRNA
MCFD2	False	MCFD2	native_symbol	
TTC7A	False	TTC7A	native_symbol	
ENSG00000233845	True	ENSG00000233845	unmapped_kept_as_ensembl_id	lncRNA
STPG4	False	STPG4	native_symbol	
ENSG00000273269	True	ENSG00000273269	unmapped_kept_as_ensembl_id	protein_coding
EPCAM-DT	False	EPCAM-DT	native_symbol	
ENSG00000226087	True	ENSG00000226087	unmapped_kept_as_ensembl_id	lncRNA
EPCAM	False	EPCAM	native_symbol	
MSH2	False	MSH2	native_symbol	
KCNK12	False	KCNK12	native_symbol	
MSH6	False	MSH6	native_symbol	
FBXO11	False	FBXO11	native_symbol	
ENSG00000233230	True	ENSG00000233230	unmapped_kept_as_ensembl_id	lncRNA
ENSG00000230773	True	ENSG00000230773	unmapped_kept_as_ensembl_id	lncRNA
FOXN2	False	FOXN2	native_symbol	
PPP1R21	False	PPP1R21	native_symbol	
STON1-GTF2A1L	False	STON1-GTF2A1L	native_symbol	
ENSG00000279956	True	ENSG00000279956	unmapped_kept_as_ensembl_id	protein_coding
ENSG00000282890	True	MIR548BAHG	mapped_via_hgnc	lncRNA
FSHR	False	FSHR	native_symbol	
ENSG00000282998	True	ENSG00000282998	unmapped_kept_as_ensembl_id	lncRNA
ENSG00000282828	True	ENSG00000282828	unmapped_kept_as_ensembl_id	lncRNA
NRXN1	False	NRXN1	native_symbol	
ENSG00000231918	True	NRXN1-DT	mapped_via_hgnc	lncRNA
ENSG00000287344	True	ENSG00000287344	unmapped_kept_as_ensembl_id	lncRNA
ENSG00000228033	True	ENSG00000228033	unmapped_kept_as_ensembl_id	lncRNA
ASB3	False	ASB3	native_symbol	
CHAC2	False	CHAC2	native_symbol	
ERLEC1	False	ERLEC1	native_symbol	
PSME4	False	PSME4	native_symbol	
ACYP2	False	ACYP2	native_symbol	
C2orf73	False	C2orf73	native_symbol	
SPTBN1	False	SPTBN1	native_symbol	
SPTBN1-AS1	False	SPTBN1-AS1	native_symbol	
SPTBN1-AS2	False	SPTBN1-AS2	native_symbol	
EML6	False	EML6	native_symbol	
ENSG00000285519	True	ENSG00000285519	unmapped_kept_as_ensembl_id	lncRNA
RTN4	False	RTN4	native_symbol	
CLHC1	False	CLHC1	native_symbol	
RPS27A	False	RPS27A	native_symbol	
MTIF2	False	MTIF2	native_symbol	
ENSG00000240401	True	ENSG00000240401	unmapped_kept_as_ensembl_id	NOT_FOUND_IN_ENSEMBL
CCDC88A	False	CCDC88A	native_symbol	
CFAP36	False	CFAP36	native_symbol	
PPP4R3B	False	PPP4R3B	native_symbol	
PPP4R3B-DT	False	PPP4R3B-DT	native_symbol	
PNPT1	False	PNPT1	native_symbol	
EFEMP1	False	EFEMP1	native_symbol	
ENSG00000272180	True	ENSG00000272180	unmapped_kept_as_ensembl_id	lncRNA
MIR217HG	False	MIR217HG	native_symbol	
LINC01813	False	LINC01813	native_symbol	
ENSG00000233251	True	ENSG00000233251	unmapped_kept_as_ensembl_id	lncRNA
ENSG00000285755	True	LINC03171	mapped_via_hgnc	lncRNA
VRK2	False	VRK2	native_symbol	
ENSG00000287875	True	ENSG00000287875	unmapped_kept_as_ensembl_id	NOT_FOUND_IN_ENSEMBL
FANCL	False	FANCL	native_symbol	
LINC01795	False	LINC01795	native_symbol	
LINC01122	False	LINC01122	native_symbol	
ENSG00000289529	True	ENSG00000289529	unmapped_kept_as_ensembl_id	lncRNA
ENSG00000285673	True	ENSG00000285673	unmapped_kept_as_ensembl_id	NOT_FOUND_IN_ENSEMBL
ENSG00000271955	True	ENSG00000271955	unmapped_kept_as_ensembl_id	NOT_FOUND_IN_ENSEMBL
ENSG00000231815	True	ENSG00000231815	unmapped_kept_as_ensembl_id	lncRNA
ENSG00000286604	True	ENSG00000286604	unmapped_kept_as_ensembl_id	lncRNA
MIR4432HG	False	MIR4432HG	native_symbol	
ENSG00000287640	True	ENSG00000287640	unmapped_kept_as_ensembl_id	lncRNA
BCL11A	False	BCL11A	native_symbol	
PAPOLG	False	PAPOLG	native_symbol	
REL-DT	False	REL-DT	native_symbol	
REL	False	REL	native_symbol	
PUS10	False	PUS10	native_symbol	
PEX13	False	PEX13	native_symbol	
SANBR	False	SANBR	native_symbol	
ENSG00000274769	True	ENSG00000274769	unmapped_kept_as_ensembl_id	lncRNA
C2orf74-DT	False	C2orf74-DT	native_symbol	
ENSG00000271889	True	C2orf74-AS1	mapped_via_hgnc	lncRNA
USP34	False	USP34	native_symbol	
USP34-DT	False	USP34-DT	native_symbol	
XPO1	False	XPO1	native_symbol	
ENSG00000285857	True	ENSG00000285857	unmapped_kept_as_ensembl_id	lncRNA
ENSG00000289410	True	ENSG00000289410	unmapped_kept_as_ensembl_id	lncRNA
FAM161A	False	FAM161A	native_symbol	
CCT4	False	CCT4	native_symbol	
ENSG00000236498	True	ENSG00000236498	unmapped_kept_as_ensembl_id	lncRNA
COMMD1	False	COMMD1	native_symbol	
ENSG00000229839	True	ENSG00000229839	unmapped_kept_as_ensembl_id	lncRNA
B3GNT2	False	B3GNT2	native_symbol	
ENSG00000228541	True	ENSG00000228541	unmapped_kept_as_ensembl_id	lncRNA
TMEM17	False	TMEM17	native_symbol	
ENSG00000226622	True	ENSG00000226622	unmapped_kept_as_ensembl_id	lncRNA
EHBP1	False	EHBP1	native_symbol	
ENSG00000226605	True	ENSG00000226605	unmapped_kept_as_ensembl_id	lncRNA
EHBP1-AS1	False	EHBP1-AS1	native_symbol	
ENSG00000286480	True	ENSG00000286480	unmapped_kept_as_ensembl_id	lncRNA
WDPCP	False	WDPCP	native_symbol	
MDH1	False	MDH1	native_symbol	
ENSG00000289943	True	ENSG00000289943	unmapped_kept_as_ensembl_id	lncRNA
UGP2	False	UGP2	native_symbol	
VPS54	False	VPS54	native_symbol	
PELI1	False	PELI1	native_symbol	
ENSG00000225889	True	ENSG00000225889	unmapped_kept_as_ensembl_id	lncRNA
LINC00309	False	LINC00309	native_symbol	
ENSG00000288932	True	ENSG00000288932	unmapped_kept_as_ensembl_id	lncRNA
ENSG00000238012	True	ENSG00000238012	unmapped_kept_as_ensembl_id	lncRNA
LGALSL-DT	False	LGALSL-DT	native_symbol	
LGALSL	False	LGALSL	native_symbol	
LINC01805	False	LINC01805	native_symbol	
AFTPH	False	AFTPH	native_symbol	
LINC02579	False	LINC02579	native_symbol	
SERTAD2	False	SERTAD2	native_symbol	
ENSG00000226756	True	SERTAD2-AS1	mapped_via_hgnc	lncRNA
ENSG00000287123	True	ENSG00000287123	unmapped_kept_as_ensembl_id	lncRNA
LINC01800	False	LINC01800	native_symbol	
LINC02245	False	LINC02245	native_symbol	
SLC1A4	False	SLC1A4	native_symbol	
LINC02576	False	LINC02576	native_symbol	
CEP68	False	CEP68	native_symbol	
RAB1A	False	RAB1A	native_symbol	
ACTR2	False	ACTR2	native_symbol	
SPRED2	False	SPRED2	native_symbol	
LINC02934	False	LINC02934	native_symbol	
ENSG00000234255	True	ENSG00000234255	unmapped_kept_as_ensembl_id	lncRNA
ENSG00000235725	True	LINC03050	mapped_via_hgnc	lncRNA
MEIS1-AS3	False	MEIS1-AS3	native_symbol	
MEIS1	False	MEIS1	native_symbol	
MEIS1-AS2	False	MEIS1-AS2	native_symbol	
LINC01798	False	LINC01798	native_symbol	
LINC01797	False	LINC01797	native_symbol	
LINC01799	False	LINC01799	native_symbol	
ENSG00000223859	True	ENSG00000223859	unmapped_kept_as_ensembl_id	lncRNA
LINC01828	False	LINC01828	native_symbol	
LINC01829	False	LINC01829	native_symbol	
ENSG00000289533	True	ENSG00000289533	unmapped_kept_as_ensembl_id	lncRNA
ETAA1	False	ETAA1	native_symbol	
LINC02831	False	LINC02831	native_symbol	
ENSG00000235495	True	ENSG00000235495	unmapped_kept_as_ensembl_id	lncRNA
C1D	False	C1D	native_symbol	
DNAAF10	False	DNAAF10	native_symbol	
ENSG00000273398	True	ENSG00000273398	unmapped_kept_as_ensembl_id	protein_coding
PNO1	False	PNO1	native_symbol	
ENSG00000289156	True	PPP3R1-AS1	mapped_via_hgnc	lncRNA
CNRIP1	False	CNRIP1	native_symbol	
PLEK	False	PLEK	native_symbol	
FBXO48	False	FBXO48	native_symbol	
APLF	False	APLF	native_symbol	
ARHGAP25	False	ARHGAP25	native_symbol	
ANTXR1	False	ANTXR1	native_symbol	
GFPT1	False	GFPT1	native_symbol	
NFU1	False	NFU1	native_symbol	
AAK1	False	AAK1	native_symbol	
ANXA4	False	ANXA4	native_symbol	
ENSG00000231024	True	ENSG00000231024	unmapped_kept_as_ensembl_id	lncRNA
ENSG00000288869	True	SMANTIS	mapped_via_hgnc	lncRNA
GMCL1	False	GMCL1	native_symbol	
SNRNP27	False	SNRNP27	native_symbol	
MXD1	False	MXD1	native_symbol	
PCBP1-AS1	False	PCBP1-AS1	native_symbol	
PCBP1	False	PCBP1	native_symbol	
ENSG00000233060	True	ENSG00000233060	unmapped_kept_as_ensembl_id	lncRNA
LINC01816	False	LINC01816	native_symbol	
C2orf42	False	C2orf42	native_symbol	
PCYOX1	False	PCYOX1	native_symbol	
SNRPG	False	SNRPG	native_symbol	
FAM136A	False	FAM136A	native_symbol	
TGFA	False	TGFA	native_symbol	
ADD2	False	ADD2	native_symbol	
ENSG00000286979	True	ENSG00000286979	unmapped_kept_as_ensembl_id	lncRNA
ENSG00000235035	True	ADD2-AS1	mapped_via_hgnc	lncRNA
FIGLA	False	FIGLA	native_symbol	
CLEC4F	False	CLEC4F	native_symbol	
VAX2	False	VAX2	native_symbol	
ENSG00000258881	True	ENSG00000258881	unmapped_kept_as_ensembl_id	protein_coding
ANKRD53	False	ANKRD53	native_symbol	
ENSG00000228384	True	ENSG00000228384	unmapped_kept_as_ensembl_id	lncRNA
ENSG00000236469	True	ENSG00000236469	unmapped_kept_as_ensembl_id	lncRNA
NAGK	False	NAGK	native_symbol	
MCEE	False	MCEE	native_symbol	
ENSG00000288065	True	ENSG00000288065	unmapped_kept_as_ensembl_id	lncRNA
MPHOSPH10	False	MPHOSPH10	native_symbol	
PAIP2B	False	PAIP2B	native_symbol	
ZNF638	False	ZNF638	native_symbol	
DYSF	False	DYSF	native_symbol	
CYP26B1	False	CYP26B1	native_symbol	
EXOC6B	False	EXOC6B	native_symbol	
EMX1	False	EMX1	native_symbol	
SFXN5	False	SFXN5	native_symbol	
RAB11FIP5	False	RAB11FIP5	native_symbol	
SMYD5	False	SMYD5	native_symbol	
PRADC1	False	PRADC1	native_symbol	
CCT7	False	CCT7	native_symbol	
FBXO41	False	FBXO41	native_symbol	
ENSG00000285068	True	ENSG00000285068	unmapped_kept_as_ensembl_id	lncRNA
ALMS1	False	ALMS1	native_symbol	
TPRKB	False	TPRKB	native_symbol	
ENSG00000273245	True	ENSG00000273245	unmapped_kept_as_ensembl_id	lncRNA
DUSP11	False	DUSP11	native_symbol	
STAMBP	False	STAMBP	native_symbol	
ENSG00000286244	True	ENSG00000286244	unmapped_kept_as_ensembl_id	lncRNA
ACTG2	False	ACTG2	native_symbol	
DGUOK	False	DGUOK	native_symbol	
DGUOK-AS1	False	DGUOK-AS1	native_symbol	
TET3	False	TET3	native_symbol	
ENSG00000217702	True	ENSG00000217702	unmapped_kept_as_ensembl_id	lncRNA
BOLA3	False	BOLA3	native_symbol	
BOLA3-DT	False	BOLA3-DT	native_symbol	
MOB1A	False	MOB1A	native_symbol	
MTHFD2	False	MTHFD2	native_symbol	
ENSG00000264324	True	ENSG00000264324	unmapped_kept_as_ensembl_id	protein_coding
DCTN1	False	DCTN1	native_symbol	
ENSG00000159239	True	ENSG00000159239	unmapped_kept_as_ensembl_id	protein_coding
WDR54	False	WDR54	native_symbol	
RTKN	False	RTKN	native_symbol	
INO80B-WBP1	False	INO80B-WBP1	native_symbol	
MOGS	False	MOGS	native_symbol	
ENSG00000286883	True	ENSG00000286883	unmapped_kept_as_ensembl_id	lncRNA
CCDC142	False	CCDC142	native_symbol	
TTC31	False	TTC31	native_symbol	
LBX2	False	LBX2	native_symbol	
LBX2-AS1	False	LBX2-AS1	native_symbol	
PCGF1	False	PCGF1	native_symbol	
TLX2	False	TLX2	native_symbol	
AUP1	False	AUP1	native_symbol	
HTRA2	False	HTRA2	native_symbol	
LOXL3	False	LOXL3	native_symbol	
DOK1	False	DOK1	native_symbol	
M1AP	False	M1AP	native_symbol	
SEMA4F	False	SEMA4F	native_symbol	
ENSG00000286739	True	ENSG00000286739	unmapped_kept_as_ensembl_id	lncRNA
ENSG00000287687	True	ENSG00000287687	unmapped_kept_as_ensembl_id	lncRNA
HK2	False	HK2	native_symbol	
LINC01291	False	LINC01291	native_symbol	
ENSG00000236209	True	ENSG00000236209	unmapped_kept_as_ensembl_id	lncRNA
POLE4	False	POLE4	native_symbol	
TACR1	False	TACR1	native_symbol	
ENSG00000270571	True	TACR1-AS1	mapped_via_hgnc	lncRNA
EVA1A	False	EVA1A	native_symbol	
EVA1A-AS	False	EVA1A-AS	native_symbol	
MRPL19	False	MRPL19	native_symbol	
GCFC2	False	GCFC2	native_symbol	
ENSG00000286045	True	ENSG00000286045	unmapped_kept_as_ensembl_id	lncRNA
ENSG00000287474	True	ENSG00000287474	unmapped_kept_as_ensembl_id	lncRNA
ENSG00000287172	True	ENSG00000287172	unmapped_kept_as_ensembl_id	lncRNA
ENSG00000287749	True	ENSG00000287749	unmapped_kept_as_ensembl_id	lncRNA
ENSG00000287026	True	ENSG00000287026	unmapped_kept_as_ensembl_id	lncRNA
LRRTM4	False	LRRTM4	native_symbol	
LRRTM4-AS1	False	LRRTM4-AS1	native_symbol	
ENSG00000227088	True	ENSG00000227088	unmapped_kept_as_ensembl_id	lncRNA
ENSG00000229494	True	ENSG00000229494	unmapped_kept_as_ensembl_id	lncRNA
ENSG00000286260	True	ENSG00000286260	unmapped_kept_as_ensembl_id	lncRNA
CTNNA2	False	CTNNA2	native_symbol	
ENSG00000286227	True	ENSG00000286227	unmapped_kept_as_ensembl_id	lncRNA
ENSG00000224731	True	ENSG00000224731	unmapped_kept_as_ensembl_id	lncRNA
LRRTM1	False	LRRTM1	native_symbol	
ENSG00000237031	True	ENSG00000237031	unmapped_kept_as_ensembl_id	lncRNA
ENSG00000230975	True	ENSG00000230975	unmapped_kept_as_ensembl_id	lncRNA
ENSG00000231781	True	ENSG00000231781	unmapped_kept_as_ensembl_id	lncRNA
ENSG00000237498	True	ENSG00000237498	unmapped_kept_as_ensembl_id	lncRNA
ENSG00000286211	True	ENSG00000286211	unmapped_kept_as_ensembl_id	lncRNA
ENSG00000228272	True	ENSG00000228272	unmapped_kept_as_ensembl_id	lncRNA
SUCLG1	False	SUCLG1	native_symbol	
ENSG00000289076	True	ENSG00000289076	unmapped_kept_as_ensembl_id	lncRNA
DNAH6	False	DNAH6	native_symbol	
TRABD2A	False	TRABD2A	native_symbol	
TMSB10	False	TMSB10	native_symbol	
ENSG00000287625	True	ENSG00000287625	unmapped_kept_as_ensembl_id	lncRNA
ENSG00000290085	True	ENSG00000290085	unmapped_kept_as_ensembl_id	lncRNA
KCMF1	False	KCMF1	native_symbol	
TCF7L1	False	TCF7L1	native_symbol	
TGOLN2	False	TGOLN2	native_symbol	
RETSAT	False	RETSAT	native_symbol	
ELMOD3	False	ELMOD3	native_symbol	
CAPG	False	CAPG	native_symbol	
SH2D6	False	SH2D6	native_symbol	
MAT2A	False	MAT2A	native_symbol	
GGCX	False	GGCX	native_symbol	
VAMP8	False	VAMP8	native_symbol	
VAMP5	False	VAMP5	native_symbol	
RNF181	False	RNF181	native_symbol	
TMEM150A	False	TMEM150A	native_symbol	
USP39	False	USP39	native_symbol	
C2orf68	False	C2orf68	native_symbol	
GNLY	False	GNLY	native_symbol	
ATOH8	False	ATOH8	native_symbol	
ENSG00000229498	True	ENSG00000229498	unmapped_kept_as_ensembl_id	lncRNA
ST3GAL5	False	ST3GAL5	native_symbol	
ST3GAL5-AS1	False	ST3GAL5-AS1	native_symbol	
POLR1A	False	POLR1A	native_symbol	
PTCD3	False	PTCD3	native_symbol	
IMMT	False	IMMT	native_symbol	
ENSG00000273080	True	ENSG00000273080	unmapped_kept_as_ensembl_id	lncRNA
MRPL35	False	MRPL35	native_symbol	
REEP1	False	REEP1	native_symbol	
KDM3A	False	KDM3A	native_symbol	
CHMP3	False	CHMP3	native_symbol	
RNF103-CHMP3	False	RNF103-CHMP3	native_symbol	
CHMP3-AS1	False	CHMP3-AS1	native_symbol	
RMND5A	False	RMND5A	native_symbol	
CD8A	False	CD8A	native_symbol	
CD8B	False	CD8B	native_symbol	
RGPD1	False	RGPD1	native_symbol	
PLGLB1	False	PLGLB1	native_symbol	
ANAPC1P2	False	ANAPC1P2	native_symbol	
ENSG00000287931	True	ENSG00000287931	unmapped_kept_as_ensembl_id	lncRNA
ENSG00000287763	True	ENSG00000287763	unmapped_kept_as_ensembl_id	lncRNA
ENSG00000284879	True	NCAL1	mapped_via_hgnc	lncRNA
ENSG00000289429	True	ENSG00000289429	unmapped_kept_as_ensembl_id	lncRNA
RGPD2	False	RGPD2	native_symbol	
ENSG00000287670	True	ENSG00000287670	unmapped_kept_as_ensembl_id	lncRNA
KRCC1	False	KRCC1	native_symbol	
SMYD1	False	SMYD1	native_symbol	
THNSL2	False	THNSL2	native_symbol	
ENSG00000225420	True	EIF2AK3-AS1	mapped_via_hgnc	lncRNA
EIF2AK3	False	EIF2AK3	native_symbol	
EIF2AK3-DT	False	EIF2AK3-DT	native_symbol	
RPIA	False	RPIA	native_symbol	
ENSG00000240040	True	ENSG00000240040	unmapped_kept_as_ensembl_id	lncRNA
AQP7B	False	AQP7B	native_symbol	
FAM95A	False	FAM95A	native_symbol	
TEKT4	False	TEKT4	native_symbol	
MAL	False	MAL	native_symbol	
ZNF2	False	ZNF2	native_symbol	
ENSG00000233757	True	ZNF892	mapped_via_hgnc	protein_coding
PROM2	False	PROM2	native_symbol	
KCNIP3	False	KCNIP3	native_symbol	
FAHD2A	False	FAHD2A	native_symbol	
ENSG00000272913	True	LINC03052	mapped_via_hgnc	lncRNA
LINC00342	False	LINC00342	native_symbol	
ANKRD36C	False	ANKRD36C	native_symbol	
GPAT2	False	GPAT2	native_symbol	
ASTL	False	ASTL	native_symbol	
DUSP2	False	DUSP2	native_symbol	
STARD7	False	STARD7	native_symbol	
STARD7-AS1	False	STARD7-AS1	native_symbol	
TMEM127	False	TMEM127	native_symbol	
CIAO1	False	CIAO1	native_symbol	
SNRNP200	False	SNRNP200	native_symbol	
NCAPH	False	NCAPH	native_symbol	
NEURL3	False	NEURL3	native_symbol	
ENSG00000235480	True	ENSG00000235480	unmapped_kept_as_ensembl_id	lncRNA
ARID5A	False	ARID5A	native_symbol	
KANSL3	False	KANSL3	native_symbol	
FER1L5	False	FER1L5	native_symbol	
LMAN2L	False	LMAN2L	native_symbol	
CNNM4	False	CNNM4	native_symbol	
ENSG00000289135	True	ENSG00000289135	unmapped_kept_as_ensembl_id	NOT_FOUND_IN_ENSEMBL
CNNM3	False	CNNM3	native_symbol	
ANKRD23	False	ANKRD23	native_symbol	
SEMA4C	False	SEMA4C	native_symbol	
FAM178B	False	FAM178B	native_symbol	
FAHD2B	False	FAHD2B	native_symbol	
ANKRD36	False	ANKRD36	native_symbol	
LINC02969	False	LINC02969	native_symbol	
ANKRD36B	False	ANKRD36B	native_symbol	
COX5B	False	COX5B	native_symbol	
ACTR1B	False	ACTR1B	native_symbol	
C2orf92	False	C2orf92	native_symbol	
ZAP70	False	ZAP70	native_symbol	
TMEM131	False	TMEM131	native_symbol	
VWA3B	False	VWA3B	native_symbol	
ENSG00000222000	True	ENSG00000222000	unmapped_kept_as_ensembl_id	lncRNA
INPP4A	False	INPP4A	native_symbol	
COA5	False	COA5	native_symbol	
UNC50	False	UNC50	native_symbol	
MGAT4A	False	MGAT4A	native_symbol	
LINC02611	False	LINC02611	native_symbol	
CRACDL	False	CRACDL	native_symbol	
TSGA10	False	TSGA10	native_symbol	
ENSG00000241962	True	ENSG00000241962	unmapped_kept_as_ensembl_id	protein_coding
MITD1	False	MITD1	native_symbol	
LYG1	False	LYG1	native_symbol	
TXNDC9	False	TXNDC9	native_symbol	
EIF5B	False	EIF5B	native_symbol	
REV1	False	REV1	native_symbol	
AFF3	False	AFF3	native_symbol	
ENSG00000230393	True	ENSG00000230393	unmapped_kept_as_ensembl_id	lncRNA
LINC01104	False	LINC01104	native_symbol	
LONRF2	False	LONRF2	native_symbol	
CHST10	False	CHST10	native_symbol	
PDCL3	False	PDCL3	native_symbol	
ENSG00000287832	True	ENSG00000287832	unmapped_kept_as_ensembl_id	lncRNA
LINC01868	False	LINC01868	native_symbol	
ENSG00000286737	True	ENSG00000286737	unmapped_kept_as_ensembl_id	lncRNA
ENSG00000289077	True	ENSG00000289077	unmapped_kept_as_ensembl_id	lncRNA
NPAS2	False	NPAS2	native_symbol	
NPAS2-AS1	False	NPAS2-AS1	native_symbol	
RPL31	False	RPL31	native_symbol	
TBC1D8	False	TBC1D8	native_symbol	
CNOT11	False	CNOT11	native_symbol	
RNF149	False	RNF149	native_symbol	
CREG2	False	CREG2	native_symbol	
RFX8	False	RFX8	native_symbol	
LINC01870	False	LINC01870	native_symbol	
ENSG00000286101	True	ENSG00000286101	unmapped_kept_as_ensembl_id	lncRNA
MAP4K4	False	MAP4K4	native_symbol	
LINC01127	False	LINC01127	native_symbol	
IL1R2	False	IL1R2	native_symbol	
ENSG00000287771	True	ENSG00000287771	unmapped_kept_as_ensembl_id	lncRNA
IL1R1	False	IL1R1	native_symbol	
IL1RL2	False	IL1RL2	native_symbol	
IL18R1	False	IL18R1	native_symbol	
IL18RAP	False	IL18RAP	native_symbol	
SLC9A4	False	SLC9A4	native_symbol	
SLC9A2	False	SLC9A2	native_symbol	
MFSD9	False	MFSD9	native_symbol	
TMEM182	False	TMEM182	native_symbol	
LINC01796	False	LINC01796	native_symbol	
ENSG00000229209	True	ENSG00000229209	unmapped_kept_as_ensembl_id	lncRNA
LINC01965	False	LINC01965	native_symbol	
ENSG00000228968	True	ENSG00000228968	unmapped_kept_as_ensembl_id	lncRNA
ENSG00000227157	True	ENSG00000227157	unmapped_kept_as_ensembl_id	lncRNA
LINC01102	False	LINC01102	native_symbol	
LINC01103	False	LINC01103	native_symbol	
ENSG00000236109	True	ENSG00000236109	unmapped_kept_as_ensembl_id	lncRNA
ENSG00000288565	True	ENSG00000288565	unmapped_kept_as_ensembl_id	NOT_FOUND_IN_ENSEMBL
PANTR1	False	PANTR1	native_symbol	
ENSG00000269707	True	ENSG00000269707	unmapped_kept_as_ensembl_id	lncRNA
ENSG00000287135	True	ENSG00000287135	unmapped_kept_as_ensembl_id	lncRNA
MRPS9-AS2	False	MRPS9-AS2	native_symbol	
MRPS9	False	MRPS9	native_symbol	
MRPS9-AS1	False	MRPS9-AS1	native_symbol	
TGFBRAP1	False	TGFBRAP1	native_symbol	
ENSG00000235319	True	TGFBRAP1-AS1	mapped_via_hgnc	lncRNA
C2orf49-DT	False	C2orf49-DT	native_symbol	
C2orf49	False	C2orf49	native_symbol	
FHL2	False	FHL2	native_symbol	
ENSG00000238273	True	ENSG00000238273	unmapped_kept_as_ensembl_id	lncRNA
ENSG00000287308	True	ENSG00000287308	unmapped_kept_as_ensembl_id	lncRNA
NCK2	False	NCK2	native_symbol	
ENSG00000290119	True	ENSG00000290119	unmapped_kept_as_ensembl_id	lncRNA
ENSG00000235522	True	NCK2-AS1	mapped_via_hgnc	lncRNA
ENSG00000234162	True	ENSG00000234162	unmapped_kept_as_ensembl_id	lncRNA
ECRG4	False	ECRG4	native_symbol	
