left_out_donor_key	n_cells_remaining	pooled_pearson_r_excl	pooled_spearman_rho_excl	signed_delta_pearson_r_at_this_exclusion
75	24575	0.00746274646371603	-0.015583209198488086	-0.0029541347175836563
146	23196	-0.024646330624818802	-0.06547302219154373	-0.03506321180611849
183	25326	0.017429020255804062	0.007475899577517103	0.0070121390745043755
119	24695	0.015470867045223713	8.044114786648109e-05	0.0050539858639240265
74	25780	0.006331094540655613	-0.009970335959200518	-0.0040857866406440735
182	25582	0.028926653787493706	0.023070384913674597	0.01850977260619402
181	25381	0.02756674215197563	0.015239677618145516	0.017149860970675945
156	26110	0.015499403700232506	0.0008782924113242545	0.005082522518932819
11	25160	-0.003206552006304264	-0.017891574360873824	-0.01362343318760395
136	25763	0.011156133376061916	-0.004548301289368538	0.0007392521947622299
103	25883	0.016628887504339218	0.00030210817247213877	0.006212006323039532
82	24917	-0.058137230575084686	-0.054155723640431065	-0.06855411175638437
188	25967	0.008908670395612717	-0.007942822318136715	-0.0015082107856869698
105	25315	0.008643999695777893	-0.005359823064283672	-0.0017728814855217934
79	26441	0.009791870601475239	-0.007218506869828023	-0.0006250105798244476
194	25525	0.007205500267446041	-0.007126506331942107	-0.0032113809138536453
283	25308	0.014881394803524017	0.0016739134841539348	0.004464513622224331
150	23973	0.05786788836121559	0.020484122427417015	0.047451007179915905
70	26112	0.011885043233633041	-0.004921102790340112	0.001468162052333355
66	26434	0.011003249324858189	-0.00509381185510714	0.0005863681435585022
71	26282	0.01051151379942894	-0.006490844542519111	9.463261812925339e-05
151	25404	0.013597706332802773	-0.003642656601385846	0.003180825151503086
35	25396	0.015750426799058914	-0.0024791736952520823	0.005333545617759228
190	26423	0.010411146096885204	-0.0072117167091148085	-5.735084414482117e-06
60	26464	0.009877982549369335	-0.006635535063082561	-0.0005388986319303513
20	26487	0.009646810591220856	-0.006693681832074186	-0.0007700705900788307
184	26443	0.0116053381934762	-0.003846018325405808	0.0011884570121765137
39	26548	0.010470148175954819	-0.005944201818449197	5.3266994655132294e-05
203	26538	0.01046865526586771	-0.006047140772543786	5.177408456802368e-05
