left_out_donor_key	n_cells_remaining	pooled_pearson_r_excl	pooled_spearman_rho_excl	signed_delta_pearson_r_at_this_exclusion
P1	3972	0.1275719851255417	0.1247446089475311	0.0021807700395584106
P2	3864	0.11699681729078293	0.11041180199873818	-0.008394397795200348
P4	3849	0.12296004593372345	0.11496245211201866	-0.0024311691522598267
P5	1953	0.0027648534160107374	-0.03654380100666323	-0.12262636166997254
P6	3693	0.12843886017799377	0.12279186359920505	0.003047645092010498
P3	2924	0.12391221523284912	0.13300182358335408	-0.0014789998531341553
