left_out_donor_key	n_cells_remaining	pooled_pearson_r_excl	pooled_spearman_rho_excl	signed_delta_pearson_r_at_this_exclusion
P1	3972	-0.018242502585053444	-0.0170790854427844	2.413056790828705e-05
P2	3864	-0.014348968863487244	-0.008523006283382073	0.003917664289474487
P4	3849	-0.013681873679161072	-0.01025821697433084	0.004584759473800659
P5	1953	0.011080464348196983	-0.008003478694140144	0.029347097501158714
P6	3693	-0.018434597179293633	-0.012255811214459325	-0.00016796402633190155
P3	2924	-0.03329264372587204	-0.031269711330679614	-0.015026010572910309
