left_out_donor_key	n_cells_remaining	pooled_pearson_r_excl	pooled_spearman_rho_excl	signed_delta_pearson_r_at_this_exclusion
P1	3972	-0.20092250406742096	-0.3133323803025308	-0.0005478858947753906
P2	3864	-0.18998456001281738	-0.29686172598311344	0.010390058159828186
P4	3849	-0.18404491245746613	-0.2836744990049998	0.016329705715179443
P5	1953	-0.08369725942611694	-0.16346363697733438	0.11667735874652863
P6	3693	-0.16587229073047638	-0.26504455782418895	0.03450232744216919
P3	2924	-0.2249622941017151	-0.3101174444079549	-0.02458767592906952
