left_out_donor_key	n_cells_remaining	pooled_pearson_r_excl	pooled_spearman_rho_excl	signed_delta_pearson_r_at_this_exclusion
P1	3972	0.12693488597869873	0.13148254966407918	0.0024109408259391785
P2	3864	0.1156112551689148	0.116235842037929	-0.008912689983844757
P4	3849	0.1217379942536354	0.12159178280820436	-0.0027859508991241455
P5	1953	0.0028138267807662487	-0.026191108725943858	-0.1217101183719933
P6	3693	0.12737508118152618	0.12930582524843234	0.002851136028766632
P3	2924	0.12417881190776825	0.13762744978795124	-0.0003451332449913025
