donor_key	n_cells	pearson_r	spearman_rho	estimable	not_estimable_reason
P1	79	0.053381092846393585	-0.05910677816969918	True	
P2	187	0.014332666993141174	0.058088489356936834	True	
P3	1127	0.10498128831386566	0.034568250102519606	True	
P4	202	0.08115190267562866	-0.13067698842780098	True	
P5	2098	0.1695258766412735	0.11486368291543735	True	
P6	358	0.09828609973192215	0.047637021171499226	True	
