left_out_donor_key	n_cells_remaining	pooled_pearson_r_excl	pooled_spearman_rho_excl	signed_delta_pearson_r_at_this_exclusion
P1	3972	-0.20863093435764313	-0.3180437542763873	0.0007257908582687378
P2	3864	-0.19872993230819702	-0.304745275989551	0.010626792907714844
P4	3849	-0.19238723814487457	-0.28931323391132824	0.016969487071037292
P5	1953	-0.08585606515407562	-0.17561337543523706	0.12350066006183624
P6	3693	-0.17404526472091675	-0.26963458387932154	0.03531146049499512
P3	2924	-0.23573707044124603	-0.3218933658829989	-0.026380345225334167
