left_out_donor_key	n_cells_remaining	pooled_pearson_r_excl	pooled_spearman_rho_excl	signed_delta_pearson_r_at_this_exclusion
P1	3972	-0.06004583090543747	-0.18997112843799294	-0.000937778502702713
P2	3864	-0.05182076245546341	-0.1757015061679957	0.007287289947271347
P4	3849	-0.05368450656533241	-0.1689794520046093	0.005423545837402344
P5	1953	-0.007992668077349663	-0.09221615871195593	0.051115384325385094
P6	3693	0.020555546507239342	-0.11960334513933302	0.0796635989099741
P3	2924	-0.1060529351234436	-0.22335032019579046	-0.04694488272070885
