left_out_group	n_donors_remaining	or_mh_excl	delta_or_vs_full
Chen_2024_Cancer_Cell	100	7.152077092631354	1.0586382601745337
Joanito_2022_Nat_Genet	105	7.481597359990371	1.38815852753355
Pelka_2021_Cell	64	5.9092847371425545	-0.1841540953142662
Qi_2022_Nat_Commun	116	6.11976074527027	0.02632191281344909
Qian_2020_Cell_Res	116	6.059542533822382	-0.03389629863443844
Sathe_2023_Clin_Cancer_Res	119	6.091173276383312	-0.0022655560735085345
Terekhanova_2023_Nature	118	6.085898961198251	-0.007539871258569697
Tian_2023_Nat_Med	106	4.331359588405844	-1.7620792440509767
Wang_2023_Sci_Adv	116	5.9090248160289836	-0.18441401642783717
