left_out_group	n_donors_remaining	or_mh_excl	delta_or_vs_full
Chen_2024_Cancer_Cell||Chen_2024_Cancer_Cell.P01	136	4.923430521330285	0.003837805594784527
Chen_2024_Cancer_Cell||Chen_2024_Cancer_Cell.P02	136	4.924817975367355	0.005225259631854051
Chen_2024_Cancer_Cell||Chen_2024_Cancer_Cell.P03	136	5.166623443225335	0.24703072748983423
Chen_2024_Cancer_Cell||Chen_2024_Cancer_Cell.P04	136	4.957324540818379	0.03773182508287842
Chen_2024_Cancer_Cell||Chen_2024_Cancer_Cell.P05	136	4.9120090738417215	-0.007583641893779358
Chen_2024_Cancer_Cell||Chen_2024_Cancer_Cell.P08	136	5.023495017974557	0.10390230223905661
Chen_2024_Cancer_Cell||Chen_2024_Cancer_Cell.P09	136	5.000574789915928	0.0809820741804268
Chen_2024_Cancer_Cell||Chen_2024_Cancer_Cell.P12	136	4.925190002946212	0.005597287210711066
Chen_2024_Cancer_Cell||Chen_2024_Cancer_Cell.P14	136	5.1318679437742265	0.21227522803872567
Chen_2024_Cancer_Cell||Chen_2024_Cancer_Cell.P15	136	5.031179123746325	0.1115864080108242
Chen_2024_Cancer_Cell||Chen_2024_Cancer_Cell.P16	136	4.93689338544222	0.017300669706719063
Chen_2024_Cancer_Cell||Chen_2024_Cancer_Cell.P17	136	4.935827067057963	0.016234351322462537
Chen_2024_Cancer_Cell||Chen_2024_Cancer_Cell.P18	136	4.906247643043044	-0.013345072692456661
Chen_2024_Cancer_Cell||Chen_2024_Cancer_Cell.P19	136	4.918561087017253	-0.0010316287182474682
Chen_2024_Cancer_Cell||Chen_2024_Cancer_Cell.P20	136	4.9586951331326246	0.03910241739712372
Chen_2024_Cancer_Cell||Chen_2024_Cancer_Cell.P21	136	4.912959317260885	-0.006633398474615859
Chen_2024_Cancer_Cell||Chen_2024_Cancer_Cell.P22	136	4.994651479116656	0.07505876338115502
Chen_2024_Cancer_Cell||Chen_2024_Cancer_Cell.P23	136	5.028783523079702	0.10919080734420117
Chen_2024_Cancer_Cell||Chen_2024_Cancer_Cell.P25	136	4.920791904819976	0.0011991890844749165
Chen_2024_Cancer_Cell||Chen_2024_Cancer_Cell.P26	136	4.942386477859243	0.022793762123741956
Joanito_2022_Nat_Genet||Joanito_2022_Nat_Genet.CRC2783	136	4.919688274972466	9.555923696513702e-05
Joanito_2022_Nat_Genet||Joanito_2022_Nat_Genet.CRC2787	136	4.920945700967064	0.0013529852315627977
Joanito_2022_Nat_Genet||Joanito_2022_Nat_Genet.CRC2795	136	4.919471019352673	-0.00012169638282788497
Joanito_2022_Nat_Genet||Joanito_2022_Nat_Genet.CRC2801	136	4.916701467543186	-0.002891248192314677
Joanito_2022_Nat_Genet||Joanito_2022_Nat_Genet.CRC2803	136	4.910084569404902	-0.0095081463305986
Joanito_2022_Nat_Genet||Joanito_2022_Nat_Genet.CRC2811	136	4.9505828668600165	0.03099015112451564
Joanito_2022_Nat_Genet||Joanito_2022_Nat_Genet.CRC2816	136	4.919415086111921	-0.00017762962357981138
Joanito_2022_Nat_Genet||Joanito_2022_Nat_Genet.CRC2817	136	4.919592715735501	0.0
Joanito_2022_Nat_Genet||Joanito_2022_Nat_Genet.CRC2821	136	4.919592715735501	0.0
Joanito_2022_Nat_Genet||Joanito_2022_Nat_Genet.CRC2841	136	4.921068156231255	0.001475440495753766
Joanito_2022_Nat_Genet||Joanito_2022_Nat_Genet.CRC2899	136	4.943849234224235	0.024256518488734002
Joanito_2022_Nat_Genet||Joanito_2022_Nat_Genet.CRC_JSC_S02	136	4.919592715735501	0.0
Joanito_2022_Nat_Genet||Joanito_2022_Nat_Genet.CRC_JSC_S05	136	4.945725733947636	0.02613301821213554
Joanito_2022_Nat_Genet||Joanito_2022_Nat_Genet.CRC_JSC_S06	136	4.91955789344307	-3.4822292430902735e-05
Joanito_2022_Nat_Genet||Joanito_2022_Nat_Genet.CRC_JSC_S07	136	4.918762703062277	-0.0008300126732239121
Joanito_2022_Nat_Genet||Joanito_2022_Nat_Genet.CRC_JSC_S10	136	4.9187399802644025	-0.0008527354710983204
Joanito_2022_Nat_Genet||Joanito_2022_Nat_Genet.SC035	136	4.914132769457296	-0.00545994627820523
Joanito_2022_Nat_Genet||Joanito_2022_Nat_Genet.SC040	136	4.920228107634179	0.000635391898677895
Joanito_2022_Nat_Genet||Joanito_2022_Nat_Genet.SC043	136	4.919592715735501	0.0
Joanito_2022_Nat_Genet||Joanito_2022_Nat_Genet.SC044	136	4.926523205337056	0.006930489601555401
Pelka_2021_Cell||Pelka_2021_Cell.C103	136	4.9070073041496025	-0.01258541158589832
Pelka_2021_Cell||Pelka_2021_Cell.C104	136	4.930361257545109	0.0107685418096084
Pelka_2021_Cell||Pelka_2021_Cell.C105	136	4.917986349512585	-0.0016063662229157671
