left_out_group	n_donors_remaining	or_mh_excl	delta_or_vs_full
Pelka_2021_Cell||Pelka_2021_Cell.C106	136	4.913769180005027	-0.005823535730473672
Pelka_2021_Cell||Pelka_2021_Cell.C107	136	4.956216302702784	0.036623586967283295
Pelka_2021_Cell||Pelka_2021_Cell.C109	136	4.91772575441908	-0.0018669613164208343
Pelka_2021_Cell||Pelka_2021_Cell.C110	136	4.8995657736500435	-0.0200269420854573
Pelka_2021_Cell||Pelka_2021_Cell.C111	136	4.916659967644292	-0.0029327480912089143
Pelka_2021_Cell||Pelka_2021_Cell.C112	136	4.9179741578136795	-0.0016185579218213064
Pelka_2021_Cell||Pelka_2021_Cell.C113	136	4.940346378504521	0.02075366276902013
Pelka_2021_Cell||Pelka_2021_Cell.C114	136	4.920854872782733	0.00126215704723176
Pelka_2021_Cell||Pelka_2021_Cell.C115	136	4.915808763137138	-0.0037839525983631717
Pelka_2021_Cell||Pelka_2021_Cell.C116	136	4.919769146015652	0.00017643028015079665
Pelka_2021_Cell||Pelka_2021_Cell.C118	136	4.915865463087031	-0.0037272526484697366
Pelka_2021_Cell||Pelka_2021_Cell.C119	136	4.931545578576281	0.01195286284078012
Pelka_2021_Cell||Pelka_2021_Cell.C122	136	4.911449560572017	-0.008143155163483407
Pelka_2021_Cell||Pelka_2021_Cell.C123	136	4.9003971934215835	-0.0191955223139173
Pelka_2021_Cell||Pelka_2021_Cell.C124	136	4.914822396802384	-0.004770318933116968
Pelka_2021_Cell||Pelka_2021_Cell.C125	136	4.914057714830959	-0.005535000904541398
Pelka_2021_Cell||Pelka_2021_Cell.C126	136	4.927065610409508	0.0074728946740068025
Pelka_2021_Cell||Pelka_2021_Cell.C129	136	4.895805079396882	-0.02378763633861869
Pelka_2021_Cell||Pelka_2021_Cell.C130	136	4.875617340402095	-0.043975375333405786
Pelka_2021_Cell||Pelka_2021_Cell.C132	136	4.944262579486967	0.02466986375146618
Pelka_2021_Cell||Pelka_2021_Cell.C133	136	4.916735165076545	-0.0028575506589554323
Pelka_2021_Cell||Pelka_2021_Cell.C134	136	4.917713151110064	-0.0018795646254368137
Pelka_2021_Cell||Pelka_2021_Cell.C135	136	4.922073399772777	0.002480684037275971
Pelka_2021_Cell||Pelka_2021_Cell.C136	136	4.919920333918889	0.00032761818338844506
Pelka_2021_Cell||Pelka_2021_Cell.C137	136	4.920807701197875	0.0012149854623739742
Pelka_2021_Cell||Pelka_2021_Cell.C138	136	4.920378602129272	0.0007858863937713068
Pelka_2021_Cell||Pelka_2021_Cell.C139	136	4.924621631515707	0.005028915780206589
Pelka_2021_Cell||Pelka_2021_Cell.C140	136	4.918434586265264	-0.0011581294702365241
Pelka_2021_Cell||Pelka_2021_Cell.C142	136	4.955923512499471	0.036330796763969886
Pelka_2021_Cell||Pelka_2021_Cell.C143	136	4.9229961890045315	0.003403473269030677
Pelka_2021_Cell||Pelka_2021_Cell.C144	136	4.922348880133482	0.002756164397981209
Pelka_2021_Cell||Pelka_2021_Cell.C145	136	4.919789665860371	0.0001969501248701988
Pelka_2021_Cell||Pelka_2021_Cell.C146	136	4.9062002227338635	-0.013392493001637362
Pelka_2021_Cell||Pelka_2021_Cell.C147	136	4.894719350932787	-0.024873364802713738
Pelka_2021_Cell||Pelka_2021_Cell.C149	136	4.916491215161534	-0.0031015005739671864
Pelka_2021_Cell||Pelka_2021_Cell.C150	136	4.920379418937161	0.0007867032016601883
Pelka_2021_Cell||Pelka_2021_Cell.C151	136	4.909561960058107	-0.010030755677393977
Pelka_2021_Cell||Pelka_2021_Cell.C152	136	4.918923851514697	-0.0006688642208034778
Pelka_2021_Cell||Pelka_2021_Cell.C153	136	4.9196466696824706	5.3953946969720334e-05
Pelka_2021_Cell||Pelka_2021_Cell.C154	136	4.930674432227562	0.011081716492061133
Pelka_2021_Cell||Pelka_2021_Cell.C155	136	4.917023012746859	-0.0025697029886417866
Pelka_2021_Cell||Pelka_2021_Cell.C156	136	4.913904066086343	-0.005688649649157718
Pelka_2021_Cell||Pelka_2021_Cell.C157	136	4.920552945347035	0.0009602296115343023
Pelka_2021_Cell||Pelka_2021_Cell.C158	136	4.916411393968858	-0.003181321766643208
Pelka_2021_Cell||Pelka_2021_Cell.C159	136	4.916857480982124	-0.0027352347533771137
Pelka_2021_Cell||Pelka_2021_Cell.C160	136	4.927784787335883	0.008192071600381823
Pelka_2021_Cell||Pelka_2021_Cell.C161	136	4.913039926080055	-0.006552789655446034
Pelka_2021_Cell||Pelka_2021_Cell.C162	136	4.911225719141716	-0.008366996593784926
Pelka_2021_Cell||Pelka_2021_Cell.C163	136	4.945221336097387	0.02562862036188651
Pelka_2021_Cell||Pelka_2021_Cell.C164	136	4.919040945263998	-0.0005517704715032323
Pelka_2021_Cell||Pelka_2021_Cell.C165	136	4.919673524869532	8.08091340314121e-05
Pelka_2021_Cell||Pelka_2021_Cell.C166	136	4.909517254293258	-0.010075461442243139
Pelka_2021_Cell||Pelka_2021_Cell.C168	136	4.892555839076381	-0.027036876659120246
Pelka_2021_Cell||Pelka_2021_Cell.C169	136	4.920597190478969	0.001004474743468542
Pelka_2021_Cell||Pelka_2021_Cell.C170	136	4.913458926042494	-0.006133789693007152
Pelka_2021_Cell||Pelka_2021_Cell.C171	136	4.905804406126296	-0.013788309609204852
Pelka_2021_Cell||Pelka_2021_Cell.C172	136	4.9202010051851435	0.0006082894496426405
Pelka_2021_Cell||Pelka_2021_Cell.C173	136	4.912961772153813	-0.006630943581687809
Qi_2022_Nat_Commun||Qi_2022_Nat_Commun.P1	136	4.927158955385617	0.00756623965011638
Qi_2022_Nat_Commun||Qi_2022_Nat_Commun.P2	136	4.920904527217141	0.0013118114816403903
Qi_2022_Nat_Commun||Qi_2022_Nat_Commun.P3	136	4.916996155289021	-0.002596560446479934
Qi_2022_Nat_Commun||Qi_2022_Nat_Commun.P4	136	4.939592406028658	0.01999969029315718
Qian_2020_Cell_Res||Qian_2020_Cell_Res.P31	136	4.915053116761747	-0.004539598973753556
Qian_2020_Cell_Res||Qian_2020_Cell_Res.P32	136	4.92051221522903	0.0009194994935288747
Qian_2020_Cell_Res||Qian_2020_Cell_Res.P33	136	4.979520918711394	0.059928202975893186
Qian_2020_Cell_Res||Qian_2020_Cell_Res.P35	136	4.907845914630839	-0.011746801104662197
Qian_2020_Cell_Res||Qian_2020_Cell_Res.P38	136	4.920167990149361	0.0005752744138600718
Sathe_2023_Clin_Cancer_Res||Sathe_2023_Clin_Cancer_Res.P5915	136	4.919476706171461	-0.0001160095640395653
Sathe_2023_Clin_Cancer_Res||Sathe_2023_Clin_Cancer_Res.P6198	136	4.917498380908172	-0.002094334827329014
Terekhanova_2023_Nature||Terekhanova_2023_Nature.HTA12_101	136	4.929752134872809	0.010159419137307779
Terekhanova_2023_Nature||Terekhanova_2023_Nature.HTA12_102	136	4.9173265362563345	-0.002266179479166297
Terekhanova_2023_Nature||Terekhanova_2023_Nature.HTA12_107	136	4.919591050919005	-1.6648164962163037e-06
Tian_2023_Nat_Med||Tian_2023_Nat_Med.P02	136	4.914586432299262	-0.005006283436238768
Tian_2023_Nat_Med||Tian_2023_Nat_Med.P07	136	4.91458198427775	-0.005010731457750772
Tian_2023_Nat_Med||Tian_2023_Nat_Med.P10	136	4.875784003456804	-0.04380871227869676
Tian_2023_Nat_Med||Tian_2023_Nat_Med.P11	136	4.766935664905792	-0.15265705082970893
Tian_2023_Nat_Med||Tian_2023_Nat_Med.P12	136	4.860684431939337	-0.058908283796164085
Tian_2023_Nat_Med||Tian_2023_Nat_Med.P13	136	4.856932002650636	-0.0626607130848651
Tian_2023_Nat_Med||Tian_2023_Nat_Med.P18	136	4.8454043678907945	-0.07418834784470629
Tian_2023_Nat_Med||Tian_2023_Nat_Med.P19	136	4.919709477843269	0.00011676210776823126
Tian_2023_Nat_Med||Tian_2023_Nat_Med.P20	136	4.899184598716751	-0.020408117018750005
Tian_2023_Nat_Med||Tian_2023_Nat_Med.P21	136	4.713192830668443	-0.2063998850670581
Tian_2023_Nat_Med||Tian_2023_Nat_Med.P23	136	4.915338350670539	-0.004254365064961796
Tian_2023_Nat_Med||Tian_2023_Nat_Med.P24	136	4.6959575118527335	-0.22363520388276736
Tian_2023_Nat_Med||Tian_2023_Nat_Med.P27	136	4.894040104279114	-0.025552611456387098
Tian_2023_Nat_Med||Tian_2023_Nat_Med.P28	136	4.8864538735699075	-0.033138842165593374
Tian_2023_Nat_Med||Tian_2023_Nat_Med.P29	136	4.921621093503251	0.0020283777677505554
Tian_2023_Nat_Med||Tian_2023_Nat_Med.P33	136	4.917558936965995	-0.002033778769505723
Tian_2023_Nat_Med||Tian_2023_Nat_Med.P34	136	4.88399547131276	-0.035597244422740815
Tian_2023_Nat_Med||Tian_2023_Nat_Med.P36	136	4.919204056690561	-0.0003886590449395655
Wang_2023_Sci_Adv||Wang_2023_Sci_Adv.P0107	136	4.836979266870686	-0.08261344886481492
Wang_2023_Sci_Adv||Wang_2023_Sci_Adv.P0813	136	4.884686521935246	-0.03490619380025439
Wang_2023_Sci_Adv||Wang_2023_Sci_Adv.P0920	136	4.884085171276823	-0.0355075444586781
Wang_2023_Sci_Adv||Wang_2023_Sci_Adv.P1231	136	4.910880046561205	-0.008712669174295584
