left_out_group	n_donors_remaining	or_mh_excl	delta_or_vs_full
Qi_2022_Nat_Commun||Qi_2022_Nat_Commun.P2	110	5.497575390997384	-0.011642065489639641
Qi_2022_Nat_Commun||Qi_2022_Nat_Commun.P3	110	5.492698700195808	-0.016518756291215908
Qi_2022_Nat_Commun||Qi_2022_Nat_Commun.P4	110	5.5099794273660105	0.000761970878986773
Qian_2020_Cell_Res||Qian_2020_Cell_Res.P31	110	5.470319982881779	-0.0388974736052452
Qian_2020_Cell_Res||Qian_2020_Cell_Res.P32	110	5.5093766605750645	0.00015920408804070973
Qian_2020_Cell_Res||Qian_2020_Cell_Res.P33	110	5.496460636786926	-0.012756819700097566
Qian_2020_Cell_Res||Qian_2020_Cell_Res.P35	110	5.492981324101478	-0.016236132385545332
Terekhanova_2023_Nature||Terekhanova_2023_Nature.HTA12_101	110	5.5062556381956425	-0.002961818291381313
Terekhanova_2023_Nature||Terekhanova_2023_Nature.HTA12_102	110	5.509317329395758	9.987290873425536e-05
Tian_2023_Nat_Med||Tian_2023_Nat_Med.P02	110	5.509491842634644	0.0002743861476206533
Tian_2023_Nat_Med||Tian_2023_Nat_Med.P10	110	5.473420023992758	-0.03579743249426581
Tian_2023_Nat_Med||Tian_2023_Nat_Med.P11	110	5.365776523833183	-0.1434409326538404
Tian_2023_Nat_Med||Tian_2023_Nat_Med.P12	110	5.387599720363977	-0.1216177361230466
Tian_2023_Nat_Med||Tian_2023_Nat_Med.P13	110	5.34661917843136	-0.16259827805566385
Tian_2023_Nat_Med||Tian_2023_Nat_Med.P18	110	5.36711056882364	-0.14210688766338375
Tian_2023_Nat_Med||Tian_2023_Nat_Med.P20	110	5.4627303223837	-0.046487134103323946
Tian_2023_Nat_Med||Tian_2023_Nat_Med.P21	110	5.245866904607372	-0.2633505518796522
Tian_2023_Nat_Med||Tian_2023_Nat_Med.P23	110	5.502062282604958	-0.0071551738820661015
Tian_2023_Nat_Med||Tian_2023_Nat_Med.P24	110	5.315787010492428	-0.19343044599459613
Tian_2023_Nat_Med||Tian_2023_Nat_Med.P27	110	5.495980111885801	-0.01323734460122239
Tian_2023_Nat_Med||Tian_2023_Nat_Med.P28	110	5.499503181241255	-0.009714275245769066
Tian_2023_Nat_Med||Tian_2023_Nat_Med.P29	110	5.519131968940127	0.009914512453103264
Tian_2023_Nat_Med||Tian_2023_Nat_Med.P34	110	5.5027425164774	-0.006474940009623786
Wang_2023_Sci_Adv||Wang_2023_Sci_Adv.P0107	110	5.468905269205863	-0.04031218728116048
Wang_2023_Sci_Adv||Wang_2023_Sci_Adv.P0813	110	5.489199933956234	-0.020017522530789478
Wang_2023_Sci_Adv||Wang_2023_Sci_Adv.P0920	110	5.509990166705878	0.0007727102188539448
