left_out_group	n_donors_remaining	or_mh_excl	delta_or_vs_full
Chen_2024_Cancer_Cell||Chen_2024_Cancer_Cell.P01	110	5.406167427788039	-0.10305002869898505
Chen_2024_Cancer_Cell||Chen_2024_Cancer_Cell.P02	110	5.508438460745808	-0.000778995741216093
Chen_2024_Cancer_Cell||Chen_2024_Cancer_Cell.P03	110	5.547135983640171	0.03791852715314725
Chen_2024_Cancer_Cell||Chen_2024_Cancer_Cell.P04	110	5.52006277406159	0.010845317574566415
Chen_2024_Cancer_Cell||Chen_2024_Cancer_Cell.P05	110	5.511114156990768	0.001896700503744242
Chen_2024_Cancer_Cell||Chen_2024_Cancer_Cell.P08	110	5.53539857585671	0.026181119369685923
Chen_2024_Cancer_Cell||Chen_2024_Cancer_Cell.P09	110	5.515380130320569	0.006162673833545185
Chen_2024_Cancer_Cell||Chen_2024_Cancer_Cell.P14	110	5.572963863253968	0.06374640676694465
Chen_2024_Cancer_Cell||Chen_2024_Cancer_Cell.P15	110	5.570301299512082	0.06108384302505865
Chen_2024_Cancer_Cell||Chen_2024_Cancer_Cell.P16	110	5.50957902272285	0.00036156623582606073
Chen_2024_Cancer_Cell||Chen_2024_Cancer_Cell.P17	110	5.504689435235794	-0.004528021251229752
Chen_2024_Cancer_Cell||Chen_2024_Cancer_Cell.P19	110	5.603514433723622	0.09429697723659825
Chen_2024_Cancer_Cell||Chen_2024_Cancer_Cell.P20	110	5.527851757619524	0.018634301132499864
Chen_2024_Cancer_Cell||Chen_2024_Cancer_Cell.P21	110	5.5067187318707935	-0.0024987246162302412
Chen_2024_Cancer_Cell||Chen_2024_Cancer_Cell.P22	110	5.535960963687375	0.02674350720035079
Chen_2024_Cancer_Cell||Chen_2024_Cancer_Cell.P23	110	5.536660338402621	0.027442881915597184
Chen_2024_Cancer_Cell||Chen_2024_Cancer_Cell.P26	110	5.5101136679413925	0.0008962114543686894
Joanito_2022_Nat_Genet||Joanito_2022_Nat_Genet.CRC2783	110	5.53725455186116	0.028037095374136456
Joanito_2022_Nat_Genet||Joanito_2022_Nat_Genet.CRC2787	110	5.5661809541588365	0.056963497671812746
Joanito_2022_Nat_Genet||Joanito_2022_Nat_Genet.CRC2795	110	5.516875070722585	0.007657614235561105
Joanito_2022_Nat_Genet||Joanito_2022_Nat_Genet.CRC2801	110	5.646629705137323	0.13741224865029888
Joanito_2022_Nat_Genet||Joanito_2022_Nat_Genet.CRC2803	110	5.375250232690995	-0.133967223796029
Joanito_2022_Nat_Genet||Joanito_2022_Nat_Genet.CRC2811	110	5.581986699076274	0.0727692425892501
Joanito_2022_Nat_Genet||Joanito_2022_Nat_Genet.CRC2816	110	5.544187568155379	0.03497011166835495
Joanito_2022_Nat_Genet||Joanito_2022_Nat_Genet.CRC2841	110	5.6087499432975	0.09953248681047633
Joanito_2022_Nat_Genet||Joanito_2022_Nat_Genet.CRC2899	110	5.559344874759323	0.05012741827229927
Joanito_2022_Nat_Genet||Joanito_2022_Nat_Genet.CRC_JSC_S02	110	5.505768537725966	-0.0034489187610580174
Joanito_2022_Nat_Genet||Joanito_2022_Nat_Genet.CRC_JSC_S05	110	6.148327576154846	0.6391101196678219
Joanito_2022_Nat_Genet||Joanito_2022_Nat_Genet.CRC_JSC_S06	110	5.68570655708386	0.17648910059683587
Joanito_2022_Nat_Genet||Joanito_2022_Nat_Genet.CRC_JSC_S07	110	5.5770694041380615	0.06785194765103775
Joanito_2022_Nat_Genet||Joanito_2022_Nat_Genet.CRC_JSC_S10	110	5.648661811115229	0.13944435462820515
Joanito_2022_Nat_Genet||Joanito_2022_Nat_Genet.SC040	110	5.483698755280178	-0.025518701206845407
Joanito_2022_Nat_Genet||Joanito_2022_Nat_Genet.SC044	110	5.517722045975241	0.00850458948821764
Pelka_2021_Cell||Pelka_2021_Cell.C103	110	5.501414997965595	-0.00780245852142869
Pelka_2021_Cell||Pelka_2021_Cell.C104	110	5.521482157071643	0.012264700584618815
Pelka_2021_Cell||Pelka_2021_Cell.C105	110	5.509693663760818	0.00047620727379449335
Pelka_2021_Cell||Pelka_2021_Cell.C106	110	5.509611565922695	0.00039410943567119716
Pelka_2021_Cell||Pelka_2021_Cell.C107	110	5.501368912914753	-0.007848543572270827
Pelka_2021_Cell||Pelka_2021_Cell.C110	110	5.440184261774895	-0.06903319471212921
Pelka_2021_Cell||Pelka_2021_Cell.C111	110	5.493530349312109	-0.01568710717491495
Pelka_2021_Cell||Pelka_2021_Cell.C113	110	5.523788891223053	0.01457143473602951
Pelka_2021_Cell||Pelka_2021_Cell.C114	110	5.507471833394423	-0.0017456230926011784
Pelka_2021_Cell||Pelka_2021_Cell.C115	110	5.503479131052783	-0.0057383254342404655
Pelka_2021_Cell||Pelka_2021_Cell.C116	110	5.509575419026766	0.00035796253974229586
Pelka_2021_Cell||Pelka_2021_Cell.C118	110	5.511259732063643	0.0020422755766196232
Pelka_2021_Cell||Pelka_2021_Cell.C119	110	5.506836228970622	-0.002381227516401907
Pelka_2021_Cell||Pelka_2021_Cell.C122	110	5.495646071514191	-0.013571384972832945
Pelka_2021_Cell||Pelka_2021_Cell.C123	110	5.503777521441423	-0.005439935045600919
Pelka_2021_Cell||Pelka_2021_Cell.C124	110	5.498196143512626	-0.011021312974397901
Pelka_2021_Cell||Pelka_2021_Cell.C125	110	5.507061974564018	-0.002155481923005631
Pelka_2021_Cell||Pelka_2021_Cell.C126	110	5.504210899005887	-0.005006557481136653
Pelka_2021_Cell||Pelka_2021_Cell.C129	110	5.533391956137428	0.02417449965040408
Pelka_2021_Cell||Pelka_2021_Cell.C130	110	5.504399735596683	-0.004817720890340382
Pelka_2021_Cell||Pelka_2021_Cell.C132	110	5.509874336873703	0.000656880386679326
Pelka_2021_Cell||Pelka_2021_Cell.C133	110	5.517831028457783	0.008613571970759182
Pelka_2021_Cell||Pelka_2021_Cell.C135	110	5.50930484508414	8.738859711598934e-05
Pelka_2021_Cell||Pelka_2021_Cell.C136	110	5.509350562298269	0.00013310581124503784
Pelka_2021_Cell||Pelka_2021_Cell.C137	110	5.5096602539423865	0.0004427974553626868
Pelka_2021_Cell||Pelka_2021_Cell.C138	110	5.50951226149539	0.00029480500836598367
Pelka_2021_Cell||Pelka_2021_Cell.C139	110	5.499633536737729	-0.009583919749294623
Pelka_2021_Cell||Pelka_2021_Cell.C140	110	5.509315422894184	9.796640715986626e-05
Pelka_2021_Cell||Pelka_2021_Cell.C142	110	5.5266806291382995	0.017463172651275727
Pelka_2021_Cell||Pelka_2021_Cell.C143	110	5.507880689844474	-0.0013367666425496694
Pelka_2021_Cell||Pelka_2021_Cell.C144	110	5.508780604623262	-0.0004368518637614116
Pelka_2021_Cell||Pelka_2021_Cell.C145	110	5.509943741489936	0.0007262850029121637
Pelka_2021_Cell||Pelka_2021_Cell.C147	110	5.496148035344147	-0.013069421142876791
Pelka_2021_Cell||Pelka_2021_Cell.C151	110	5.489676128506147	-0.01954132798087649
Pelka_2021_Cell||Pelka_2021_Cell.C152	110	5.514000622681887	0.0047831661948629645
Pelka_2021_Cell||Pelka_2021_Cell.C153	110	5.507509236946084	-0.0017082195409399148
Pelka_2021_Cell||Pelka_2021_Cell.C154	110	5.50903815849715	-0.00017929798987381673
Pelka_2021_Cell||Pelka_2021_Cell.C155	110	5.513375524730476	0.004158068243452107
Pelka_2021_Cell||Pelka_2021_Cell.C156	110	5.4991921289888355	-0.010025327498188297
Pelka_2021_Cell||Pelka_2021_Cell.C157	110	5.509174813259465	-4.264322755886951e-05
Pelka_2021_Cell||Pelka_2021_Cell.C159	110	5.4897910503547545	-0.019426406132269314
Pelka_2021_Cell||Pelka_2021_Cell.C160	110	5.509674828233045	0.00045737174602145103
Pelka_2021_Cell||Pelka_2021_Cell.C161	110	5.505971891481502	-0.0032455650055220886
Pelka_2021_Cell||Pelka_2021_Cell.C162	110	5.510813440797278	0.00159598431025465
Pelka_2021_Cell||Pelka_2021_Cell.C163	110	5.515615117347382	0.006397660860358201
Pelka_2021_Cell||Pelka_2021_Cell.C164	110	5.514473828537945	0.005256372050920888
Pelka_2021_Cell||Pelka_2021_Cell.C166	110	5.492219217776962	-0.016998238710061564
Pelka_2021_Cell||Pelka_2021_Cell.C168	110	5.4751970290755745	-0.03402042741144928
Pelka_2021_Cell||Pelka_2021_Cell.C170	110	5.506833776878157	-0.0023836796088669843
Pelka_2021_Cell||Pelka_2021_Cell.C171	110	5.481237845956782	-0.027979610530241672
Pelka_2021_Cell||Pelka_2021_Cell.C172	110	5.509274827143677	5.7370656652899754e-05
Qi_2022_Nat_Commun||Qi_2022_Nat_Commun.P1	110	5.520776640949465	0.011559184462440975
