gene	logFC	logCPM	F	PValue	FDR
KCNJ12	6.08537737173812	0.75418186694999	75.9176570350665	4.60646562698896e-06	0.000751166957969966
ISYNA1	4.68395224257313	4.37757098803519	112.485364344548	4.76661782703083e-06	0.000769808779065479
FUT6	-7.30946522321867	4.78516795416779	111.011732611686	4.94654048288767e-06	0.000791258037624583
LINC02177	-6.46116076701326	-0.302353356141019	80.6018165052477	5.00484103999543e-06	0.000793031227431729
EGFL7	3.9316414126969	3.62868974140541	109.584677679167	5.25193486463571e-06	0.000824406523237583
IQCA1	7.37422725912266	1.63741236120993	75.3754507395083	5.39808258100949e-06	0.000839324975144951
KCNAB2	5.45419488060531	1.97240842438745	76.1932183599424	5.44691725951415e-06	0.000839324975144951
PDIA2	-6.7257250380781	2.37990652584971	104.199738577556	5.74271826108703e-06	0.000876860871938343
MUM1L1	6.38090003648885	2.37527996228427	68.5277989455853	5.88823444417999e-06	0.000881558841798829
CDH2	7.80683561552438	0.587813738720641	83.7280121868914	6.04596906179552e-06	0.000881558841798829
CPVL	6.36322935820167	6.03217434271507	105.604085566346	6.06623192264967e-06	0.000881558841798829
ARSJ	4.69654172848815	1.90432208249556	80.8115091100975	6.0663041499939e-06	0.000881558841798829
SLC7A10	9.17424475410762	1.6315659502754	130.597677895705	6.08632916829843e-06	0.000881558841798829
GFOD2	-4.40082561519275	2.79265714077672	104.900705480203	6.08840352754609e-06	0.000881558841798829
ST3GAL4	6.19832508294627	1.57802838330172	67.3406465208922	6.2599983408958e-06	0.000898657539604153
FGA	9.53825074135684	2.32679843849541	127.889650668199	6.36233281421254e-06	0.00090560798260605
AMDHD1	4.58535056325545	0.173340857214779	66.9603537734567	6.43515883929284e-06	0.000908276704745904
FABP3	5.82950457531606	3.49716255934081	91.0083976782586	6.52092182593085e-06	0.000908584443937328
GDPD5	4.20535415128495	3.39377480438921	103.138569209421	6.54552975210864e-06	0.000908584443937328
PPP1R3B	3.83522426727252	4.50775180073317	102.847092975704	6.61280314785494e-06	0.000910398702224357
PTK6	-7.50369964035852	4.29041798350889	102.146654132025	6.83321584294958e-06	0.000920586893568779
IGSF1	7.70680012204855	1.10185771699196	80.0637759209582	6.83380442853404e-06	0.000920586893568779
PNMA3	8.11022943470672	1.50590955883412	73.5697205151264	6.85123610955569e-06	0.000920586893568779
SLC2A8	2.518100366894	5.14628348020917	101.156152837847	6.94904828974496e-06	0.000921365554687936
LINC00535	4.49270724959213	-0.439107665882523	66.1051879501803	7.05460193321928e-06	0.000921365554687936
CYS1	5.39598543854736	0.835654285008027	65.8480666587895	7.10936203127673e-06	0.000921365554687936
KLF9	-6.86658052751216	4.0257619638741	100.991480026595	7.12749710962921e-06	0.000921365554687936
TTYH1	5.73734958078105	0.510178459169633	66.3490566659565	7.13131234278588e-06	0.000921365554687936
CKMT1A	-4.48041197767733	3.31522973082091	99.425859794617	7.44001101916527e-06	0.00095391164181603
SLC41A2	-8.28727026366921	4.01661657257885	96.7653078627329	7.695321501956e-06	0.000965085793843816
CTXND1	9.30681323862165	1.35091500662467	121.893946786963	7.744455337337e-06	0.000965085793843816
APOA2	8.83836994102509	4.82175114919431	68.3659592212147	7.74544047796384e-06	0.000965085793843816
AC093607.1	-9.16987541737861	3.9218738365903	88.0386317293611	7.76310698372817e-06	0.000965085793843816
AQP8	9.72996374557568	1.77938408108044	121.434043938127	7.84690117579071e-06	0.000965085793843816
AC108488.1	5.00411481460643	1.92587307946889	74.2869380081264	7.87191913292467e-06	0.000965085793843816
TRPM4	-4.50169748808993	4.91838326046969	97.6675084586422	7.93577469046921e-06	0.000965864287689282
AC004754.1	-6.62642429091884	2.53938523494217	96.5579848802631	8.04480168354459e-06	0.000972089849473488
MAMDC4	4.39978210279929	6.55319449738534	96.9342809878642	8.18530123827171e-06	0.000982002282842941
CBX2	4.46209036464214	0.676769726544255	63.8437611068922	8.73255486615883e-06	0.0010402268902979
MAGEH1	4.13788927913318	4.22627715804939	95.5515338611686	8.85432278626728e-06	0.00104436529207263
MEP1B	-9.01596769838821	5.12156661009352	94.3869458053735	8.9526590253692e-06	0.00104436529207263
UGT1A10	-10.2583421044437	2.75648188719238	81.1470273523595	8.95383436880563e-06	0.00104436529207263
CHST13	4.80649368326456	4.94942855669949	94.8083101462207	9.1254697995102e-06	0.00105217153101449
AC092834.1	-8.64653701786901	1.09059770191079	81.6723420585048	9.14604926935674e-06	0.00105217153101449
RASSF8-AS1	4.78347443276418	1.13782404051438	62.1821196883487	9.22506814622042e-06	0.00105404248016271
DAB2	4.7900744427896	5.79573339714031	93.0718403221412	9.59911319392734e-06	0.00108936962976489
KRT19	-3.97353405080875	10.0476009884276	92.2990611928868	9.83242434120303e-06	0.00110835838412648
