var_name	gene_id	base_symbol	is_suffixed	base_symbol_is_duplicated
Z84492.1	ENSG00000272104	Z84492.1	False	False
TMEM115	ENSG00000126062	TMEM115	False	False
CACNA2D2	ENSG00000007402	CACNA2D2	False	False
CYB561D2-1	ENSG00000271858	CYB561D2	True	True
C3orf18	ENSG00000088543	C3orf18	False	False
HEMK1	ENSG00000114735	HEMK1	False	False
AC096920.1	ENSG00000280382	AC096920.1	False	False
CISH	ENSG00000114737	CISH	False	False
MAPKAPK3	ENSG00000114738	MAPKAPK3	False	False
LINC02019	ENSG00000273356	LINC02019	False	False
DOCK3	ENSG00000088538	DOCK3	False	False
MANF	ENSG00000145050	MANF	False	False
RBM15B	ENSG00000259956	RBM15B	False	False
DCAF1	ENSG00000145041	DCAF1	False	False
RAD54L2	ENSG00000164080	RAD54L2	False	False
TEX264	ENSG00000164081	TEX264	False	False
GRM2	ENSG00000164082	GRM2	False	False
IQCF6	ENSG00000214686	IQCF6	False	False
IQCF3	ENSG00000229972	IQCF3	False	False
IQCF2	ENSG00000184345	IQCF2	False	False
IQCF5-AS1	ENSG00000235455	IQCF5-AS1	False	False
IQCF5	ENSG00000214681	IQCF5	False	False
IQCF1	ENSG00000173389	IQCF1	False	False
RRP9	ENSG00000114767	RRP9	False	False
PARP3	ENSG00000041880	PARP3	False	False
GPR62	ENSG00000180929	GPR62	False	False
PCBP4	ENSG00000090097	PCBP4	False	False
ABHD14B	ENSG00000114779	ABHD14B	False	False
ABHD14A	ENSG00000248487	ABHD14A	False	False
ABHD14A-ACY1	ENSG00000114786	ABHD14A-ACY1	False	False
ACY1	ENSG00000243989	ACY1	False	False
RPL29	ENSG00000162244	RPL29	False	False
DUSP7	ENSG00000164086	DUSP7	False	False
POC1A	ENSG00000164087	POC1A	False	False
ALAS1	ENSG00000023330	ALAS1	False	False
TLR9	ENSG00000239732	TLR9	False	False
AC097637.1	ENSG00000173366	AC097637.1	False	False
TWF2	ENSG00000247596	TWF2	False	False
AC006252.1	ENSG00000243224	AC006252.1	False	False
PPM1M	ENSG00000164088	PPM1M	False	False
WDR82	ENSG00000164091	WDR82	False	False
GLYCTK	ENSG00000168237	GLYCTK	False	False
DNAH1	ENSG00000114841	DNAH1	False	False
BAP1	ENSG00000163930	BAP1	False	False
PHF7	ENSG00000010318	PHF7	False	False
SEMA3G	ENSG00000010319	SEMA3G	False	False
TNNC1	ENSG00000114854	TNNC1	False	False
NISCH	ENSG00000010322	NISCH	False	False
STAB1	ENSG00000010327	STAB1	False	False
NT5DC2	ENSG00000168268	NT5DC2	False	False
SMIM4	ENSG00000168273	SMIM4	False	False
PBRM1	ENSG00000163939	PBRM1	False	False
GNL3	ENSG00000163938	GNL3	False	False
GLT8D1	ENSG00000016864	GLT8D1	False	False
SPCS1	ENSG00000114902	SPCS1	False	False
NEK4	ENSG00000114904	NEK4	False	False
ITIH1	ENSG00000055957	ITIH1	False	False
ITIH3	ENSG00000162267	ITIH3	False	False
ITIH4	ENSG00000055955	ITIH4	False	False
AC006254.1	ENSG00000243696	AC006254.1	False	False
ITIH4-AS1	ENSG00000239799	ITIH4-AS1	False	False
MUSTN1	ENSG00000272573	MUSTN1	False	False
TMEM110-MUSTN1	ENSG00000248592	TMEM110-MUSTN1	False	False
STIMATE	ENSG00000213533	STIMATE	False	False
SFMBT1	ENSG00000163935	SFMBT1	False	False
AC096887.1	ENSG00000272305	AC096887.1	False	False
RFT1	ENSG00000163933	RFT1	False	False
PRKCD	ENSG00000163932	PRKCD	False	False
TKT	ENSG00000163931	TKT	False	False
DCP1A	ENSG00000272886	DCP1A	False	False
CACNA1D	ENSG00000157388	CACNA1D	False	False
AC012467.1	ENSG00000271916	AC012467.1	False	False
CHDH	ENSG00000016391	CHDH	False	False
IL17RB	ENSG00000056736	IL17RB	False	False
AC012467.2	ENSG00000271976	AC012467.2	False	False
ACTR8	ENSG00000113812	ACTR8	False	False
SELENOK	ENSG00000113811	SELENOK	False	False
CACNA2D3	ENSG00000157445	CACNA2D3	False	False
CACNA2D3-AS1	ENSG00000243715	CACNA2D3-AS1	False	False
LRTM1	ENSG00000144771	LRTM1	False	False
AC092059.1	ENSG00000239991	AC092059.1	False	False
LINC02017	ENSG00000243572	LINC02017	False	False
LINC02030	ENSG00000240708	LINC02030	False	False
AC121764.2	ENSG00000242568	AC121764.2	False	False
AC121764.3	ENSG00000242775	AC121764.3	False	False
WNT5A	ENSG00000114251	WNT5A	False	False
WNT5A-AS1	ENSG00000244586	WNT5A-AS1	False	False
AC121764.1	ENSG00000242317	AC121764.1	False	False
ERC2	ENSG00000187672	ERC2	False	False
AC025572.1	ENSG00000240777	AC025572.1	False	False
CCDC66	ENSG00000180376	CCDC66	False	False
FAM208A	ENSG00000163946	FAM208A	False	False
ARHGEF3	ENSG00000163947	ARHGEF3	False	False
ARHGEF3-AS1	ENSG00000240198	ARHGEF3-AS1	False	False
SPATA12	ENSG00000186451	SPATA12	False	False
AC097358.2	ENSG00000272202	AC097358.2	False	False
IL17RD	ENSG00000144730	IL17RD	False	False
HESX1	ENSG00000163666	HESX1	False	False
APPL1	ENSG00000157500	APPL1	False	False
ASB14	ENSG00000239388	ASB14	False	False
DNAH12	ENSG00000174844	DNAH12	False	False
PDE12	ENSG00000174840	PDE12	False	False
ARF4	ENSG00000168374	ARF4	False	False
ARF4-AS1	ENSG00000272146	ARF4-AS1	False	False
DENND6A	ENSG00000174839	DENND6A	False	False
DENND6A-AS1	ENSG00000239801	DENND6A-AS1	False	False
DENND6A-DT	ENSG00000241933	DENND6A-DT	False	False
SLMAP	ENSG00000163681	SLMAP	False	False
FLNB	ENSG00000136068	FLNB	False	False
FLNB-AS1	ENSG00000244161	FLNB-AS1	False	False
AC137936.1	ENSG00000283148	AC137936.1	False	False
DNASE1L3	ENSG00000163687	DNASE1L3	False	False
ABHD6	ENSG00000163686	ABHD6	False	False
RPP14	ENSG00000163684	RPP14	False	False
HTD2	ENSG00000255154	HTD2	False	False
AC098479.1	ENSG00000273493	AC098479.1	False	False
PXK	ENSG00000168297	PXK	False	False
PDHB	ENSG00000168291	PDHB	False	False
AC135507.1	ENSG00000272182	AC135507.1	False	False
AC116036.2	ENSG00000272360	AC116036.2	False	False
KCTD6	ENSG00000168301	KCTD6	False	False
ACOX2	ENSG00000168306	ACOX2	False	False
FAM107A	ENSG00000168309	FAM107A	False	False
AC119424.1	ENSG00000243384	AC119424.1	False	False
FAM3D-AS1	ENSG00000244383	FAM3D-AS1	False	False
FAM3D	ENSG00000198643	FAM3D	False	False
C3orf67	ENSG00000163689	C3orf67	False	False
C3orf67-AS1	ENSG00000242428	C3orf67-AS1	False	False
AC114400.1	ENSG00000243295	AC114400.1	False	False
AC138057.1	ENSG00000243903	AC138057.1	False	False
AC126121.2	ENSG00000242545	AC126121.2	False	False
FHIT	ENSG00000189283	FHIT	False	False
PTPRG	ENSG00000144724	PTPRG	False	False
C3orf14	ENSG00000114405	C3orf14	False	False
FEZF2	ENSG00000153266	FEZF2	False	False
CADPS	ENSG00000163618	CADPS	False	False
LINC00698	ENSG00000244342	LINC00698	False	False
SYNPR	ENSG00000163630	SYNPR	False	False
SYNPR-AS1	ENSG00000241359	SYNPR-AS1	False	False
SNTN	ENSG00000188817	SNTN	False	False
C3orf49	ENSG00000163632	C3orf49	False	False
THOC7	ENSG00000163634	THOC7	False	False
THOC7-AS1	ENSG00000240549	THOC7-AS1	False	False
ATXN7	ENSG00000285258	ATXN7	False	True
ATXN7-1	ENSG00000163635	ATXN7	True	True
SCAANT1	ENSG00000280620	SCAANT1	False	False
PSMD6-AS2	ENSG00000239653	PSMD6-AS2	False	False
AC012557.1	ENSG00000271843	AC012557.1	False	False
PSMD6	ENSG00000163636	PSMD6	False	False
PSMD6-AS1	ENSG00000243410	PSMD6-AS1	False	False
AC012557.2	ENSG00000272181	AC012557.2	False	False
AC092040.1	ENSG00000241111	AC092040.1	False	False
LINC00994	ENSG00000189196	LINC00994	False	False
PRICKLE2	ENSG00000163637	PRICKLE2	False	False
PRICKLE2-AS1	ENSG00000241572	PRICKLE2-AS1	False	False
PRICKLE2-AS2	ENSG00000241101	PRICKLE2-AS2	False	False
PRICKLE2-AS3	ENSG00000226017	PRICKLE2-AS3	False	False
AC096888.1	ENSG00000244564	AC096888.1	False	False
ADAMTS9	ENSG00000163638	ADAMTS9	False	False
ADAMTS9-AS1	ENSG00000241158	ADAMTS9-AS1	False	False
ADAMTS9-AS2	ENSG00000241684	ADAMTS9-AS2	False	False
LINC02040	ENSG00000243149	LINC02040	False	False
MAGI1	ENSG00000151276	MAGI1	False	False
MAGI1-AS1	ENSG00000240175	MAGI1-AS1	False	False
SLC25A26	ENSG00000144741	SLC25A26	False	False
LRIG1	ENSG00000144749	LRIG1	False	False
KBTBD8	ENSG00000163376	KBTBD8	False	False
AC114401.1	ENSG00000241884	AC114401.1	False	False
SUCLG2	ENSG00000172340	SUCLG2	False	False
SUCLG2-AS1	ENSG00000241316	SUCLG2-AS1	False	False
FAM19A1	ENSG00000183662	FAM19A1	False	False
FAM19A4	ENSG00000163377	FAM19A4	False	False
EOGT	ENSG00000163378	EOGT	False	False
AC109587.1	ENSG00000244513	AC109587.1	False	False
TMF1	ENSG00000144747	TMF1	False	False
UBA3	ENSG00000144744	UBA3	False	False
ARL6IP5	ENSG00000144746	ARL6IP5	False	False
LMOD3	ENSG00000163380	LMOD3	False	False
FRMD4B	ENSG00000114541	FRMD4B	False	False
AC099328.2	ENSG00000240842	AC099328.2	False	False
AC104445.1	ENSG00000241667	AC104445.1	False	False
MITF	ENSG00000187098	MITF	False	False
SAMMSON	ENSG00000240405	SAMMSON	False	False
MDFIC2	ENSG00000242120	MDFIC2	False	False
FOXP1	ENSG00000114861	FOXP1	False	False
FOXP1-AS1	ENSG00000244203	FOXP1-AS1	False	False
AC097634.2	ENSG00000274387	AC097634.2	False	False
AC097634.3	ENSG00000277855	AC097634.3	False	False
AC097634.1	ENSG00000270562	AC097634.1	False	False
EIF4E3	ENSG00000163412	EIF4E3	False	False
GPR27	ENSG00000170837	GPR27	False	False
PROK2	ENSG00000163421	PROK2	False	False
LINC00877	ENSG00000241163	LINC00877	False	False
AC105265.3	ENSG00000273461	AC105265.3	False	False
AC105265.4	ENSG00000276471	AC105265.4	False	False
LINC00870	ENSG00000243083	LINC00870	False	False
AC112219.2	ENSG00000272774	AC112219.2	False	False
AC112219.1	ENSG00000242618	AC112219.1	False	False
AC134508.1	ENSG00000260670	AC134508.1	False	False
RYBP	ENSG00000163602	RYBP	False	False
AC104435.2	ENSG00000244345	AC104435.2	False	False
SHQ1	ENSG00000144736	SHQ1	False	False
GXYLT2	ENSG00000172986	GXYLT2	False	False
PPP4R2	ENSG00000163605	PPP4R2	False	False
EBLN2	ENSG00000255423	EBLN2	False	False
PDZRN3	ENSG00000121440	PDZRN3	False	False
PDZRN3-AS1	ENSG00000239677	PDZRN3-AS1	False	False
LINC02005	ENSG00000242741	LINC02005	False	False
LINC02047	ENSG00000239454	LINC02047	False	False
CNTN3	ENSG00000113805	CNTN3	False	False
LINC02018	ENSG00000272690	LINC02018	False	False
FRG2C	ENSG00000172969	FRG2C	False	False
LINC00960	ENSG00000242516	LINC00960	False	False
ZNF717	ENSG00000227124	ZNF717	False	False
ROBO2	ENSG00000185008	ROBO2	False	False
LINC02077	ENSG00000244461	LINC02077	False	False
AC117462.1	ENSG00000240573	AC117462.1	False	False
AC108752.1	ENSG00000240241	AC108752.1	False	False
ROBO1	ENSG00000169855	ROBO1	False	False
AC068756.1	ENSG00000242828	AC068756.1	False	False
LINC02050	ENSG00000242781	LINC02050	False	False
LINC02027	ENSG00000243694	LINC02027	False	False
AC099542.2	ENSG00000242145	AC099542.2	False	False
AC099542.1	ENSG00000241593	AC099542.1	False	False
GBE1	ENSG00000114480	GBE1	False	False
AC017015.2	ENSG00000242190	AC017015.2	False	False
AC129807.1	ENSG00000242009	AC129807.1	False	False
LINC02008	ENSG00000239440	LINC02008	False	False
LINC00971	ENSG00000242641	LINC00971	False	False
LINC02025	ENSG00000242339	LINC02025	False	False
CADM2	ENSG00000175161	CADM2	False	False
CADM2-AS2	ENSG00000241648	CADM2-AS2	False	False
CADM2-AS1	ENSG00000239519	CADM2-AS1	False	False
AC108733.1	ENSG00000239767	AC108733.1	False	False
LINC02070	ENSG00000241328	LINC02070	False	False
VGLL3	ENSG00000206538	VGLL3	False	False
AC107204.1	ENSG00000281392	AC107204.1	False	False
CHMP2B	ENSG00000083937	CHMP2B	False	False
POU1F1	ENSG00000064835	POU1F1	False	False
AC117513.1	ENSG00000239572	AC117513.1	False	False
HTR1F	ENSG00000179097	HTR1F	False	False
CGGBP1	ENSG00000163320	CGGBP1	False	False
ZNF654	ENSG00000175105	ZNF654	False	False
C3orf38	ENSG00000179021	C3orf38	False	False
CSNKA2IP	ENSG00000283434	CSNKA2IP	False	False
EPHA3	ENSG00000044524	EPHA3	False	False
PROS1	ENSG00000184500	PROS1	False	False
ARL13B	ENSG00000169379	ARL13B	False	False
STX19	ENSG00000178750	STX19	False	False
DHFR2	ENSG00000178700	DHFR2	False	False
NSUN3	ENSG00000178694	NSUN3	False	False
LINC00879	ENSG00000239589	LINC00879	False	False
MTRNR2L12	ENSG00000269028	MTRNR2L12	False	False
EPHA6	ENSG00000080224	EPHA6	False	False
AC110491.1	ENSG00000261292	AC110491.1	False	False
ARL6	ENSG00000113966	ARL6	False	False
AC110491.3	ENSG00000282527	AC110491.3	False	False
CRYBG3	ENSG00000080200	CRYBG3	False	False
AC110491.2	ENSG00000279658	AC110491.2	False	False
RIOX2	ENSG00000170854	RIOX2	False	False
GABRR3	ENSG00000183185	GABRR3	False	False
OR5AC2	ENSG00000196578	OR5AC2	False	False
AC117460.1	ENSG00000249225	AC117460.1	False	False
OR5H1	ENSG00000231192	OR5H1	False	False
OR5H14	ENSG00000236032	OR5H14	False	False
OR5H15	ENSG00000233412	OR5H15	False	False
AC117473.1	ENSG00000251088	AC117473.1	False	False
OR5H6	ENSG00000230301	OR5H6	False	False
OR5H2	ENSG00000197938	OR5H2	False	False
OR5K4	ENSG00000196098	OR5K4	False	False
OR5K3	ENSG00000206536	OR5K3	False	False
OR5K1	ENSG00000232382	OR5K1	False	False
OR5K2	ENSG00000231861	OR5K2	False	False
CLDND1	ENSG00000080822	CLDND1	False	False
CPOX	ENSG00000080819	CPOX	False	False
AC021660.2	ENSG00000248839	AC021660.2	False	False
GPR15	ENSG00000154165	GPR15	False	False
ST3GAL6-AS1	ENSG00000239445	ST3GAL6-AS1	False	False
ST3GAL6	ENSG00000064225	ST3GAL6	False	False
DCBLD2	ENSG00000057019	DCBLD2	False	False
AC091212.1	ENSG00000239462	AC091212.1	False	False
LINC00973	ENSG00000240476	LINC00973	False	False
AC078828.1	ENSG00000243296	AC078828.1	False	False
AC107029.1	ENSG00000243089	AC107029.1	False	False
AC107029.2	ENSG00000244464	AC107029.2	False	False
COL8A1	ENSG00000144810	COL8A1	False	False
AC069222.1	ENSG00000273374	AC069222.1	False	False
CMSS1	ENSG00000184220	CMSS1	False	False
FILIP1L	ENSG00000168386	FILIP1L	False	False
TBC1D23	ENSG00000036054	TBC1D23	False	False
NIT2	ENSG00000114021	NIT2	False	False
TOMM70	ENSG00000154174	TOMM70	False	False
LNP1	ENSG00000206535	LNP1	False	False
TMEM45A	ENSG00000181458	TMEM45A	False	False
ADGRG7	ENSG00000144820	ADGRG7	False	False
TFG	ENSG00000114354	TFG	False	False
ABI3BP	ENSG00000154175	ABI3BP	False	False
IMPG2	ENSG00000081148	IMPG2	False	False
SENP7	ENSG00000138468	SENP7	False	False
TRMT10C	ENSG00000174173	TRMT10C	False	False
PCNP	ENSG00000081154	PCNP	False	False
ZBTB11	ENSG00000066422	ZBTB11	False	False
ZBTB11-AS1	ENSG00000256628	ZBTB11-AS1	False	False
RPL24	ENSG00000114391	RPL24	False	False
CEP97	ENSG00000182504	CEP97	False	False
NXPE3	ENSG00000144815	NXPE3	False	False
AC020651.1	ENSG00000249474	AC020651.1	False	False
NFKBIZ	ENSG00000144802	NFKBIZ	False	False
LINC02085	ENSG00000214407	LINC02085	False	False
AC106712.1	ENSG00000241280	AC106712.1	False	False
ZPLD1	ENSG00000170044	ZPLD1	False	False
AC108748.1	ENSG00000241754	AC108748.1	False	False
ALCAM	ENSG00000170017	ALCAM	False	False
CBLB	ENSG00000114423	CBLB	False	False
LINC00882	ENSG00000242759	LINC00882	False	False
DUBR	ENSG00000243701	DUBR	False	False
AC063944.1	ENSG00000239828	AC063944.1	False	False
AC063944.3	ENSG00000272597	AC063944.3	False	False
CCDC54	ENSG00000138483	CCDC54	False	False
LINC01990	ENSG00000273125	LINC01990	False	False
BBX	ENSG00000114439	BBX	False	False
LINC00635	ENSG00000241469	LINC00635	False	False
LINC00636	ENSG00000240423	LINC00636	False	False
CD47	ENSG00000196776	CD47	False	False
LINC01215	ENSG00000271856	LINC01215	False	False
IFT57	ENSG00000114446	IFT57	False	False
HHLA2	ENSG00000114455	HHLA2	False	False
MYH15	ENSG00000144821	MYH15	False	False
CIP2A	ENSG00000163507	CIP2A	False	False
DZIP3	ENSG00000198919	DZIP3	False	False
RETNLB	ENSG00000163515	RETNLB	False	False
TRAT1	ENSG00000163519	TRAT1	False	False
GUCA1C	ENSG00000138472	GUCA1C	False	False
MORC1	ENSG00000114487	MORC1	False	False
MORC1-AS1	ENSG00000239314	MORC1-AS1	False	False
C3orf85	ENSG00000241224	C3orf85	False	False
AC063923.2	ENSG00000261364	AC063923.2	False	False
LINC00488	ENSG00000214381	LINC00488	False	False
DPPA2	ENSG00000163530	DPPA2	False	False
DPPA4	ENSG00000121570	DPPA4	False	False
LINC01205	ENSG00000228980	LINC01205	False	False
AC078980.1	ENSG00000242029	AC078980.1	False	False
AC117430.1	ENSG00000240895	AC117430.1	False	False
AC117402.1	ENSG00000206532	AC117402.1	False	False
NECTIN3-AS1	ENSG00000242242	NECTIN3-AS1	False	False
NECTIN3	ENSG00000177707	NECTIN3	False	False
CD96	ENSG00000153283	CD96	False	False
AC092916.1	ENSG00000239311	AC092916.1	False	False
ZBED2	ENSG00000177494	ZBED2	False	False
PLCXD2	ENSG00000240891	PLCXD2	False	False
PLCXD2-AS1	ENSG00000240766	PLCXD2-AS1	False	False
PHLDB2	ENSG00000144824	PHLDB2	False	False
ABHD10	ENSG00000144827	ABHD10	False	False
TAGLN3	ENSG00000144834	TAGLN3	False	False
TMPRSS7	ENSG00000176040	TMPRSS7	False	False
C3orf52	ENSG00000114529	C3orf52	False	False
GCSAM	ENSG00000174500	GCSAM	False	False
AC128688.2	ENSG00000261488	AC128688.2	False	False
SLC9C1	ENSG00000172139	SLC9C1	False	False
AC112487.1	ENSG00000239482	AC112487.1	False	False
CD200	ENSG00000091972	CD200	False	False
AC092894.1	ENSG00000243081	AC092894.1	False	False
BTLA	ENSG00000186265	BTLA	False	False
ATG3	ENSG00000144848	ATG3	False	False
SLC35A5	ENSG00000138459	SLC35A5	False	False
CCDC80	ENSG00000091986	CCDC80	False	False
LINC02042	ENSG00000240893	LINC02042	False	False
CD200R1L	ENSG00000206531	CD200R1L	False	False
CD200R1	ENSG00000163606	CD200R1	False	False
AC074044.1	ENSG00000272844	AC074044.1	False	False
GTPBP8	ENSG00000163607	GTPBP8	False	False
NEPRO	ENSG00000163608	NEPRO	False	False
AC078785.1	ENSG00000240057	AC078785.1	False	False
AC078785.2	ENSG00000241219	AC078785.2	False	False
LINC02044	ENSG00000243795	LINC02044	False	False
BOC	ENSG00000144857	BOC	False	False
CFAP44	ENSG00000206530	CFAP44	False	False
CFAP44-AS1	ENSG00000243849	CFAP44-AS1	False	False
SPICE1	ENSG00000163611	SPICE1	False	False
SIDT1	ENSG00000072858	SIDT1	False	False
SIDT1-AS1	ENSG00000239453	SIDT1-AS1	False	False
USF3	ENSG00000176542	USF3	False	False
NAA50	ENSG00000121579	NAA50	False	False
AC108693.2	ENSG00000242659	AC108693.2	False	False
ATP6V1A	ENSG00000114573	ATP6V1A	False	False
GRAMD1C	ENSG00000178075	GRAMD1C	False	False
AC128687.2	ENSG00000273394	AC128687.2	False	False
ZDHHC23	ENSG00000184307	ZDHHC23	False	False
CCDC191	ENSG00000163617	CCDC191	False	False
QTRT2	ENSG00000151576	QTRT2	False	False
DRD3	ENSG00000151577	DRD3	False	False
AC093010.2	ENSG00000241490	AC093010.2	False	False
ZNF80	ENSG00000174255	ZNF80	False	False
TIGIT	ENSG00000181847	TIGIT	False	False
ZBTB20	ENSG00000181722	ZBTB20	False	False
ZBTB20-AS1	ENSG00000241560	ZBTB20-AS1	False	False
ZBTB20-AS5	ENSG00000242290	ZBTB20-AS5	False	False
ZBTB20-AS2	ENSG00000241295	ZBTB20-AS2	False	False
ZBTB20-AS3	ENSG00000239946	ZBTB20-AS3	False	False
ZBTB20-AS4	ENSG00000242767	ZBTB20-AS4	False	False
AC046136.1	ENSG00000242880	AC046136.1	False	False
GAP43	ENSG00000172020	GAP43	False	False
LSAMP	ENSG00000185565	LSAMP	False	False
LSAMP-AS1	ENSG00000240922	LSAMP-AS1	False	False
LINC00903	ENSG00000241397	LINC00903	False	False
TUSC7	ENSG00000243197	TUSC7	False	False
LINC00901	ENSG00000242385	LINC00901	False	False
AC092691.1	ENSG00000239268	AC092691.1	False	False
LINC02024	ENSG00000241213	LINC02024	False	False
AC092691.3	ENSG00000242816	AC092691.3	False	False
AC068633.1	ENSG00000243276	AC068633.1	False	False
IGSF11	ENSG00000144847	IGSF11	False	False
IGSF11-AS1	ENSG00000239877	IGSF11-AS1	False	False
C3orf30	ENSG00000163424	C3orf30	False	False
AC083800.1	ENSG00000251012	AC083800.1	False	False
UPK1B	ENSG00000114638	UPK1B	False	False
B4GALT4	ENSG00000121578	B4GALT4	False	False
B4GALT4-AS1	ENSG00000240254	B4GALT4-AS1	False	False
ARHGAP31	ENSG00000031081	ARHGAP31	False	False
ARHGAP31-AS1	ENSG00000241155	ARHGAP31-AS1	False	False
TMEM39A	ENSG00000176142	TMEM39A	False	False
POGLUT1	ENSG00000163389	POGLUT1	False	False
AC073352.1	ENSG00000272662	AC073352.1	False	False
TIMMDC1	ENSG00000113845	TIMMDC1	False	False
CD80	ENSG00000121594	CD80	False	False
AC073352.2	ENSG00000272967	AC073352.2	False	False
ADPRH	ENSG00000144843	ADPRH	False	False
PLA1A	ENSG00000144837	PLA1A	False	False
POPDC2	ENSG00000121577	POPDC2	False	False
COX17	ENSG00000138495	COX17	False	False
MAATS1	ENSG00000183833	MAATS1	False	False
AC069444.1	ENSG00000239994	AC069444.1	False	False
NR1I2	ENSG00000144852	NR1I2	False	False
GSK3B	ENSG00000082701	GSK3B	False	False
AC092910.3	ENSG00000242622	AC092910.3	False	False
GPR156	ENSG00000175697	GPR156	False	False
LRRC58	ENSG00000163428	LRRC58	False	False
AC063952.4	ENSG00000282950	AC063952.4	False	False
FSTL1	ENSG00000163430	FSTL1	False	False
NDUFB4	ENSG00000065518	NDUFB4	False	False
HGD	ENSG00000113924	HGD	False	False
RABL3	ENSG00000144840	RABL3	False	False
GTF2E1	ENSG00000153767	GTF2E1	False	False
LINC02049	ENSG00000243593	LINC02049	False	False
STXBP5L	ENSG00000145087	STXBP5L	False	False
POLQ	ENSG00000051341	POLQ	False	False
ARGFX	ENSG00000186103	ARGFX	False	False
FBXO40	ENSG00000163833	FBXO40	False	False
HCLS1	ENSG00000180353	HCLS1	False	False
GOLGB1	ENSG00000173230	GOLGB1	False	False
IQCB1	ENSG00000173226	IQCB1	False	False
EAF2	ENSG00000145088	EAF2	False	False
SLC15A2	ENSG00000163406	SLC15A2	False	False
ILDR1	ENSG00000145103	ILDR1	False	False
CD86	ENSG00000114013	CD86	False	False
CASR	ENSG00000036828	CASR	False	False
CSTA	ENSG00000121552	CSTA	False	False
CCDC58	ENSG00000160124	CCDC58	False	False
FAM162A	ENSG00000114023	FAM162A	False	False
WDR5B	ENSG00000196981	WDR5B	False	False
AC083798.2	ENSG00000272758	AC083798.2	False	False
KPNA1	ENSG00000114030	KPNA1	False	False
PARP9	ENSG00000138496	PARP9	False	False
DTX3L	ENSG00000163840	DTX3L	False	False
PARP15	ENSG00000173200	PARP15	False	False
PARP14	ENSG00000173193	PARP14	False	False
HSPBAP1	ENSG00000169087	HSPBAP1	False	False
DIRC2	ENSG00000138463	DIRC2	False	False
LINC02035	ENSG00000273033	LINC02035	False	False
SEMA5B	ENSG00000082684	SEMA5B	False	False
PDIA5	ENSG00000065485	PDIA5	False	False
SEC22A	ENSG00000121542	SEC22A	False	False
AC112503.2	ENSG00000273454	AC112503.2	False	False
ADCY5	ENSG00000173175	ADCY5	False	False
AC112503.1	ENSG00000272678	AC112503.1	False	False
HACD2	ENSG00000206527	HACD2	False	False
MYLK-AS1	ENSG00000239523	MYLK-AS1	False	False
MYLK	ENSG00000065534	MYLK	False	False
MYLK-AS2	ENSG00000250174	MYLK-AS2	False	False
AC020634.1	ENSG00000273123	AC020634.1	False	False
CCDC14	ENSG00000175455	CCDC14	False	False
ROPN1	ENSG00000065371	ROPN1	False	False
KALRN	ENSG00000160145	KALRN	False	False
UMPS	ENSG00000114491	UMPS	False	False
ITGB5	ENSG00000082781	ITGB5	False	False
ITGB5-AS1	ENSG00000244286	ITGB5-AS1	False	False
MUC13	ENSG00000173702	MUC13	False	False
HEG1	ENSG00000173706	HEG1	False	False
SLC12A8	ENSG00000221955	SLC12A8	False	False
ZNF148	ENSG00000163848	ZNF148	False	False
SNX4	ENSG00000114520	SNX4	False	False
OSBPL11	ENSG00000144909	OSBPL11	False	False
AC092902.3	ENSG00000272840	AC092902.3	False	False
AC092903.2	ENSG00000248787	AC092903.2	False	False
ALG1L	ENSG00000189366	ALG1L	False	False
ROPN1B	ENSG00000114547	ROPN1B	False	False
SLC41A3	ENSG00000114544	SLC41A3	False	False
AC117422.1	ENSG00000248607	AC117422.1	False	False
AC079848.1	ENSG00000250012	AC079848.1	False	False
ALDH1L1	ENSG00000144908	ALDH1L1	False	False
ALDH1L1-AS1	ENSG00000250218	ALDH1L1-AS1	False	False
ALDH1L1-AS2	ENSG00000246022	ALDH1L1-AS2	False	False
AC016924.1	ENSG00000250934	AC016924.1	False	False
AC063919.1	ENSG00000251448	AC063919.1	False	False
KLF15	ENSG00000163884	KLF15	False	False
CCDC37-DT	ENSG00000249833	CCDC37-DT	False	False
CFAP100	ENSG00000163885	CFAP100	False	False
ZXDC	ENSG00000070476	ZXDC	False	False
UROC1	ENSG00000159650	UROC1	False	False
CHST13	ENSG00000180767	CHST13	False	False
C3orf22	ENSG00000180697	C3orf22	False	False
TXNRD3NB	ENSG00000283374	TXNRD3NB	False	True
TXNRD3NB-1	ENSG00000206483	TXNRD3NB	True	True
TXNRD3	ENSG00000197763	TXNRD3	False	False
CHCHD6	ENSG00000159685	CHCHD6	False	False
PLXNA1	ENSG00000114554	PLXNA1	False	False
C3orf56	ENSG00000214324	C3orf56	False	False
LINC02016	ENSG00000244215	LINC02016	False	False
LINC01471	ENSG00000239921	LINC01471	False	False
AC016968.1	ENSG00000240562	AC016968.1	False	False
LINC02034	ENSG00000282975	LINC02034	False	False
AC084035.1	ENSG00000282860	AC084035.1	False	False
TPRA1	ENSG00000163870	TPRA1	False	False
MCM2	ENSG00000073111	MCM2	False	False
PODXL2	ENSG00000114631	PODXL2	False	False
ABTB1	ENSG00000114626	ABTB1	False	False
MGLL	ENSG00000074416	MGLL	False	False
KBTBD12	ENSG00000187715	KBTBD12	False	False
SEC61A1	ENSG00000058262	SEC61A1	False	False
RUVBL1	ENSG00000175792	RUVBL1	False	False
RUVBL1-AS1	ENSG00000239608	RUVBL1-AS1	False	False
