var_name	gene_id	base_symbol	is_suffixed	base_symbol_is_duplicated
AL135923.2	ENSG00000231902	AL135923.2	False	False
PTPRD	ENSG00000153707	PTPRD	False	False
PTPRD-AS1	ENSG00000225706	PTPRD-AS1	False	False
AL596451.1	ENSG00000234021	AL596451.1	False	False
AL513422.1	ENSG00000230920	AL513422.1	False	False
PTPRD-AS2	ENSG00000226717	PTPRD-AS2	False	False
AL135790.1	ENSG00000232035	AL135790.1	False	False
AL162413.1	ENSG00000270372	AL162413.1	False	False
AL451129.1	ENSG00000230365	AL451129.1	False	False
AL589678.1	ENSG00000224935	AL589678.1	False	False
TYRP1	ENSG00000107165	TYRP1	False	False
LURAP1L-AS1	ENSG00000235448	LURAP1L-AS1	False	False
LURAP1L	ENSG00000153714	LURAP1L	False	False
MPDZ	ENSG00000107186	MPDZ	False	False
LINC01235	ENSG00000270547	LINC01235	False	False
AL583785.1	ENSG00000226197	AL583785.1	False	False
LINC00583	ENSG00000205636	LINC00583	False	False
AL360089.1	ENSG00000235533	AL360089.1	False	False
NFIB	ENSG00000147862	NFIB	False	False
AL136366.1	ENSG00000225472	AL136366.1	False	False
AL159169.3	ENSG00000273399	AL159169.3	False	False
AL159169.2	ENSG00000272871	AL159169.2	False	False
ZDHHC21	ENSG00000175893	ZDHHC21	False	False
CER1	ENSG00000147869	CER1	False	False
FREM1	ENSG00000164946	FREM1	False	False
AL512643.1	ENSG00000283647	AL512643.1	False	False
TTC39B	ENSG00000155158	TTC39B	False	False
SNAPC3	ENSG00000164975	SNAPC3	False	False
PSIP1	ENSG00000164985	PSIP1	False	False
CCDC171	ENSG00000164989	CCDC171	False	False
C9orf92	ENSG00000205549	C9orf92	False	False
BNC2	ENSG00000173068	BNC2	False	False
AL449983.1	ENSG00000231756	AL449983.1	False	False
AL450003.1	ENSG00000230694	AL450003.1	False	False
BNC2-AS1	ENSG00000234779	BNC2-AS1	False	False
AL358117.1	ENSG00000285169	AL358117.1	False	False
AL162725.2	ENSG00000237153	AL162725.2	False	False
CNTLN	ENSG00000044459	CNTLN	False	False
SH3GL2	ENSG00000107295	SH3GL2	False	False
ADAMTSL1	ENSG00000178031	ADAMTSL1	False	False
AL442638.1	ENSG00000227167	AL442638.1	False	False
SAXO1	ENSG00000155875	SAXO1	False	False
RRAGA	ENSG00000155876	RRAGA	False	False
HAUS6	ENSG00000147874	HAUS6	False	False
PLIN2	ENSG00000147872	PLIN2	False	False
DENND4C	ENSG00000137145	DENND4C	False	False
AL161909.2	ENSG00000232978	AL161909.2	False	False
AL391834.1	ENSG00000272842	AL391834.1	False	False
AL391834.2	ENSG00000273226	AL391834.2	False	False
RPS6	ENSG00000137154	RPS6	False	False
ACER2	ENSG00000177076	ACER2	False	False
SLC24A2	ENSG00000155886	SLC24A2	False	False
AL591222.1	ENSG00000261402	AL591222.1	False	False
MLLT3	ENSG00000171843	MLLT3	False	False
FOCAD	ENSG00000188352	FOCAD	False	False
FOCAD-AS1	ENSG00000227071	FOCAD-AS1	False	False
HACD4	ENSG00000188921	HACD4	False	False
IFNB1	ENSG00000171855	IFNB1	False	False
IFNW1	ENSG00000177047	IFNW1	False	False
IFNA21	ENSG00000137080	IFNA21	False	False
IFNA4	ENSG00000236637	IFNA4	False	False
IFNA7	ENSG00000214042	IFNA7	False	False
IFNA10	ENSG00000186803	IFNA10	False	False
IFNA16	ENSG00000147885	IFNA16	False	False
IFNA17	ENSG00000234829	IFNA17	False	False
IFNA14	ENSG00000228083	IFNA14	False	False
IFNA5	ENSG00000147873	IFNA5	False	False
KLHL9	ENSG00000198642	KLHL9	False	False
IFNA6	ENSG00000120235	IFNA6	False	False
IFNA13	ENSG00000233816	IFNA13	False	False
IFNA2	ENSG00000188379	IFNA2	False	False
AL353732.1	ENSG00000261696	AL353732.1	False	False
IFNA8	ENSG00000120242	IFNA8	False	False
IFNA1	ENSG00000197919	IFNA1	False	False
IFNE	ENSG00000184995	IFNE	False	False
MTAP	ENSG00000099810	MTAP	False	False
AL359922.1	ENSG00000264545	AL359922.1	False	False
AL359922.2	ENSG00000265194	AL359922.2	False	False
CDKN2A-DT	ENSG00000224854	CDKN2A-DT	False	False
CDKN2A	ENSG00000147889	CDKN2A	False	False
CDKN2B-AS1	ENSG00000240498	CDKN2B-AS1	False	False
CDKN2B	ENSG00000147883	CDKN2B	False	False
AL157937.1	ENSG00000236921	AL157937.1	False	False
DMRTA1	ENSG00000176399	DMRTA1	False	False
LINC01239	ENSG00000234840	LINC01239	False	False
AL391117.1	ENSG00000284418	AL391117.1	False	False
AC017067.1	ENSG00000224549	AC017067.1	False	False
AL445623.2	ENSG00000283982	AL445623.2	False	False
AL445623.1	ENSG00000233906	AL445623.1	False	False
ELAVL2	ENSG00000107105	ELAVL2	False	False
AL365204.1	ENSG00000231460	AL365204.1	False	False
AL365204.2	ENSG00000237414	AL365204.2	False	False
IZUMO3	ENSG00000205442	IZUMO3	False	False
AL353811.1	ENSG00000269957	AL353811.1	False	False
TUSC1	ENSG00000198680	TUSC1	False	False
LINC01241	ENSG00000236306	LINC01241	False	False
AL353753.1	ENSG00000276759	AL353753.1	False	False
AL451137.1	ENSG00000254261	AL451137.1	False	False
AL356133.2	ENSG00000253400	AL356133.2	False	False
CAAP1	ENSG00000120159	CAAP1	False	False
PLAA	ENSG00000137055	PLAA	False	False
IFT74	ENSG00000096872	IFT74	False	False
IFT74-AS1	ENSG00000234676	IFT74-AS1	False	False
LRRC19	ENSG00000184434	LRRC19	False	False
AL355432.1	ENSG00000254396	AL355432.1	False	False
TEK	ENSG00000120156	TEK	False	False
EQTN	ENSG00000120160	EQTN	False	False
MOB3B	ENSG00000120162	MOB3B	False	False
AL163192.1	ENSG00000237734	AL163192.1	False	False
IFNK	ENSG00000147896	IFNK	False	False
C9orf72	ENSG00000147894	C9orf72	False	False
AL360014.1	ENSG00000260390	AL360014.1	False	False
LINGO2	ENSG00000174482	LINGO2	False	False
LINC01242	ENSG00000280683	LINC01242	False	False
LINC01243	ENSG00000260720	LINC01243	False	False
ACO1	ENSG00000122729	ACO1	False	False
DDX58	ENSG00000107201	DDX58	False	False
TOPORS	ENSG00000197579	TOPORS	False	False
SMIM27	ENSG00000235453	SMIM27	False	False
NDUFB6	ENSG00000165264	NDUFB6	False	False
TAF1L	ENSG00000122728	TAF1L	False	False
AL589642.1	ENSG00000223440	AL589642.1	False	False
AL589642.2	ENSG00000230516	AL589642.2	False	False
TMEM215	ENSG00000188133	TMEM215	False	False
AL157884.2	ENSG00000231193	AL157884.2	False	False
APTX	ENSG00000137074	APTX	False	False
DNAJA1	ENSG00000086061	DNAJA1	False	False
SMU1	ENSG00000122692	SMU1	False	False
B4GALT1	ENSG00000086062	B4GALT1	False	False
B4GALT1-AS1	ENSG00000233554	B4GALT1-AS1	False	False
SPINK4	ENSG00000122711	SPINK4	False	False
BAG1	ENSG00000107262	BAG1	False	False
CHMP5	ENSG00000086065	CHMP5	False	False
NFX1	ENSG00000086102	NFX1	False	False
AQP7	ENSG00000165269	AQP7	False	False
AL356218.1	ENSG00000223678	AL356218.1	False	False
AQP3	ENSG00000165272	AQP3	False	False
NOL6	ENSG00000165271	NOL6	False	False
AL139008.2	ENSG00000228072	AL139008.2	False	False
ANKRD18B	ENSG00000230453	ANKRD18B	False	False
CYP4F26P	ENSG00000226562	CYP4F26P	False	False
TRBV20OR9-2	ENSG00000205274	TRBV20OR9	True	False
TRBV21OR9-2	ENSG00000183938	TRBV21OR9	True	False
TRBV22OR9-2	ENSG00000234122	TRBV22OR9	True	False
TRBV23OR9-2	ENSG00000229063	TRBV23OR9	True	False
TRBV24OR9-2	ENSG00000215206	TRBV24OR9	True	False
TRBV25OR9-2	ENSG00000240215	TRBV25OR9	True	False
AL356489.3	ENSG00000281128	AL356489.3	False	False
TRBV26OR9-2	ENSG00000231165	TRBV26OR9	True	False
AL356489.2	ENSG00000260947	AL356489.2	False	False
AL356489.1	ENSG00000227301	AL356489.1	False	False
LINC01251	ENSG00000233776	LINC01251	False	False
PRSS3	ENSG00000010438	PRSS3	False	False
UBE2R2-AS1	ENSG00000235481	UBE2R2-AS1	False	False
TRBV29OR9-2	ENSG00000223394	TRBV29OR9	True	False
UBE2R2	ENSG00000107341	UBE2R2	False	False
UBAP2	ENSG00000137073	UBAP2	False	False
AL354989.1	ENSG00000228352	AL354989.1	False	False
DCAF12	ENSG00000198876	DCAF12	False	False
UBAP1	ENSG00000165006	UBAP1	False	False
KIF24	ENSG00000186638	KIF24	False	False
NUDT2	ENSG00000164978	NUDT2	False	False
MYORG	ENSG00000164976	MYORG	False	False
C9orf24	ENSG00000164972	C9orf24	False	False
FAM219A	ENSG00000164970	FAM219A	False	False
DNAI1	ENSG00000122735	DNAI1	False	False
ENHO	ENSG00000168913	ENHO	False	False
AL160270.1	ENSG00000230729	AL160270.1	False	False
CNTFR	ENSG00000122756	CNTFR	False	False
CNTFR-AS1	ENSG00000237159	CNTFR-AS1	False	False
RPP25L	ENSG00000164967	RPP25L	False	False
DCTN3	ENSG00000137100	DCTN3	False	False
ARID3C	ENSG00000205143	ARID3C	False	False
SIGMAR1	ENSG00000147955	SIGMAR1	False	False
GALT	ENSG00000213930	GALT	False	False
AL162231.3	ENSG00000258728	AL162231.3	False	False
IL11RA	ENSG00000137070	IL11RA	False	False
CCL27	ENSG00000213927	CCL27	False	False
AL162231.1	ENSG00000187186	AL162231.1	False	False
AL162231.2	ENSG00000230074	AL162231.2	False	False
CCL19	ENSG00000172724	CCL19	False	False
CCL21	ENSG00000137077	CCL21	False	False
FAM205A	ENSG00000205108	FAM205A	False	False
FAM205C	ENSG00000187791	FAM205C	False	False
PHF24	ENSG00000122733	PHF24	False	False
DNAJB5-DT	ENSG00000281491	DNAJB5-DT	False	False
DNAJB5	ENSG00000137094	DNAJB5	False	False
C9orf131	ENSG00000174038	C9orf131	False	False
VCP	ENSG00000165280	VCP	False	False
FANCG	ENSG00000221829	FANCG	False	False
PIGO	ENSG00000165282	PIGO	False	False
AL353795.2	ENSG00000234181	AL353795.2	False	False
STOML2	ENSG00000165283	STOML2	False	False
FAM214B	ENSG00000005238	FAM214B	False	False
UNC13B	ENSG00000198722	UNC13B	False	False
RUSC2	ENSG00000198853	RUSC2	False	False
FAM166B	ENSG00000215187	FAM166B	False	False
TESK1	ENSG00000107140	TESK1	False	False
CD72	ENSG00000137101	CD72	False	False
AL357874.2	ENSG00000231393	AL357874.2	False	False
AL357874.1	ENSG00000227933	AL357874.1	False	False
SIT1	ENSG00000137078	SIT1	False	False
RMRP	ENSG00000269900	RMRP	False	False
CCDC107	ENSG00000159884	CCDC107	False	False
ARHGEF39	ENSG00000137135	ARHGEF39	False	False
CA9	ENSG00000107159	CA9	False	False
TPM2	ENSG00000198467	TPM2	False	False
TLN1	ENSG00000137076	TLN1	False	False
CREB3	ENSG00000107175	CREB3	False	False
GBA2	ENSG00000070610	GBA2	False	False
RGP1	ENSG00000107185	RGP1	False	False
MSMP	ENSG00000215183	MSMP	False	False
AL133410.2	ENSG00000228843	AL133410.2	False	False
AL133410.1	ENSG00000227388	AL133410.1	False	False
NPR2	ENSG00000159899	NPR2	False	False
SPAG8	ENSG00000137098	SPAG8	False	False
HINT2	ENSG00000137133	HINT2	False	False
TMEM8B	ENSG00000137103	TMEM8B	False	False
FAM221B	ENSG00000204930	FAM221B	False	False
OR13J1	ENSG00000168828	OR13J1	False	False
HRCT1	ENSG00000196196	HRCT1	False	False
SPAAR	ENSG00000235387	SPAAR	False	False
OR2S2	ENSG00000278889	OR2S2	False	False
RECK	ENSG00000122707	RECK	False	False
GLIPR2	ENSG00000122694	GLIPR2	False	False
CCIN	ENSG00000185972	CCIN	False	False
CLTA	ENSG00000122705	CLTA	False	False
GNE	ENSG00000159921	GNE	False	False
RNF38	ENSG00000137075	RNF38	False	False
MELK	ENSG00000165304	MELK	False	False
PAX5	ENSG00000196092	PAX5	False	False
AL450267.1	ENSG00000258885	AL450267.1	False	False
AL161781.2	ENSG00000250850	AL161781.2	False	False
LINC01400	ENSG00000232920	LINC01400	False	False
AL512604.3	ENSG00000260100	AL512604.3	False	False
EBLN3P	ENSG00000281649	EBLN3P	False	False
AL512604.2	ENSG00000233242	AL512604.2	False	False
ZCCHC7	ENSG00000147905	ZCCHC7	False	False
LINC01627	ENSG00000224648	LINC01627	False	False
GRHPR	ENSG00000137106	GRHPR	False	False
ZBTB5	ENSG00000168795	ZBTB5	False	False
POLR1E	ENSG00000137054	POLR1E	False	False
AL513165.1	ENSG00000234160	AL513165.1	False	False
FBXO10	ENSG00000147912	FBXO10	False	False
AL513165.2	ENSG00000256966	AL513165.2	False	False
TOMM5	ENSG00000175768	TOMM5	False	False
AL138752.2	ENSG00000255872	AL138752.2	False	False
FRMPD1	ENSG00000070601	FRMPD1	False	False
TRMT10B	ENSG00000165275	TRMT10B	False	False
EXOSC3	ENSG00000107371	EXOSC3	False	False
DCAF10	ENSG00000122741	DCAF10	False	False
SLC25A51	ENSG00000122696	SLC25A51	False	False
SHB	ENSG00000107338	SHB	False	False
AL135785.1	ENSG00000223716	AL135785.1	False	False
ALDH1B1	ENSG00000137124	ALDH1B1	False	False
IGFBPL1	ENSG00000137142	IGFBPL1	False	False
FAM95C	ENSG00000283486	FAM95C	False	False
ANKRD18A	ENSG00000180071	ANKRD18A	False	False
FAM201A	ENSG00000204860	FAM201A	False	False
AL591543.1	ENSG00000284612	AL591543.1	False	False
FAM240B	ENSG00000283329	FAM240B	False	False
AL845311.1	ENSG00000228467	AL845311.1	False	False
CNTNAP3	ENSG00000106714	CNTNAP3	False	False
SPATA31A1	ENSG00000204849	SPATA31A1	False	False
FAM74A1	ENSG00000215112	FAM74A1	False	False
BX005214.1	ENSG00000224038	BX005214.1	False	False
BX005214.2	ENSG00000231140	BX005214.2	False	False
GLIDR	ENSG00000278175	GLIDR	False	False
AL773545.1	ENSG00000228136	AL773545.1	False	False
ANKRD20A2	ENSG00000183148	ANKRD20A2	False	False
FAM95B1	ENSG00000223839	FAM95B1	False	False
BMS1P14	ENSG00000276500	BMS1P14	False	False
FP325318.1	ENSG00000276266	FP325318.1	False	False
IGKV1OR9-2	ENSG00000225380	IGKV1OR9	True	True
AL353626.1	ENSG00000275390	AL353626.1	False	False
BX255923.1	ENSG00000225655	BX255923.1	False	False
BX255923.2	ENSG00000276462	BX255923.2	False	False
FOXD4L6	ENSG00000273514	FOXD4L6	False	False
CBWD6	ENSG00000215126	CBWD6	False	False
AL845472.1	ENSG00000275450	AL845472.1	False	False
AL354718.2	ENSG00000276502	AL354718.2	False	False
AL591926.2	ENSG00000275239	AL591926.2	False	False
CNTNAP3B	ENSG00000154529	CNTNAP3B	False	False
SPATA31A6	ENSG00000185775	SPATA31A6	False	False
FAM74A7	ENSG00000277260	FAM74A7	False	False
AL445584.2	ENSG00000275649	AL445584.2	False	False
BX088651.4	ENSG00000237357	BX088651.4	False	False
BX088651.2	ENSG00000229311	BX088651.2	False	False
BX664718.1	ENSG00000233424	BX664718.1	False	False
AL591441.2	ENSG00000277697	AL591441.2	False	False
AL591441.1	ENSG00000276128	AL591441.1	False	False
SPATA31A5	ENSG00000276581	SPATA31A5	False	False
AL590491.2	ENSG00000276422	AL590491.2	False	False
SPATA31A7	ENSG00000276040	SPATA31A7	False	False
BX005040.3	ENSG00000277412	BX005040.3	False	False
BX005040.1	ENSG00000275676	BX005040.1	False	False
BX088645.1	ENSG00000283378	BX088645.1	False	False
AL935212.2	ENSG00000231248	AL935212.2	False	False
AL935212.1	ENSG00000204814	AL935212.1	False	False
FAM27C	ENSG00000154537	FAM27C	False	False
AL391987.4	ENSG00000235659	AL391987.4	False	False
AL391987.2	ENSG00000223379	AL391987.2	False	False
AL391987.3	ENSG00000229697	AL391987.3	False	False
CR769775.2	ENSG00000231838	CR769775.2	False	False
AL590399.3	ENSG00000231212	AL590399.3	False	False
AL590399.1	ENSG00000204802	AL590399.1	False	False
AL590399.5	ENSG00000233651	AL590399.5	False	False
LINC01189	ENSG00000232827	LINC01189	False	False
BX005266.2	ENSG00000226007	BX005266.2	False	False
LINC01410	ENSG00000238113	LINC01410	False	False
AL512625.2	ENSG00000229422	AL512625.2	False	False
AL512625.3	ENSG00000234665	AL512625.3	False	False
AL512625.1	ENSG00000170161	AL512625.1	False	False
AL772155.1	ENSG00000224267	AL772155.1	False	False
CR786580.1	ENSG00000225411	CR786580.1	False	False
ANKRD20A4	ENSG00000172014	ANKRD20A4	False	False
IGKV1OR-2	ENSG00000156755	IGKV1OR	True	True
IGKV1OR9-1	ENSG00000204780	IGKV1OR9	True	True
FOXD4L5	ENSG00000204779	FOXD4L5	False	False
CBWD5	ENSG00000147996	CBWD5	False	False
FOXD4L4	ENSG00000184659	FOXD4L4	False	False
IGKV1OR-3	ENSG00000204776	IGKV1OR	True	True
AL136317.2	ENSG00000274893	AL136317.2	False	False
ANKRD20A3	ENSG00000276203	ANKRD20A3	False	False
AL513478.2	ENSG00000278849	AL513478.2	False	False
ZNF658	ENSG00000274349	ZNF658	False	False
AL353770.4	ENSG00000277350	AL353770.4	False	False
AL353770.3	ENSG00000276348	AL353770.3	False	False
SPATA31A3	ENSG00000275969	SPATA31A3	False	False
BX664730.1	ENSG00000276898	BX664730.1	False	False
ANKRD20A1	ENSG00000260691	ANKRD20A1	False	False
AL353608.2	ENSG00000226904	AL353608.2	False	False
CBWD3	ENSG00000196873	CBWD3	False	False
FOXD4L3	ENSG00000187559	FOXD4L3	False	False
AL353608.3	ENSG00000234394	AL353608.3	False	False
AL353608.1	ENSG00000225337	AL353608.1	False	False
PGM5	ENSG00000154330	PGM5	False	False
PGM5-AS1	ENSG00000224958	PGM5-AS1	False	False
AL161457.2	ENSG00000233178	AL161457.2	False	False
TMEM252	ENSG00000181778	TMEM252	False	False
AL353616.2	ENSG00000226337	AL353616.2	False	False
LINC01506	ENSG00000234506	LINC01506	False	False
PIP5K1B	ENSG00000107242	PIP5K1B	False	False
FAM122A	ENSG00000187866	FAM122A	False	False
AL354794.1	ENSG00000236733	AL354794.1	False	False
PRKACG	ENSG00000165059	PRKACG	False	False
FXN	ENSG00000165060	FXN	False	False
AL358113.1	ENSG00000285130	AL358113.1	False	False
TJP2	ENSG00000119139	TJP2	False	False
BANCR	ENSG00000278910	BANCR	False	False
FAM189A2	ENSG00000135063	FAM189A2	False	False
APBA1	ENSG00000107282	APBA1	False	False
AL353693.1	ENSG00000229312	AL353693.1	False	False
AL162412.1	ENSG00000261447	AL162412.1	False	False
PTAR1	ENSG00000188647	PTAR1	False	False
C9orf135-DT	ENSG00000225626	C9orf135-DT	False	False
C9orf135	ENSG00000204711	C9orf135	False	False
MAMDC2-AS1	ENSG00000204706	MAMDC2-AS1	False	False
MAMDC2	ENSG00000165072	MAMDC2	False	False
SMC5-AS1	ENSG00000268364	SMC5-AS1	False	False
SMC5	ENSG00000198887	SMC5	False	False
KLF9	ENSG00000119138	KLF9	False	False
TRPM3	ENSG00000083067	TRPM3	False	False
AL159990.2	ENSG00000232086	AL159990.2	False	False
AL159990.1	ENSG00000223966	AL159990.1	False	False
CEMIP2	ENSG00000135048	CEMIP2	False	False
ABHD17B	ENSG00000107362	ABHD17B	False	False
C9orf85	ENSG00000155621	C9orf85	False	False
C9orf57	ENSG00000204669	C9orf57	False	False
GDA	ENSG00000119125	GDA	False	False
AL135924.2	ENSG00000235523	AL135924.2	False	False
LINC01504	ENSG00000225434	LINC01504	False	False
ZFAND5	ENSG00000107372	ZFAND5	False	False
TMC1	ENSG00000165091	TMC1	False	False
LINC01474	ENSG00000236849	LINC01474	False	False
ALDH1A1	ENSG00000165092	ALDH1A1	False	False
ANXA1	ENSG00000135046	ANXA1	False	False
AL451127.1	ENSG00000232590	AL451127.1	False	False
AL355674.1	ENSG00000227809	AL355674.1	False	False
RORB-AS1	ENSG00000224825	RORB-AS1	False	False
RORB	ENSG00000198963	RORB	False	False
TRPM6	ENSG00000119121	TRPM6	False	False
C9orf40	ENSG00000135045	C9orf40	False	False
C9orf41-AS1	ENSG00000203321	C9orf41-AS1	False	False
CARNMT1	ENSG00000156017	CARNMT1	False	False
NMRK1	ENSG00000106733	NMRK1	False	False
OSTF1	ENSG00000134996	OSTF1	False	False
AL353780.1	ENSG00000236376	AL353780.1	False	False
PCSK5	ENSG00000099139	PCSK5	False	False
RFK	ENSG00000135002	RFK	False	False
GCNT1	ENSG00000187210	GCNT1	False	False
PRUNE2	ENSG00000106772	PRUNE2	False	False
PCA3	ENSG00000225937	PCA3	False	False
FOXB2	ENSG00000204612	FOXB2	False	False
VPS13A-AS1	ENSG00000232998	VPS13A-AS1	False	False
VPS13A	ENSG00000197969	VPS13A	False	False
GNA14	ENSG00000156049	GNA14	False	False
GNA14-AS1	ENSG00000231373	GNA14-AS1	False	False
GNAQ	ENSG00000156052	GNAQ	False	False
CEP78	ENSG00000148019	CEP78	False	False
PSAT1	ENSG00000135069	PSAT1	False	False
AL512634.1	ENSG00000260995	AL512634.1	False	False
AL358975.1	ENSG00000233086	AL358975.1	False	False
TLE4	ENSG00000106829	TLE4	False	False
AL161912.1	ENSG00000232494	AL161912.1	False	False
AL161912.2	ENSG00000260564	AL161912.2	False	False
AL161782.1	ENSG00000280366	AL161782.1	False	False
LINC01507	ENSG00000230945	LINC01507	False	False
AL138749.1	ENSG00000226798	AL138749.1	False	False
TLE1	ENSG00000196781	TLE1	False	False
AL591368.1	ENSG00000233926	AL591368.1	False	False
AL158154.1	ENSG00000230846	AL158154.1	False	False
SPATA31D4	ENSG00000189357	SPATA31D4	False	False
AL158154.2	ENSG00000267559	AL158154.2	False	False
SPATA31D3	ENSG00000186788	SPATA31D3	False	False
SPATA31D1	ENSG00000214929	SPATA31D1	False	False
AL162726.1	ENSG00000225085	AL162726.1	False	False
AL162726.4	ENSG00000232749	AL162726.4	False	False
RASEF	ENSG00000165105	RASEF	False	False
AL137847.1	ENSG00000229109	AL137847.1	False	False
FRMD3	ENSG00000172159	FRMD3	False	False
AL137847.2	ENSG00000237529	AL137847.2	False	False
IDNK	ENSG00000148057	IDNK	False	False
UBQLN1	ENSG00000135018	UBQLN1	False	False
AL354920.1	ENSG00000254473	AL354920.1	False	False
GKAP1	ENSG00000165113	GKAP1	False	False
AL354733.1	ENSG00000226877	AL354733.1	False	False
AL354733.2	ENSG00000231616	AL354733.2	False	False
KIF27	ENSG00000165115	KIF27	False	False
C9orf64	ENSG00000165118	C9orf64	False	False
HNRNPK	ENSG00000165119	HNRNPK	False	False
AL354733.3	ENSG00000235298	AL354733.3	False	False
RMI1	ENSG00000178966	RMI1	False	False
AL390838.1	ENSG00000227463	AL390838.1	False	False
SLC28A3	ENSG00000197506	SLC28A3	False	False
AL356134.1	ENSG00000233262	AL356134.1	False	False
NTRK2	ENSG00000148053	NTRK2	False	False
AGTPBP1	ENSG00000135049	AGTPBP1	False	False
AL157882.1	ENSG00000229454	AL157882.1	False	False
AL353743.2	ENSG00000230303	AL353743.2	False	False
NAA35	ENSG00000135040	NAA35	False	False
GOLM1	ENSG00000135052	GOLM1	False	False
C9orf153	ENSG00000187753	C9orf153	False	False
ISCA1	ENSG00000135070	ISCA1	False	False
TUT7	ENSG00000083223	TUT7	False	False
AL158828.1	ENSG00000235819	AL158828.1	False	False
AL353613.1	ENSG00000232211	AL353613.1	False	False
GAS1	ENSG00000180447	GAS1	False	False
GAS1RR	ENSG00000226237	GAS1RR	False	False
AL513318.2	ENSG00000269994	AL513318.2	False	False
C9orf170	ENSG00000204446	C9orf170	False	False
DAPK1	ENSG00000196730	DAPK1	False	False
CTSL	ENSG00000135047	CTSL	False	False
AL772337.2	ENSG00000233884	AL772337.2	False	False
AL772337.1	ENSG00000214888	AL772337.1	False	False
SPATA31E1	ENSG00000177992	SPATA31E1	False	False
AL353572.3	ENSG00000283205	AL353572.3	False	False
CDK20	ENSG00000156345	CDK20	False	False
SPIN1	ENSG00000106723	SPIN1	False	False
NXNL2	ENSG00000130045	NXNL2	False	False
AL592486.1	ENSG00000228189	AL592486.1	False	False
AL772202.1	ENSG00000228658	AL772202.1	False	False
C9orf47	ENSG00000186354	C9orf47	False	False
S1PR3	ENSG00000213694	S1PR3	False	False
SHC3	ENSG00000148082	SHC3	False	False
CKS2	ENSG00000123975	CKS2	False	False
SECISBP2	ENSG00000187742	SECISBP2	False	False
SEMA4D	ENSG00000187764	SEMA4D	False	False
GADD45G	ENSG00000130222	GADD45G	False	False
AL606807.1	ENSG00000237372	AL606807.1	False	False
BX470209.1	ENSG00000226206	BX470209.1	False	False
BX470209.2	ENSG00000236507	BX470209.2	False	False
AL161629.1	ENSG00000237626	AL161629.1	False	False
MIR4290HG	ENSG00000227555	MIR4290HG	False	False
LINC01508	ENSG00000231107	LINC01508	False	False
LINC01501	ENSG00000229613	LINC01501	False	False
DIRAS2	ENSG00000165023	DIRAS2	False	False
SYK	ENSG00000165025	SYK	False	False
AL355607.1	ENSG00000228216	AL355607.1	False	False
AL355607.2	ENSG00000260454	AL355607.2	False	False
AL158071.3	ENSG00000230537	AL158071.3	False	False
AL158071.1	ENSG00000229694	AL158071.1	False	False
AL158071.4	ENSG00000237422	AL158071.4	False	False
LINC00484	ENSG00000235641	LINC00484	False	False
AL158071.5	ENSG00000273381	AL158071.5	False	False
AUH	ENSG00000148090	AUH	False	False
NFIL3	ENSG00000165030	NFIL3	False	False
AL353764.1	ENSG00000233081	AL353764.1	False	False
ROR2	ENSG00000169071	ROR2	False	False
SPTLC1	ENSG00000090054	SPTLC1	False	False
AL136097.2	ENSG00000236115	AL136097.2	False	False
IARS	ENSG00000196305	IARS	False	False
NOL8	ENSG00000198000	NOL8	False	False
CENPP	ENSG00000188312	CENPP	False	False
OGN	ENSG00000106809	OGN	False	False
OMD	ENSG00000127083	OMD	False	False
ASPN	ENSG00000106819	ASPN	False	False
ECM2	ENSG00000106823	ECM2	False	False
IPPK	ENSG00000127080	IPPK	False	False
BICD2	ENSG00000185963	BICD2	False	False
ZNF484	ENSG00000127081	ZNF484	False	False
FGD3	ENSG00000127084	FGD3	False	False
SUSD3	ENSG00000157303	SUSD3	False	False
AL451065.1	ENSG00000223446	AL451065.1	False	False
CARD19	ENSG00000165233	CARD19	False	False
NINJ1	ENSG00000131669	NINJ1	False	False
AL390760.1	ENSG00000203364	AL390760.1	False	False
WNK2	ENSG00000165238	WNK2	False	False
C9orf129	ENSG00000204352	C9orf129	False	False
AL583839.2	ENSG00000237385	AL583839.2	False	False
AL583839.1	ENSG00000227603	AL583839.1	False	False
FAM120AOS	ENSG00000188938	FAM120AOS	False	False
FAM120A	ENSG00000048828	FAM120A	False	False
PHF2	ENSG00000197724	PHF2	False	False
AL442224.1	ENSG00000231990	AL442224.1	False	False
BARX1	ENSG00000131668	BARX1	False	False
BARX1-DT	ENSG00000235601	BARX1-DT	False	False
PTPDC1	ENSG00000158079	PTPDC1	False	False
AL158152.2	ENSG00000269946	AL158152.2	False	False
AL158152.1	ENSG00000269929	AL158152.1	False	False
MIRLET7DHG	ENSG00000230262	MIRLET7DHG	False	False
ZNF169	ENSG00000175787	ZNF169	False	False
NUTM2F	ENSG00000130950	NUTM2F	False	False
AL691447.2	ENSG00000232063	AL691447.2	False	False
MFSD14B	ENSG00000148110	MFSD14B	False	False
PCAT7	ENSG00000231806	PCAT7	False	False
FBP2	ENSG00000130957	FBP2	False	False
FBP1	ENSG00000165140	FBP1	False	False
C9orf3	ENSG00000148120	C9orf3	False	False
AL353768.1	ENSG00000224764	AL353768.1	False	False
FANCC	ENSG00000158169	FANCC	False	False
AL354893.2	ENSG00000229065	AL354893.2	False	False
AL161729.3	ENSG00000271384	AL161729.3	False	False
PTCH1	ENSG00000185920	PTCH1	False	False
