gene	T273_b16_Adr_PCW18	T318_b16_Adr_PCW21	T390_b16_Adr_PCW13	T40_b16_Adr_PCW17
RAB2A	1464	2513	128	1222
RAB2B	231	314	16	208
RAB30	398	454	32	264
RAB30-DT	339	411	56	601
RAB31	1005	1275	73	839
RAB32	60	56	1	35
RAB33A	6	4	0	4
RAB33B	42	73	5	45
RAB33B-AS1	364	495	60	429
RAB34	12	24	2	15
RAB35	206	334	22	112
RAB35-AS1	11	6	0	8
RAB36	24	18	3	38
RAB37	75	88	9	58
RAB38	790	3112	93	989
RAB39A	36	42	3	53
RAB39B	14	13	1	7
RAB3A	15	114	0	24
RAB3B	159	287	11	108
RAB3C	305	261	117	347
RAB3C-AS1	20	21	0	19
RAB3D	13	28	2	25
RAB3GAP1	1116	1569	102	1064
RAB3GAP2	1430	2114	108	923
RAB3IL1	12	43	2	16
RAB3IP	277	519	16	169
RAB3IP-DT	12	19	0	5
RAB40A	32	33	9	53
RAB40AL	7	7	0	6
RAB40B	88	300	18	139
RAB40C	228	892	34	242
RAB42	2	0	0	3
RAB44	16	24	0	15
RAB4A	257	305	25	171
RAB4A-AS1	20	26	1	28
RAB4B-EGLN2	0	3	0	6
RAB5A	706	1101	50	482
RAB5B	206	265	13	176
RAB5C-AS1	3	3	0	0
RAB5IF	6	2	0	0
RAB6A	1692	3744	121	1107
RAB6B	36	68	19	34
RAB6C	1	2	0	0
RAB6D	0	0	0	0
RAB7A	2083	4523	126	1167
RAB7B	7	24	0	19
RAB8A	63	117	5	73
RAB8B	253	345	62	290
RAB9A	505	2068	22	324
RABAC1	4	3	0	5
RABEP1	1745	2388	128	1401
RABEP2	193	434	24	538
RABEPK	139	180	11	171
RABGAP1	1942	2770	130	1353
RABGAP1L	2028	3821	344	2526
RABGAP1L-AS1	19	35	2	20
RABGAP1L-DT	34	39	4	39
RABGEF1	3	7	1	5
RABGGTA	41	35	2	19
RABGGTB	338	420	19	294
RABIF	24	25	3	17
RABL2A	93	93	15	116
RABL2B	86	135	17	134
RABL3	247	274	19	183
RABL6	73	122	8	102
RAC1	381	648	28	275
RAC2	8	13	3	12
RAC3	0	6	0	0
RACGAP1	55	142	18	119
RACK1	246	389	18	202
RAD1	125	125	11	92
RAD17	318	330	26	273
RAD18	261	363	58	378
RAD21	419	588	56	456
RAD21-AS1	1	5	0	1
RAD21L1	1	5	0	8
RAD23A	144	201	6	124
RAD23B	1324	2054	91	676
RAD50	2	3	0	3
RAD51	33	70	6	63
RAD51-AS1	63	72	14	130
RAD51AP1	22	32	8	37
RAD51AP2	4	4	0	3
RAD51B	2386	6123	296	3093
RAD51C	151	218	19	177
RAD52	257	356	33	307
RAD54B	35	90	16	115
RAD54L	16	69	14	48
RAD54L2	1109	1167	58	491
RAD9A	357	550	47	477
RAD9B	19	24	2	17
RADIL	36	41	36	98
RADX	64	214	10	68
RAE1	181	200	22	176
RAET1E-AS1	17	33	3	19
RAET1L	0	3	0	1
RAF1	890	1428	84	706
RAG1	16	32	0	40
RAG2	11	15	0	7
RAI1	773	2196	91	864
RAI1-AS1	11	22	0	14
RAI14	890	2004	94	778
RAI2	17	41	6	19
RALA	1114	2719	64	580
RALB	158	891	24	229
RALBP1	317	349	49	267
RALGAPA1	3171	9110	295	2131
RALGAPA2	1583	2931	111	1379
RALGAPB	690	984	71	672
RALGDS	36	67	9	31
RALGPS1	515	1039	75	436
RALGPS2	2383	3495	141	1931
RALGPS2-AS1	2	4	0	2
RALY	332	616	97	457
RALY-AS1	8	14	1	6
RALYL	11462	31843	1061	21133
RAMP1	39	59	31	111
RAMP2	1	3	1	0
RAMP2-AS1	14	10	6	21
RAMP3	24	16	1	10
RAN	70	214	10	48
RANBP1	86	151	8	58
RANBP10	1672	2738	64	543
RANBP17	1421	3965	260	3059
RANBP2	1600	16621	151	1134
RANBP3	696	1768	94	567
RANBP3-DT	28	60	1	21
RANBP3L	40	294	4	54
RANBP6	67	101	3	38
RANBP9	1828	2850	114	986
RANGAP1	557	1176	58	247
RANGRF	5	8	0	13
RAP1A	1757	3522	134	994
RAP1B	1589	2632	136	1357
RAP1GAP	756	2333	24	377
RAP1GAP2	287	423	105	307
RAP1GDS1	537	540	92	631
RAP1GDS1-AS1	14	12	1	9
RAP2A	80	92	30	124
RAP2B	8	10	1	9
RAP2C	122	131	8	104
RAP2C-AS1	343	397	41	436
RAPGEF1	2967	6982	154	1002
RAPGEF2	1439	1245	169	1598
RAPGEF3	12	21	2	44
RAPGEF4	1316	1958	160	830
RAPGEF4-AS1	10	26	0	20
RAPGEF5	495	798	177	571
RAPGEF6	53	46	11	22
RAPGEFL1	25	30	5	25
RAPH1	311	366	89	504
RAPSN	6	5	0	8
RARA	49	116	20	49
RARA-AS1	2	4	0	2
RARB	404	618	93	456
RARG	12	15	7	14
RARRES1	36	30	1	33
RARRES2	38	178	3	89
RARS1	500	751	45	340
RARS2	2302	2794	142	1200
RASA1	1356	1595	173	1184
RASA2	783	1453	111	821
RASA3	63	85	38	204
RASA4B	81	267	13	73
RASAL1	2296	4784	47	571
RASAL2	6272	6761	279	2297
RASAL2-AS1	3	11	1	4
RASAL3	15	27	3	18
RASD1	31	75	5	8
RASD2	5	9	0	2
RASEF	27	41	8	32
RASGEF1A	2	12	0	6
RASGEF1B	1921	2546	167	1258
RASGEF1C	95	221	30	487
RASGRF1	183	636	32	322
RASGRF2	74	107	4	74
RASGRP1	25	46	1	32
RASGRP2	26	34	1	31
RASGRP3	163	279	71	242
RASGRP4	5	8	0	8
RASIP1	46	126	25	63
RASL10A	2	2	0	4
RASL10B	2	5	1	4
RASL11A	0	2	0	0
RASL12	11	14	1	7
RASSF1	45	141	12	40
RASSF10	0	0	0	3
RASSF2	32	73	19	32
RASSF3	1282	2363	116	1798
RASSF3-DT	4	8	0	3
RASSF4	45	53	15	58
RASSF5	28	65	6	42
RASSF6	32	48	0	26
RASSF7	0	2	0	5
RASSF8	451	1563	45	242
RASSF8-AS1	75	167	11	91
RASSF9	25	22	2	24
RAVER1	46	79	4	57
RAVER2	226	291	31	340
RAX	0	0	0	0
RB1	1279	2133	193	1398
RB1-DT	4	5	0	14
RB1CC1	2555	4302	132	1090
RBAK-RBAKDN	55	60	6	42
RBBP4	805	1067	71	729
RBBP5	152	164	13	131
RBBP6	1428	3121	85	736
RBBP7	2544	7432	96	908
RBBP8	574	10478	128	576
RBBP9	44	34	4	46
RBCK1	281	394	25	349
RBFOX1	4167	3233	3899	6236
RBFOX2	2558	3112	461	3095
RBFOX3	83	147	11	76
RBIS	106	138	10	104
RBKS	248	349	29	317
RBL1	165	259	45	415
RBL2	619	540	40	530
RBM10	454	699	45	343
RBM11	16	5	0	3
RBM12B	467	662	43	418
RBM12B-DT	3	0	0	0
RBM14-RBM4	333	528	26	318
RBM15	73	120	16	96
RBM15-AS1	44	39	3	30
RBM15B	4	17	1	8
RBM17	325	424	39	356
RBM18	100	150	13	95
RBM19	938	3031	57	528
RBM19-AS1	7	13	0	7
RBM20	42	179	6	52
RBM22	85	115	8	75
RBM23	239	373	29	336
RBM24	9	14	1	7
RBM25	1765	2677	147	1354
RBM25-AS1	0	6	0	0
RBM26	2315	2929	245	2001
RBM26-AS1	46	64	5	49
RBM27-POU4F3	32	41	1	38
RBM28	314	376	25	288
RBM3	1315	3340	41	332
RBM33	1450	2082	146	1220
RBM33-DT	4	3	0	0
RBM34	0	0	0	2
RBM38	69	157	5	44
RBM38-AS1	7	15	0	26
RBM39	3443	5726	276	3206
RBM4	379	376	28	356
RBM41	472	556	38	674
RBM42	31	24	4	29
RBM43	43	30	3	49
RBM44	21	54	5	16
RBM45	205	117	15	136
RBM46	3	12	0	2
RBM46-AS1	14	27	3	7
RBM47	27077	43976	675	6988
RBM47-AS1	1	1	0	1
RBM48	157	189	10	108
RBM4B	101	178	15	115
RBM5	925	1759	111	836
RBM5-AS1	20	14	1	15
RBM6	4003	6328	367	3712
RBM7	1	0	0	0
RBM8A	41	83	3	28
RBMS1	750	836	347	1353
RBMS2	431	791	68	344
RBMS3	990	1805	288	1497
RBMS3-AS1	3	4	1	3
RBMS3-AS2	64	113	23	102
RBMS3-AS3	94	152	20	107
RBMX	785	975	85	795
RBMX2	35	57	3	34
RBP1	102	142	14	246
RBP2	6	18	5	12
RBP4	2	5	1	3
RBP5	14	23	2	17
RBP7	12	22	1	13
RBPJ	1554	1849	205	1386
RBPJL	3	6	0	6
RBPMS	3113	6821	238	2412
RBPMS-AS1	46	36	4	14
RBPMS2	18	58	6	44
RBX1	235	313	25	282
RC3H1	1477	1875	151	1229
RC3H2	801	999	83	756
RCAN2	100	151	32	113
RCAN2-DT	33	39	5	31
RCAN3	19	40	8	21
RCAN3AS	24	38	3	18
RCBTB1	180	134	22	132
RCBTB2	131	166	42	219
RCC1	200	325	18	182
RCC1L	191	269	21	180
RCC2	236	312	26	205
RCCD1	47	55	3	55
RCCD1-AS1	2	9	0	4
RCE1	30	46	1	7
RCHY1	316	305	31	287
RCL1	474	619	22	363
RCN1	6	9	0	1
RCN2	191	215	33	183
RCN3	36	32	19	55
RCOR1	628	1290	92	703
RCOR2	1	3	0	2
RCOR3	827	954	99	967
RCSD1	75	120	33	130
RD3	3	3	1	3
RDH10	16	33	3	19
RDH10-AS1	14	17	1	25
RDH11	107	114	6	70
RDH12	33	31	4	8
RDH13	47	190	0	35
RDH14	11	6	2	2
RDH16	5	2	0	0
RDH8	0	4	0	4
RDM1	4	5	0	1
RDX	5527	11626	287	3367
REC114	71	96	7	60
REC8	10	16	2	18
RECK	147	198	56	239
RECQL	85	116	11	103
RECQL4	0	4	1	5
RECQL5	98	124	4	129
REELD1	3	4	1	2
REEP1	95	233	41	226
REEP2	5	6	7	8
REEP3	555	765	54	400
REEP4	1	2	0	4
REEP5	307	371	26	307
REEP6	5	26	2	13
REG1A	2	2	0	0
REL	502	2267	56	384
REL-DT	65	55	5	60
RELA	59	136	6	47
RELA-DT	6	7	0	8
RELB	65	123	7	68
RELCH	985	942	141	811
RELL1	44	75	11	57
RELL2	12	17	0	6
RELN	157	247	33	168
RELT	7	35	8	11
REM1	22	41	3	22
REM2	0	0	0	4
REN	9	17	3	14
RENBP	203	203	4	37
RENO1	11	9	3	13
REP15	1	7	2	2
REPIN1-AS1	0	9	0	4
REPS1	981	761	79	672
REPS2	4557	10713	157	1601
RER1	200	288	19	283
RERE	8015	10146	721	7055
RERE-AS1	9	11	0	7
RERG	138	199	37	377
RERG-AS1	0	0	0	3
RERGL	108	167	9	235
RESF1	215	349	61	322
REST	331	312	22	290
RET	16	80	5	21
RETNLB	0	3	0	2
RETREG1	83	94	41	114
RETREG1-AS1	46	67	5	32
RETREG2	24	37	3	34
RETREG3	325	411	35	246
RETSAT	75	87	3	45
REV1	1467	2372	137	1888
REV3L	1923	2316	168	1862
REX1BD	122	122	5	60
REXO1	445	402	37	382
REXO2	204	287	3	78
REXO4	104	139	5	65
REXO5	62	86	7	122
RFC1	841	1397	42	589
RFC2	57	106	6	77
RFC3	227	291	108	537
RFC4	22	49	2	53
RFC5	52	31	8	48
RFESD	27	35	1	40
RFFL	9	16	0	16
RFK	10	14	2	11
RFLNA	79	227	30	145
RFLNB	8	21	9	19
RFNG	26	63	7	39
RFPL1	0	0	0	1
RFPL1S	118	137	25	172
RFPL2	1	2	0	4
RFPL3S	14	16	4	4
RFT1	79	78	17	152
RFTN1	111	152	47	216
RFTN2	412	541	42	287
RFWD3	179	185	24	218
RFX1	143	371	19	156
RFX2	222	723	38	316
RFX2-AS1	3	12	1	2
RFX2-AS2	10	14	1	14
RFX3	858	967	264	1232
RFX3-DT	356	864	44	584
RFX4	52	74	7	40
RFX4-AS1	70	92	12	77
RFX5	22	33	3	34
RFX6	426	133	3	39
RFX7	1560	2187	204	1519
RFX8	43	49	11	38
RFXANK	38	44	0	54
RFXAP	45	46	14	69
RGCC	688	578	34	77
RGL1	1058	1124	159	1766
RGL2	140	197	14	156
RGL3	752	1239	32	221
RGL4	34	54	2	19
RGMA	23	33	4	16
RGMB	139	167	36	179
RGMB-AS1	2	7	0	1
RGN	512	1917	26	854
RGP1	44	48	6	63
RGPD1	60	160	4	42
RGPD2	122	488	2	25
RGPD3	41	117	2	21
RGPD4	67	202	5	48
RGPD4-AS1	3	4	0	4
RGPD5	3	4	0	2
RGPD6	5	3	0	0
RGPD8	81	214	13	102
RGR	11	12	1	5
RGS1	37	28	9	18
RGS10	20	16	7	23
RGS11	6	4	3	18
RGS12	498	1704	79	814
RGS13	7	4	1	3
RGS14	6	3	0	6
RGS16	16	21	4	15
RGS17	52	79	39	104
RGS18	5	6	0	26
RGS19	6	9	9	9
RGS2	134	895	14	106
RGS2-AS1	271	533	19	283
RGS20	32	66	9	52
RGS21	1	5	0	4
RGS22	89	133	17	139
RGS3	228	773	72	431
RGS3-AS1	5	15	1	5
RGS4	23	22	18	11
RGS5	162	114	166	306
RGS5-AS1	23	14	3	25
RGS6	179	413	35	247
RGS7	771	3095	173	1009
RGS7BP	91	100	15	90
RGS8	14	26	2	55
RGS9	48	105	17	44
RGSL1	31	38	3	15
RHAG	10	18	2	10
RHBDD1	1082	1900	80	909
RHBDD2	424	609	33	145
RHBDD3	160	258	6	90
RHBDF1	7	22	2	20
RHBDF2	149	600	21	132
RHBDL1	2	8	0	3
RHBDL2	75	78	8	47
RHBDL3	64	461	6	65
RHBG	11	31	2	14
RHCE	34	42	6	30
RHCG	5	20	0	2
RHD	25	46	0	45
RHEB	562	1337	31	314
RHEBL1	12	15	1	10
RHEX	13	16	1	19
RHO	0	0	0	1
RHOA	611	1053	74	448
RHOB	174	449	9	115
RHOBTB1	871	1118	75	697
RHOBTB2	144	420	16	76
RHOBTB2-AS1	11	24	2	22
RHOBTB3	3298	7379	194	2389
RHOC	10	8	3	9
RHOD	137	123	3	28
RHOF	104	265	9	90
RHOG	48	74	2	39
RHOH	15	35	5	21
RHOJ	113	149	49	132
RHOQ	212	1619	33	142
RHOQ-AS1	25	47	3	17
RHOT1	1070	947	91	915
RHOT2	107	160	14	107
RHOU	246	622	20	91
RHOXF1	0	10	1	4
RHOXF1-AS1	46	88	5	130
RHPN1	5	6	3	4
RHPN2	101	404	9	72
RIBC1	10	3	2	19
RIBC2	15	18	2	9
RIC1	1694	2152	104	765
RIC3	463	408	28	300
RIC8A	42	45	5	30
RIC8B	1008	1165	96	845
RICTOR	2033	2718	154	1337
RIDA	256	243	4	106
RIF1	1594	2076	116	1064
RIIAD1	1	3	5	8
RILP	16	19	0	10
RILPL1	685	2465	58	649
RILPL2	39	99	19	63
RIMBP2	300	236	263	470
RIMBP2-AS1	8	6	2	4
RIMKLA	24	40	3	20
RIMKLB	530	739	54	484
RIMOC1	197	171	14	118
RIMS1	215	206	120	335
RIMS2	6594	13569	728	10221
RIMS3	30	29	19	36
RIMS4	12	22	3	17
RIN1	2	4	0	4
RIN2	497	600	105	679
RIN3	304	1003	72	349
RING1	95	157	9	111
RINL	10	29	3	18
RINT1	257	278	26	209
RIOK1	135	217	18	119
RIOK2	158	242	16	98
RIOK3	850	1395	75	454
RIOX1	1	1	1	5
RIOX2	148	129	13	146
RIPK1	213	321	30	230
RIPK2	62	49	5	49
RIPK2-DT	540	823	67	754
RIPK4	4	9	0	1
RIPOR1	82	129	13	148
RIPOR2	148	221	20	178
RIPOR3	103	187	17	232
RIPOR3-AS1	15	21	1	19
RIPPLY2	0	1	0	3
RIPPLY3	19	33	1	17
RIT1	242	330	15	114
RIT2	114	145	22	110
RITA1	46	38	3	42
RLBP1	2	1	0	5
RLF	1391	3651	116	821
RLIM	381	472	23	313
RMC1	181	342	15	150
RMDN1	260	358	27	341
RMDN2	2780	3187	106	2369
RMDN2-AS1	146	151	8	93
RMDN3	137	178	12	107
RMEL3	17	21	2	25
RMI1	164	179	17	233
RMI2	105	141	16	119
RMND1	430	360	26	414
RMND5A	137	199	18	158
RMND5B	214	205	15	163
RMRP	156	834	9	94
RMST	207	404	25	287
RN7SL832P	12	13	0	6
RNASE1	3	7	0	2
RNASE10	2	7	0	1
RNASE11	0	0	0	0
RNASE11-AS1	6	4	0	5
RNASE6	0	0	0	2
RNASEH1-DT	16	22	5	43
RNASEH2B	191	237	40	351
RNASEH2B-AS1	18	16	3	15
RNASEH2C	39	42	12	96
RNASEL	34	38	1	32
RNASET2	3	9	0	6
RND1	6	8	2	9
RND2	0	0	0	5
RND3	493	1661	57	376
RNF10	1024	1577	43	611
RNF103-CHMP3	112	149	14	109
RNF11	414	953	42	304
RNF111	1263	1782	128	1337
RNF112	0	0	4	11
RNF113A	4	4	0	3
RNF113B	2	9	0	0
RNF114	278	772	25	173
RNF115	849	872	73	786
RNF121	705	1117	55	516
RNF122	81	250	12	71
RNF123	103	186	7	101
RNF126	91	173	2	60
RNF128	429	510	9	205
RNF13	1194	878	80	911
RNF130	829	1097	138	1117
RNF135	30	29	13	44
RNF138	171	313	20	157
RNF139	98	170	12	81
RNF139-DT	29	42	1	31
RNF14	366	473	15	223
RNF141	136	175	11	166
RNF144A	1312	3029	178	1583
RNF144B	107	114	17	102
RNF145	654	1647	94	589
RNF146	305	284	34	333
RNF149	2213	4226	139	1287
RNF150	3406	2646	223	3913
RNF152	63	212	16	186
RNF157	80	149	38	104
RNF157-AS1	1	5	1	4
RNF165	66	59	50	91
RNF166	16	33	6	21
RNF167	52	62	2	44
RNF168	319	310	23	217
RNF169	559	639	49	632
RNF17	36	52	3	27
RNF170	364	370	32	392
RNF175	12	15	4	29
RNF180	111	149	19	104
RNF181	21	28	1	7
RNF182	8	14	12	22
RNF183	21	22	2	7
RNF185	333	492	25	213
RNF187	26	44	0	36
RNF19A	1033	1637	79	641
RNF19B	110	305	14	72
RNF2	378	591	45	323
RNF20	142	188	16	192
RNF207	37	65	3	45
RNF208	3	6	0	7
RNF212	48	71	1	20
RNF212-DT	1	3	0	1
RNF212B	67	96	5	53
RNF213	727	1170	97	839
RNF213-AS1	526	1239	54	620
RNF214	436	371	36	410
RNF215	110	147	12	167
RNF216	1321	2302	119	1128
RNF216P1	85	144	8	95
RNF217	121	350	49	234
RNF217-AS1	69	128	6	77
RNF220	137	231	17	124
RNF222	10	9	1	8
RNF223	0	0	0	3
RNF227	0	2	0	3
RNF228	3	5	0	5
RNF24	298	491	87	372
RNF25	64	56	2	27
RNF26	1	3	0	3
RNF31	1	2	0	5
RNF32	20	30	0	32
RNF32-AS1	23	37	3	106
RNF32-DT	103	186	17	206
RNF34	187	167	16	254
RNF38	1042	1404	143	1547
RNF39	1	0	0	0
RNF4	564	959	41	415
RNF40	305	371	9	178
RNF41	111	143	10	92
RNF44	110	159	7	100
RNF5	15	63	0	35
RNF6	223	408	19	109
RNF7	8	23	2	6
RNF8	123	149	12	158
RNFT1	184	193	12	109
RNFT1-DT	5	12	1	12
RNFT2	154	263	21	165
RNGTT	1133	1422	126	1027
RNH1	128	155	5	108
RNLS	357	575	41	448
RNMT	413	1401	52	376
RNPC3	821	736	63	552
RNPC3-DT	75	81	12	98
RNPEP	127	144	21	160
RNPEPL1	12	8	4	19
RNPS1	249	382	32	209
RO60	382	441	45	404
ROBO1	11118	6864	1072	4165
ROBO2	831	1427	528	1600
ROBO3	9	41	1	13
ROBO4	33	40	11	48
ROCK1	1758	2043	222	1439
ROCK2	1036	1173	162	1413
ROCR	5	15	1	7
ROGDI	11	36	0	30
ROM1	2	2	2	3
ROMO1	17	12	0	16
ROPN1	4	3	0	2
ROPN1B	4	8	0	3
ROPN1L	13	18	3	14
ROR1	442	595	130	373
ROR1-AS1	55	72	8	37
ROR2	297	1090	53	510
RORA	10913	24744	1193	11006
RORA-AS1	372	628	35	248
RORA-AS2	1	0	0	6
RORA-AS3	20	39	3	17
RORB	65	100	16	106
RORB-AS1	0	2	0	3
RORC	3	7	0	2
ROS1	15	20	0	16
RP1	75	127	19	79
RP1L1	19	37	9	20
RP2	177	184	5	82
RP9	63	93	4	87
RPA1	211	731	40	224
RPA2	100	90	6	91
RPA3	58	112	5	65
RPAIN	227	282	30	224
RPAP1	114	138	12	134
RPAP2	941	1402	97	956
RPAP3	298	558	36	216
RPAP3-DT	24	9	1	48
RPE	978	1181	35	396
RPE65	0	4	0	0
RPEL1	9	8	0	6
RPF1	82	104	6	67
RPF2	322	561	20	181
RPGR	199	242	30	143
RPGRIP1	27	77	2	32
RPGRIP1L	139	162	29	212
RPH3A	163	196	34	148
RPH3AL	702	1347	82	469
RPH3AL-AS2	0	7	0	0
RPH3AL-AS3	0	0	0	1
RPIA	197	345	18	180
RPL10	215	380	22	155
RPL10A	165	227	13	107
RPL11	204	367	20	151
RPL12	138	143	7	91
RPL13	121	220	9	124
RPL13A	250	473	13	191
RPL14	162	324	12	105
RPL15	69	90	8	82
RPL17-C18orf32	2	6	0	2
RPL18	41	92	3	32
RPL18A	17	42	2	31
RPL19	88	145	2	49
RPL21	117	182	14	93
RPL22	88	120	4	49
RPL22L1	42	44	4	42
RPL23	162	251	10	123
RPL23A	184	374	13	158
RPL24	128	241	12	92
RPL26L1	26	42	4	22
RPL26L1-AS1	3	41	0	9
RPL27	63	84	5	39
RPL27A	74	159	10	116
RPL28	98	155	6	85
RPL29	31	69	2	31
RPL3	222	421	25	208
RPL30	151	253	12	153
RPL30-AS1	9	5	3	4
RPL31	325	528	38	502
RPL32	95	217	10	84
RPL34	120	250	9	108
RPL34-DT	58	111	15	106
RPL35	54	128	6	43
RPL35A	106	171	5	64
RPL36	60	150	3	59
RPL36A-HNRNPH2	12	34	0	18
RPL36AL	26	49	0	14
RPL37	279	421	21	303
RPL37A	252	564	29	303
RPL37A-DT	23	27	2	27
RPL38	64	125	8	75
RPL39	26	75	3	19
RPL39L	26	38	6	50
RPL3L	27	46	4	20
RPL4	205	389	22	157
RPL41	52	78	3	36
RPL5	345	606	28	314
RPL6	192	306	19	178
RPL7	77	144	6	69
RPL7A	178	303	7	115
RPL7L1	191	253	19	178
RPL8	41	83	6	38
RPL9	191	254	7	104
RPLP0	105	145	11	59
RPLP1	75	95	5	69
RPLP2	90	130	5	61
RPN1	176	308	22	274
RPN2	344	485	29	322
RPP14	16	22	3	14
RPP25	2	2	1	3
RPP25L	4	3	0	3
RPP30	109	130	14	145
RPP38	179	227	22	227
RPP38-DT	0	0	0	5
RPP40	22	23	1	22
RPRD1A	2551	2791	171	1395
RPRD1B	626	770	43	532
RPRD2	1536	1945	155	1428
RPS10-NUDT3	49	71	2	38
RPS11	81	187	8	75
RPS12	108	165	12	77
RPS13	37	95	4	45
RPS14	121	184	7	87
RPS15	18	43	2	7
RPS15A	77	109	3	61
RPS16	48	93	7	63
RPS18	88	185	10	76
RPS19	154	262	18	117
RPS19BP1	20	23	3	14
RPS2	83	96	4	75
RPS20	93	143	15	84
RPS21	16	30	2	12
RPS21-DT	20	6	0	12
RPS23	64	133	3	71
RPS24	347	709	23	194
RPS25	202	315	7	92
RPS26	113	212	5	79
RPS27	50	76	4	32
RPS27A	79	140	10	57
RPS27L	239	175	8	143
RPS28	40	44	3	15
RPS29	215	306	15	211
RPS3	270	457	27	250
RPS3A	179	323	19	137
RPS4X	68	111	10	91
RPS4Y1	1149	1591	8	110
RPS4Y2	0	5	0	0
RPS5	65	141	2	60
RPS6	197	426	14	154
RPS6KA1	112	123	9	144
RPS6KA2	1270	3323	109	522
RPS6KA3	495	721	65	331
RPS6KA4	19	27	2	47
RPS6KA5	227	259	81	315
RPS6KA6	218	341	67	275
RPS6KB1	502	889	35	382
RPS6KB2	89	115	1	46
RPS6KB2-AS1	4	6	0	4
RPS6KC1	2629	2617	162	1410
RPS6KL1	17	10	5	17
RPS7	99	298	20	98
RPS8	283	467	13	200
RPS9	159	321	10	130
RPSA	203	251	24	134
RPSAP58	893	1435	64	765
RPTOR	2779	4923	203	1961
RPUSD1	18	0	0	3
RPUSD2	18	29	4	14
RPUSD3	64	45	3	89
RPUSD4	54	57	2	57
RRAD	2	6	0	3
RRAGA	4	13	1	8
RRAGAP1-AS1	7	9	1	12
RRAGB	372	536	26	366
RRAGC	12	29	0	4
RRAGC-DT	511	599	47	281
RRAGD	126	296	3	49
RRAS	5	5	0	6
RRAS2	331	476	45	329
RRBP1	642	1465	70	772
RREB1	1669	4407	121	1447
RRH	22	17	2	8
RRM1	168	171	17	161
RRM2	61	84	25	116
RRM2B	85	97	14	95
RRN3	257	388	16	190
RRN3P2	208	295	17	163
RRP1	123	180	5	56
RRP12	313	1037	19	152
RRP15	250	290	31	188
RRP1B	199	361	20	183
RRP36	128	113	7	108
RRP7A	122	289	16	106
RRP8	82	92	10	49
RRP9	15	48	0	19
RRS1	1	3	0	2
RS1	14	25	5	10
RSAD1	90	131	11	151
RSAD2	12	14	4	32
RSBN1	266	359	34	255
RSBN1L	843	1227	83	620
RSF1	2756	3203	168	2184
RSKR	40	67	4	35
RSL1D1	192	468	14	157
RSL1D1-DT	260	442	33	289
RSL24D1	90	173	11	82
RSPH1	6	10	2	27
RSPH10B	10	24	2	9
RSPH10B2	13	29	2	9
RSPH14	32	48	5	65
RSPH3	218	286	29	234
RSPH4A	2	0	1	4
RSPH6A	13	20	2	14
RSPH9	22	50	6	23
RSPO1	3	8	0	4
RSPO2	29	68	8	45
RSPO3	43	45	20	54
RSPO4	9	21	8	13
RSPRY1	787	1369	85	515
RSRC1	1053	1926	141	1330
RSRC2	966	1817	80	640
RSRP1	1017	1543	114	1076
RSU1	420	404	77	397
RTBDN-AS1	4	2	0	0
RTCA	301	247	35	231
RTCA-AS1	55	89	8	84
RTCB	147	170	23	155
RTEL1	7	21	8	23
RTF1	632	1449	47	541
RTF2	303	448	26	223
RTKN	36	61	11	83
RTKN2	42	70	16	100
RTL1	236	464	21	168
RTL4	65	88	3	41
RTL5	13	34	4	34
RTL6	8	26	1	25
RTL8A	5	10	0	7
RTL8B	3	9	0	4
RTL8C	48	65	1	26
RTL9	44	112	7	61
RTN1	125	195	66	171
RTN2	41	43	5	44
RTN3	453	568	96	411
RTN4	2002	3986	114	1194
RTN4IP1	193	178	19	216
RTN4R	16	65	1	14
RTN4RL1	42	69	18	85
RTN4RL1-AS2	0	0	0	4
RTN4RL2	10	9	0	9
RTP1	3	13	0	7
RTP3	0	0	0	1
RTP4	1	0	0	0
RTRAF	130	156	16	111
RTTN	386	533	81	464
RUBCN	528	1525	48	256
RUBCNL	53	81	17	108
RUFY1	468	533	59	644
RUFY1-AS1	10	5	4	9
RUFY2	607	946	101	746
RUFY3	3959	5578	232	2090
RUFY4	34	52	3	30
RUNDC1	100	202	5	89
RUNDC3A	20	27	6	22
RUNDC3A-AS1	22	18	1	12
RUNDC3B	1022	1598	54	516
RUNX1	416	583	94	395
RUNX1-AS1	690	705	12	275
RUNX1T1	416	442	202	811
RUNX2	116	173	16	137
RUNX2-AS1	0	3	0	0
RUNX3	10	26	2	18
RUSC1	50	41	4	55
RUSC1-AS1	26	28	3	24
RUSC2	766	998	42	432
RUSF1	116	128	9	133
RUSF1-DT	3	4	0	2
RUVBL1	149	213	16	185
RUVBL1-AS1	1	2	0	1
RUVBL2	161	477	9	93
RWDD1	130	119	14	75
RWDD2A	26	34	2	30
RWDD2B	55	63	3	63
RWDD3-DT	36	49	6	65
RWDD4	138	180	13	260
RXFP1	79	142	17	105
RXFP1-AS1	0	5	0	2
RXFP2	10	8	0	5
RXFP3	9	15	0	2
RXRA	100	117	43	155
RXRB	71	78	8	76
RXRG	9	6	0	6
RXYLT1	53	68	6	157
RXYLT1-AS1	0	3	0	3
RYBP	1476	3235	143	1654
RYK	843	1212	77	906
RYR1	243	353	20	243
RYR2	640	734	186	837
RYR3	249	491	88	264
RYR3-AS1	2	3	1	4
RYR3-DT	12	12	2	10
S100A1	8	1	0	2
S100A10	11	23	0	16
S100A11	13	18	0	8
S100A12	2	0	0	2
