cohort	n_cells_in_cohort	result	category	pooled_n	pooled_frac	n_donors	donor_unweighted_mean_frac	donor_unweighted_sd_frac	n_studies	study_unweighted_mean_frac	study_unweighted_sd_frac
primary27_minus_CLU_ASS1_top10pct	66548	step0_axis_supported_status	D+F	3601	0.054111318146300415	433	0.041541973583573095	0.0824272108972021	36	0.05125243334953147	0.06656502358302166
primary27_minus_CLU_ASS1_top10pct	66548	step0_axis_supported_status	D+F+P	394	0.005920538558634369	433	0.0040367607873364585	0.01641777087424182	36	0.0032022693925024322	0.005825293764970009
primary27_minus_CLU_ASS1_top10pct	66548	step0_axis_supported_status	D+P	145	0.002178878403558334	433	0.004392196309362642	0.049424568500159076	36	0.002334205968598458	0.004936701830104053
primary27_minus_CLU_ASS1_top10pct	66548	step0_axis_supported_status	D_only	1489	0.022374827192402476	433	0.020810090331274587	0.05481240276060476	36	0.019917531433515486	0.0238425035130115
primary27_minus_CLU_ASS1_top10pct	66548	step0_axis_supported_status	F+P	2895	0.04350243433311294	433	0.037283633651126837	0.06977626556450668	36	0.04128172012238932	0.04545055478684123
primary27_minus_CLU_ASS1_top10pct	66548	step0_axis_supported_status	F_only	28335	0.4257828935505199	433	0.3507056208772537	0.2898115704388529	36	0.39777508958391966	0.26906620207061793
primary27_minus_CLU_ASS1_top10pct	66548	step0_axis_supported_status	P_only	2333	0.035057402175873054	433	0.05056720658952033	0.12739057453458624	36	0.04455920163185531	0.06908511990699227
primary27_minus_CLU_ASS1_top10pct	66548	step0_axis_supported_status	none	27356	0.4110717076395985	433	0.4906625178705523	0.3290879408652925	36	0.3841219929621323	0.28042717114420246
primary27_minus_CLU_ASS1_top10pct	66548	stepA_coarse_argmax_DESCRIPTIVE_ONLY	D	11161	0.16771353008354872	433	0.18130089890340947	0.19523124350242116	36	0.14967543712687228	0.13405172515786096
primary27_minus_CLU_ASS1_top10pct	66548	stepA_coarse_argmax_DESCRIPTIVE_ONLY	F	47747	0.7174821181703432	433	0.6661906976258242	0.2836116334743392	36	0.6802690274763568	0.27809820383336586
primary27_minus_CLU_ASS1_top10pct	66548	stepA_coarse_argmax_DESCRIPTIVE_ONLY	P	7640	0.11480435174610808	433	0.1525084034707664	0.20068900204362267	36	0.11449997984121543	0.13621597384737577
primary27_minus_CLU_ASS1_top10pct	66548	stepA_prime_predominant_among_supported	D	1606	0.02413295666285989	433	0.021795018730340596	0.055552085927414806	36	0.02080504832494983	0.024487618239879525
primary27_minus_CLU_ASS1_top10pct	66548	stepA_prime_predominant_among_supported	F	30367	0.45631724469555807	433	0.37522146895022107	0.30937969547952043	36	0.437558783684059	0.294157870252989
primary27_minus_CLU_ASS1_top10pct	66548	stepA_prime_predominant_among_supported	P	2421	0.0363797559656188	433	0.05380473284644071	0.13160357480032608	36	0.045837272791281726	0.07106394750456659
primary27_minus_CLU_ASS1_top10pct	66548	stepA_prime_predominant_among_supported	no_clear_predominance	4798	0.07209833503636473	433	0.058516261602445274	0.09951711265242202	36	0.05612134668202154	0.050917373178975975
primary27_minus_CLU_ASS1_top10pct	66548	stepA_prime_predominant_among_supported	not_applicable_none_supported	27356	0.4110717076395985	433	0.4906625178705523	0.3290879408652925	36	0.3841219929621323	0.28042717114420246
primary27_minus_CLU_ASS1_top10pct	66548	stepB_regional_refinement_within_F_assigned	Colon_biased	3138	0.047153934002524496	433	0.0471560902837607	0.08454939273867008	36	0.062080334520625086	0.0904978798383115
primary27_minus_CLU_ASS1_top10pct	66548	stepB_regional_refinement_within_F_assigned	SI_biased	9518	0.1430245837590912	433	0.10980823034372073	0.1375090924414459	36	0.1084026605150137	0.10985276618056135
primary27_minus_CLU_ASS1_top10pct	66548	stepB_regional_refinement_within_F_assigned	no_clear_regional_skew	22569	0.339138666826952	433	0.27660366827180877	0.2913483268089122	36	0.32302851741270405	0.25733444220439633
primary27_minus_CLU_ASS1_top10pct	66548	stepB_regional_refinement_within_F_assigned	not_applicable_not_F_assigned	31323	0.47068281541143236	433	0.5664320111007098	0.34115890334088905	36	0.4509329319961016	0.30764238181423936
