gene	Fetal	Placenta	Adult	marker
ADAM15	0.020058295513167415	0.6810744483874888	0.29886725609934384	
ADAM17	0.05134098795408549	0.8973180240918289	0.05134098795408549	
ADAM19	0.009708737864077669	0.9805825242718447	0.009708737864077669	
ADAM28	0.9671588156180686	0.01642059219096568	0.01642059219096568	
ADAM33	0.531920281963335	0.4317298889976517	0.03634982903901325	
ADAM8	0.019954546882411685	0.9600909062351766	0.019954546882411685	
ADAM9	0.028207820167047246	0.9435843596659055	0.028207820167047246	
ADAMDEC1	0.6082297192019325	0.009930212357917497	0.3818400684401501	
ADAMTS1	0.012412630746500163	0.9751747385069996	0.012412630746500163	
ADAMTS14	0.6126697356810331	0.012038776112824032	0.37529148820614283	
ADAMTS19	0.5354794083948258	0.4505822087280548	0.013938382877119456	
ADAMTS2	0.29010745306302704	0.6946120727509135	0.015280474186059483	
ADAMTS4	0.03489909437872613	0.9302018112425476	0.03489909437872613	
ADAMTS5	0.6149824203494392	0.370823004673593	0.014194574976967782	
ADAMTS6	0.01933340748341417	0.9613331850331717	0.01933340748341417	
ADAMTS9	0.15916696601068356	0.8212489097332275	0.019584124256088964	
ADAMTSL1	0.022474294237506524	0.9140616552564272	0.06346405050606631	
ADAMTSL3	0.025215012746949074	0.9495699745061018	0.025215012746949074	
ADAMTSL4	0.015180509516095389	0.9696389809678092	0.015180509516095389	
ADAMTSL5	0.06565376443950367	0.8686924711209926	0.06565376443950367	
ADAP1	0.033356816576779524	0.033356816576779524	0.933286366846441	
ADAP2	0.017352593907423407	0.9652948121851531	0.017352593907423407	
ADAR	0.08082122343293446	0.8001127070493352	0.11906606951773027	
ADARB2	0.01360770324426444	0.01360770324426444	0.9727845935114711	
ADAT1	0.13498364225910683	0.05087001811978854	0.8141463396211046	
ADAT2	0.6403696822274909	0.007501416323688807	0.35212890144882025	
ADAT3	0.14279879709448565	0.021025452427795906	0.8361757504777184	
ADCK1	0.27136406596806845	0.04603951415662323	0.6825964198753084	
ADCK2	0.04433124329822432	0.21009778640508328	0.7455709702966924	
ADCK5	0.19558487978788874	0.027802822817780248	0.776612297394331	
ADCY2	0.780859934999238	0.011310925636247674	0.20782913936451433	
ADCY3	0.07582225360065148	0.848355492798697	0.07582225360065148	
ADCY5	0.08850092972129964	0.4438172018824035	0.46768186839629683	
ADCY6	0.04256883368889378	0.04256883368889378	0.9148623326222125	
ADCY7	0.0334341386953054	0.9331317226093891	0.0334341386953054	
ADCY9	0.03867241669760808	0.03867241669760808	0.9226551666047839	
ADD1	0.2758255582603087	0.25075392494374205	0.4734205167959492	
ADD3	0.9088778157921812	0.026067352787145052	0.06505483142067384	
ADD3-AS1	0.842121834968114	0.010432309257182543	0.14744585577470345	
ADGRA2	0.47271827953829354	0.5106388388802073	0.01664288158149914	
ADGRA3	0.24707289604185279	0.03264379315092052	0.7202833108072266	
ADGRB2	0.03586956828169926	0.9282608634366014	0.03586956828169926	
ADGRD1	0.9767465323757698	0.011626733812115066	0.011626733812115066	
ADGRE5	0.02554417350029064	0.8467380948023622	0.12771773169734718	
ADGRF4	0.011184653955324853	0.9776306920893503	0.011184653955324853	
ADGRG1	0.29936776507559776	0.09991762895390831	0.600714605970494	
ADGRG6	0.031182502575778634	0.7658340306635236	0.20298346676069767	
ADGRG7	0.5768834514466754	0.006734478103052055	0.41638207045027253	
ADGRL1	0.6303910012490263	0.04268913582580617	0.3269198629251675	
ADGRL2	0.9688570077747753	0.015571496112612312	0.015571496112612312	
ADGRL3	0.690278417432201	0.286622140788616	0.02309944177918304	
ADGRL4	0.779395777100487	0.02188345727955337	0.19872076561995972	
ADH1B	0.06680504650112593	0.009245890470700827	0.9239490630281733	
ADH1C	0.4474992148735978	0.0054166743639843355	0.5470841107624179	
ADH4	0.18173722166645942	0.01115748445095625	0.8071052938825843	
ADH5	0.8620973459634094	0.035774219644200286	0.1021284343923904	
ADH5P4	0.7910544419760474	0.011244040394394809	0.19770151762955776	
ADH6	0.009781880059406138	0.009781880059406138	0.9804362398811877	
ADHFE1	0.9149423993622255	0.042528800318887186	0.042528800318887186	
ADI1	0.03633286636298023	0.5920911898116576	0.37157594382536213	
ADIPOR1	0.03974823191464034	0.9205035361707193	0.03974823191464034	
ADIPOR2	0.0646514121185056	0.7201232271973006	0.21522536068419384	
ADIRF	0.01236681997958869	0.01236681997958869	0.9752663600408226	
ADIRF-AS1	0.025149771585314916	0.025149771585314916	0.9497004568293701	
ADK	0.3022933950407134	0.6563519213524031	0.04135468360688343	
ADM	0.011186981913732843	0.9776260361725343	0.011186981913732843	
ADM2	0.01508271711504362	0.01508271711504362	0.9698345657699128	
ADNP	0.873830125432937	0.06308493728353143	0.06308493728353143	
ADNP2	0.09014761880606283	0.09014761880606283	0.8197047623878744	
ADO	0.6031256001241707	0.021240056091668336	0.37563434378416094	
ADORA2B	0.02197078872441036	0.5887598784636747	0.3892693328119149	
ADPGK	0.12582380893657222	0.7483523821268556	0.12582380893657222	
ADPRH	0.026107133699781876	0.9477857326004362	0.026107133699781876	
ADPRHL1	0.062010102877161674	0.062010102877161674	0.8759797942456767	
ADPRHL2	0.8922545625428191	0.05387271872859038	0.05387271872859038	
ADPRM	0.9288377495706168	0.03558112521469155	0.03558112521469155	
ADRA2A	0.030020347267718732	0.030020347267718732	0.9399593054645625	
ADRM1	0.054101207318672594	0.8281332413588117	0.11776555132251568	
ADSL	0.9396736385188641	0.030163180740567945	0.030163180740567945	
ADSS	0.06214136665278256	0.8757172666944347	0.06214136665278256	
ADSSL1	0.030689832763770408	0.9386203344724592	0.030689832763770408	
ADTRP	0.014822564658872425	0.014822564658872425	0.9703548706822551	
AEBP1	0.026948676534047925	0.9461026469319042	0.026948676534047925	
AEBP2	0.13444487821985956	0.7311102435602809	0.13444487821985956	
AEN	0.04030170944924119	0.5679070660817159	0.3917912244690429	
AES	0.04205226145952283	0.893066409568373	0.06488132897210407	
AF001548.5	0.2588656403284121	0.013777509420827968	0.7273568502507599	
AF127936.7	0.009708737864077669	0.9805825242718447	0.009708737864077669	
AF127936.9	0.014879306752593233	0.9702413864948135	0.014879306752593233	
AF129408.17	0.5616066296353134	0.01561251884825959	0.42278085151642697	
AF131215.9	0.5313247571907636	0.010993608901601493	0.457681633907635	
AFAP1	0.024218120138282964	0.951563759723434	0.024218120138282964	
AFAP1L1	0.014861872693814126	0.9702762546123718	0.014861872693814126	
AFAP1L2	0.04187209814589092	0.9162558037082181	0.04187209814589092	
AFDN	0.10453910193018422	0.10453910193018422	0.7909217961396315	
AFDN-AS1	0.9360055123060836	0.03199724384695816	0.03199724384695816	
AFF1	0.14463311592796368	0.14463311592796368	0.7107337681440725	
AFF4	0.10980972071446586	0.10980972071446586	0.7803805585710683	
AFG3L1P	0.3729427431560154	0.03390195921502948	0.5931552976289552	
AFG3L2	0.05938687622597336	0.049957173153741284	0.8906559506202854	
AFM	0.9805825242718447	0.009708737864077669	0.009708737864077669	
AFMID	0.07298734953495059	0.07298734953495059	0.8540253009300988	
AFP	0.9805825242718447	0.009708737864077669	0.009708737864077669	AFP
AFTPH	0.052547911539959885	0.052547911539959885	0.8949041769200803	
AGA	0.0232249895257717	0.9535500209484565	0.0232249895257717	
AGAP1	0.06813422689256986	0.06813422689256986	0.8637315462148604	
