gene	Fetal	Placenta	Adult	marker
SGCE	0.9209445603833466	0.0699371766425609	0.009118262974092541	
MCOLN3	0.5707352349930396	0.42336943443183056	0.005895330575129775	
SEZ6L2	0.9593174899768566	0.020341255011571684	0.020341255011571684	
BEX2	0.4091178441943444	0.5832225092157246	0.007659646589930957	
RBP1	0.9805825242718447	0.009708737864077669	0.009708737864077669	
PLA2G10	0.006180606503335733	0.3695781366597552	0.6242412568369091	
TRIM47	0.009871354691050003	0.009871354691050003	0.9802572906179001	
ANK2	0.9805825242718447	0.009708737864077669	0.009708737864077669	
TRIM21	0.6030417813830701	0.3817265668546373	0.015231651762292645	
CKMT1A	0.005883795873738484	0.47913991607997014	0.5149762880462914	
TCEAL7	0.9805825242718447	0.009708737864077669	0.009708737864077669	
OLFML3	0.9805825242718447	0.009708737864077669	0.009708737864077669	
COMP	0.9778081129926073	0.011095943503696337	0.011095943503696337	
PLPP3	0.9716065980335246	0.01419670098323769	0.01419670098323769	
RAMP2	0.9805825242718447	0.009708737864077669	0.009708737864077669	
SPECC1	0.015329765282065212	0.015329765282065212	0.9693404694358696	
ETV4	0.4060639271615764	0.588113170163537	0.005822902674886506	
SAT2	0.9514534494596314	0.024273275270184306	0.024273275270184306	
COL5A1	0.9791770746029387	0.010411462698530658	0.010411462698530658	
FAM92A	0.9699910327701078	0.015004483614946069	0.015004483614946069	
SLC2A9	0.9582082136314678	0.020895893184266073	0.020895893184266073	
UNC5CL	0.6688532449000522	0.32053135132702015	0.010615403772927646	
CXXC5	0.9538017528204124	0.023099123589793814	0.023099123589793814	
FKBP10	0.977159381952159	0.011420309023920466	0.011420309023920466	
C4orf3	0.9600139856758313	0.019993007162084398	0.019993007162084398	
P2RX1	0.9805825242718447	0.009708737864077669	0.009708737864077669	
SMARCA1	0.8838946827389488	0.10716157528879112	0.00894374197226016	
WNK3	0.9786916831619965	0.010654158419001714	0.010654158419001714	
PRTG	0.9379865819655818	0.052726422173372915	0.009286995861045364	
S100A1	0.9652384552595651	0.017380772370217432	0.017380772370217432	
NETO2	0.009708737864077669	0.009708737864077669	0.9805825242718447	
FXYD6	0.9793619779165871	0.010319011041706475	0.010319011041706475	
AIFM2	0.01190370264902262	0.01190370264902262	0.9761925947019547	
SNTB1	0.9597306297816525	0.02013468510917372	0.02013468510917372	
BET1	0.3529391363304998	0.6378623770546508	0.009198486614849405	
SLC27A4	0.011560749987772736	0.011560749987772736	0.9768785000244545	
PLA1A	0.9805825242718447	0.009708737864077669	0.009708737864077669	
PCYOX1L	0.9683263467679585	0.015836826616020747	0.015836826616020747	
ZNF677	0.9637134914904532	0.018143254254773394	0.018143254254773394	
AIG1	0.9587137339629387	0.020643133018530668	0.020643133018530668	
CC2D1A	0.011700115309590186	0.2628811578127989	0.7254187268776108	
EML1	0.9788167145684711	0.010591642715764439	0.010591642715764439	
CAPN3	0.9781402748548608	0.010929862572569624	0.010929862572569624	
GATA6-AS1	0.952948311132735	0.02352584443363248	0.02352584443363248	
PINLYP	0.9779644484711754	0.011017775764412324	0.011017775764412324	
NLRC5	0.009708737864077669	0.009708737864077669	0.9805825242718447	
PLLP	0.9629318213048643	0.01853408934756781	0.01853408934756781	
ERP27	0.9804226488009447	0.009788675599527638	0.009788675599527638	
NPNT	0.8014862872982731	0.1833114684371401	0.015202244264586742	
KIF12	0.7607820415823099	0.22199631238846007	0.017221646029230032	
ARMCX6	0.9514654670065328	0.024267266496733584	0.024267266496733584	
