	Adrenal	Thyroid	Spleen	Thymus	Liver	Skin	Stomach
ENSG00000224027						6.717603124865863	
ENSG00000224038							
ENSG00000224049							
ENSG00000224076							
ENSG00000224077	3.384119542924114	5.066557609211442	21.137877168461728		17.692273115476244	2.639718655989153	8.34150740482646
ENSG00000224091					0.004329004329004329		
ENSG00000224099	0.005219751539826704	0.004800537660217944	14.497066942719117		12.31750219876869	21.42705817550104	5.2410800385728065
ENSG00000224100							
ENSG00000224127							
ENSG00000224132							
ENSG00000224138							
ENSG00000224194	6.172477781033304	8.593306121086618	25.973915267240642		21.539982919045265	18.620423230458858	10.369233815086123
ENSG00000224216	6.819148936170214	23.02817915606548	27.26017943409248		20.765171503957784	7.657638322530798	5.521647690700794
ENSG00000224239							-0.41348675228296017
ENSG00000224250							
ENSG00000224251							
ENSG00000224260	13.926054539883568	33.18855505306049	23.408385093167702		18.86543535620053	33.019787297148426	6.601466992665037
ENSG00000224267					1.4891774891774892		
ENSG00000224269							6.3700638956236375
ENSG00000224272		-11.157668912982647			3.5543751431715576		
ENSG00000224277	6.543745404952766	9.370649512745427	17.49979445860396		19.05425450622556	5.197354384467676	3.5408617932403503
ENSG00000224301							
ENSG00000224322	0.005212939803597312	51.70375677248914	22.761654197155305		19.569041336851363	25.130291089360618	53.0735466165988
ENSG00000224326	3.384119542924114	53.73214525589935	17.49979445860396		17.125541125541126	26.55395957798398	13.031919339420984
ENSG00000224330	0.00510673067102441	18.867641304598752	11.080917874396135		5.533330336674608	3.6777833429473468	3.982341846395918
ENSG00000224359							
ENSG00000224361	-39.5952664385782	34.866305026162934	15.407383046945656			21.23638828863184	7.0773613460340075
ENSG00000224363	4.763248173642253	19.159959758551306	17.49979445860396		19.39214748467325	19.4239385534457	7.0773613460340075
ENSG00000224371		13.325572023463037	24.282660527830306		38.139973929069086	29.315126946874333	7.215523186310821
ENSG00000224374							
ENSG00000224375			0.33450789030509925		5.194205870510908		
ENSG00000224376	-2.8190597453618835	-19.445612683646242	-22.31221187833996				-38.02602901013098
ENSG00000224384		18.277884744548427	3.206905639643777		6.35229176050983		
ENSG00000224387							
ENSG00000224400	11.723665567814123	20.843934520666316	33.55212684340636		30.375233705813297	38.70279496479625	24.591540549654816
ENSG00000224404	0.00510673067102441		4.684170147472509		4.4686872375387985		
ENSG00000224409					0.004494988088281566		
ENSG00000224413							
ENSG00000224477							
ENSG00000224478	8.235234766654894	29.08252361975552	37.59270309436536		23.986708058239692	21.72365577729757	8.027965284474446
ENSG00000224500							
ENSG00000224504		19.94805892625263	13.023102852914578		7.393971451206506	0.9729037764028163	
ENSG00000224513			7.32549535476445		12.467733608673207		
ENSG00000224521							
ENSG00000224541	26.781649169944707	14.3778265347244	22.585457335265534		14.268760270220923	23.60998506507361	8.103560228141976
ENSG00000224595		3.7881162405409037					
ENSG00000224605		5.485156494873058	4.8438578329882676		8.795074758135444		0.004362240446693422
ENSG00000224610	6.654808945987788	21.187122736418512	49.82098712812207		47.67609636657777	48.33269776704377	23.97474687789179
ENSG00000224612	14.574729397601358	20.843934520666316	16.533117381297416		19.458645243746577	18.613185406443353	6.230183028626845
ENSG00000224626					1.4891774891774892		3.2545805207328833
ENSG00000224635	13.321613438812385	5.485156494873058	19.82405173973346		15.033358572761726	20.545739587305622	19.08557457212714
ENSG00000224643	28.688490091510673	11.378269617706236	32.62163561076605		33.41786541908968	32.798214362364256	20.70630910587009
ENSG00000224649			0.004110827920743238		2.1785389468388416	1.9372733091529764	
ENSG00000224658	17.693630988556095	28.46460394931268	35.82814764299719		28.095238095238095	42.82445659082242	21.326827974715755
ENSG00000224661							
ENSG00000224691							
ENSG00000224698							
ENSG00000224715			7.32549535476445			0.9707552088750349	0.004362240446693422
ENSG00000224731		5.485156494873058					
ENSG00000224733							
ENSG00000224738	19.151147115437137	27.77162977867203	37.31565936407809		28.711521547933156	35.009718970790004	32.125841670909146
ENSG00000224746	47.792561883796886	53.15392354124748	57.561162731224954		58.47635566916195	58.56548053397434	40.69066304790462
ENSG00000224750	13.01063829787234	9.370649512745427	31.685278322393657		26.830381595764102	25.41924471943674	7.0773613460340075
ENSG00000224789	23.538565777907998	40.08418036090091	41.99621803831292		29.280674582688004	41.09238318754001	44.312442073575056
ENSG00000224794	0.00510673067102441		6.120600414078675		4.882914715926351	1.9229943769584066	
ENSG00000224810						0.004292398162853587	
ENSG00000224814			4.040943846090602		6.215603173889685	-1.9436793582618774	0.004451170657883023
ENSG00000224844							
ENSG00000224848	45.16963458405188	51.64650733466953	53.709454796411315		49.30914756020162	74.25848821736705	60.95091571054469
ENSG00000224865	6.172477781033304	20.812250929118346	28.475705006988406		16.42019148649256	24.06677683149019	7.070904645476772
ENSG00000224876							
ENSG00000224879		11.019567456230691	17.49979445860396		3.088969196351747	4.808499641653795	2.5816789815721535
ENSG00000224883							
ENSG00000224901	10.395051840712576	5.282062669691822	13.749893444719119		15.811575680116851	12.511201194794111	4.058648483771334
ENSG00000224905	76.25650932084874	81.7445036493082	85.82175450135658		69.07437366096804	92.25517388521442	94.20440971637431
ENSG00000224918							
ENSG00000224919							
ENSG00000224935	8.028381622840788	14.346076458752515	28.096496462364673		26.622691292875988	28.89213203416749	12.323737465280466
ENSG00000224950		11.944632156468085	5.012315721162942		26.974361490874596	19.972528651757738	15.853449271808607
ENSG00000224969			0.004110827920743238				0.004362240446693422
ENSG00000224970			4.040943846090602		-32.838824257810636	-6.8635323947570495	11.083414938128728
ENSG00000224984							
ENSG00000224985			16.03067398339665		13.565641385851762	4.393439094326734	-2.872599593818668
ENSG00000225000							
ENSG00000225002							
ENSG00000225006	9.52127659574468	0.005030181086519115	19.83695652173913		18.420707446110796	21.86046511627907	11.572905308361474
ENSG00000225007							
ENSG00000225012		4.0592413151077755	4.1641803767794725		9.041539119090638		5.383004711219683
ENSG00000225032	22.3009456271474	-19.529833882676343	-3.3105975329487336		-8.030894647840455	11.896893523577262	7.545493499703504
ENSG00000225044	7.521661968890281	3.7881162405409037	15.829882677708765		12.091830079568677	18.99295924898656	13.03001221427325
ENSG00000225050	13.926054539883568	5.282062669691822	21.213025317534736		18.515151515151516	21.758166287504828	5.383004711219683
ENSG00000225056							
ENSG00000225057	11.48162558469598	28.063943161634104	31.694483268930362		32.782545188972065	31.426634464641328	15.566058528649759
ENSG00000225075	3.436170212765957	-12.156500068013992	-16.15657433650258			1.4479490766806116	0.004362240446693422
ENSG00000225084							
ENSG00000225087	31.7949254019764	36.54426559356137	59.312456866804695		52.293577981651374	62.13782803499039	48.803342359237604
ENSG00000225096	54.75620915674416	82.22361527783997	77.88561076604555		69.84168865435356	78.31875400042672	57.581497080788495
ENSG00000225102			0.004110827920743238		3.5290218391521853		
ENSG00000225107						3.5744584417888943	0.004362240446693422
ENSG00000225112							
ENSG00000225129		42.65884565441275	3.6648787829998195		0.004338509730048493		
ENSG00000225146	27.84502611206325	19.173420498813414	33.035714285714285		34.311666970969505	26.84895050864918	17.487052601363402
ENSG00000225148	0.005212939803597312	9.566624774393013	6.741718426501035		5.225108225108225	3.6566523640744353	
ENSG00000225152							
ENSG00000225156		8.225495902923925	7.958074534161491		11.01787034218879	9.988410524960296	4.633624189750633
ENSG00000225166	13.759264347092738	18.89196729513399	22.585457335265534		20.765171503957784	22.007542053302824	13.33172823637437
ENSG00000225172			2.6095583160800553				
ENSG00000225173		32.7049657457574					
ENSG00000225181							
ENSG00000225208		0.0044776787713249454					
ENSG00000225209		26.449648502216448			3.496135380479337		
ENSG00000225214	1.3701282687701088	6.882192271526441	10.122751683573437		12.275812469096957	5.613889460752401	9.000984919564294
ENSG00000225218	34.582168097366555	39.022970492096896	39.34884485735427		36.68865435356201	37.938980157883506	39.202860392520584
ENSG00000225230		14.3778265347244	20.88509316770186		21.974494283201405	18.99295924898656	14.359476542330633
ENSG00000225233	32.88347682097141	30.311871227364186	43.200690619090686		39.59599492807486	41.41349942799034	27.88420295813259
ENSG00000225258	43.70942921620088	31.388329979879277	49.91901798653141		50.33126828428842	54.02176232131427	38.558177658280904
ENSG00000225279	31.224553711243345	21.187122736418512	33.70556644787316		26.592349530273747	38.37549256387442	15.719784602918207
ENSG00000225280							
ENSG00000225284							
ENSG00000225303							
ENSG00000225311	18.447166280545755	26.479765733762186	38.366977225672876		33.94459102902375	27.48026456155323	14.741632296578654
ENSG00000225313	3.361911425558418	15.187273358566017	-10.2563853067332		-11.637504025658316	25.589060987646434	-2.1504277794306255
ENSG00000225315	3.088898464984737	11.378269617706236	24.282660527830306		13.51493157273403	12.801365478984424	5.099757623198384
ENSG00000225325	16.152575259801385	14.346076458752515	28.475705006988406		30.418433824493903	32.80793186729376	14.877045839285955
ENSG00000225330	25.16277743837185	26.267605633802816	34.92029664990197		31.68559628291172	44.37379987198635	40.08294283107949
ENSG00000225335			-8.612484673058754				
ENSG00000225341	5.3032675644639315		3.085840934276703		4.964819700967459	5.211643574424812	
ENSG00000225359							
ENSG00000225378		5.485156494873058					
ENSG00000225387	3.384119542924114						
ENSG00000225399	1.1756134752789489	14.090932854546654	18.305728088336785			4.180795810619393	
ENSG00000225408		-18.101352056562625					
ENSG00000225411			-0.3433582985016286		3.088969196351747	10.169196144562045	
ENSG00000225417							
ENSG00000225421	56.1958234055327	51.21213575920503	69.25100715284059		67.80202002535962	69.1877462819372	50.633725534401975
ENSG00000225424			4.040943846090602			10.317359433922292	
ENSG00000225450	25.557680495415042	-7.7087164843112745	-5.7518672338278805		27.68542454282739	16.931631775988016	17.537917074003747
ENSG00000225457	16.25531914893617	22.473455901305833	29.059756201517345		25.211081794195252	26.481758054192444	12.587899487148398
ENSG00000225458	6.172477781033304	15.43903640352841	15.608217543261443		7.712824100389139	34.91785790484319	5.383004711219683
ENSG00000225488		12.10764339766265					
ENSG00000225498	0.00510673067102441	3.7881162405409037	0.004186519577966027		5.956728135840788	13.087521998540586	9.336701821987312
ENSG00000225519		5.078968844510586	5.455007501779122		5.225108225108225	1.4849583955621934	
ENSG00000225532							
ENSG00000225537	25.346252492949816	21.187122736418512	37.59270309436536		35.57148073763009	35.87136138299225	21.50351658559933
ENSG00000225545							
ENSG00000225555			10.975193930611201		9.092543075206743	9.613825474717304	-4.367231688525681
ENSG00000225559							
ENSG00000225563	17.03401973066082	2.0194331258675504	25.526383087545817		24.09165601606719	19.231918071260935	5.593702844607396
ENSG00000225570							
ENSG00000225582							
ENSG00000225588		26.55624563662817	19.951410791918846		9.252418645558487	17.650341245653948	15.788302323511083
ENSG00000225598							
ENSG00000225605	10.306189891226985	14.3288159981246	27.197237523637263		26.01110576712868	35.890761681246	11.9718614208279
ENSG00000225606							
ENSG00000225610	12.250261312494974	4.325955734406438	16.683919944789512		16.800034417484085	4.786023951581749	3.6393843333915012
ENSG00000225612							
ENSG00000225620							
ENSG00000225637			7.32549535476445				
ENSG00000225647	21.57925578669792	18.58288128270366	34.93788819875777		37.31739110891356	30.800085342436528	14.670830527653612
ENSG00000225649	48.83303955672201	60.73160193941721	80.14235785525531		55.580474934036936	65.55579261787923	50.18291204772446
ENSG00000225656							
ENSG00000225676	5.132978723404255	18.58288128270366	22.761654197155305		14.343506989706478	21.23638828863184	8.869920256011632
ENSG00000225680			7.32549535476445		43.08013391886604	6.039451593200392	0.004451170657883023
ENSG00000225689	91.86624826227627	95.42028707215208	97.13579404995312		97.38451707138944	98.89411465615864	98.03504638416217
ENSG00000225703							
ENSG00000225708							
ENSG00000225718	58.671951141290336	56.2863040660554	68.00131546493463		65.92348284960423	65.65823482055845	46.316974864016714
ENSG00000225721	25.315416856283754	29.08252361975552	33.84661835748793		35.34325360598868	34.576488158736936	23.476984332310867
ENSG00000225750	11.138783084285574	6.056336789374585	9.855413295092704		14.594796590719554	11.27373586515895	18.96864312110773
ENSG00000225751	9.651320597139575	9.71252265163155	12.072220441153275		11.174000365163412	7.232690904408293	2.5816789815721535
ENSG00000225752			0.6649049526894553		4.739336492890995		
ENSG00000225775	3.384119542924114	0.004800537660217944	20.47992498508226		12.704485488126648	23.170365283083658	3.683919902483419
ENSG00000225785							
ENSG00000225794		0.004800537660217944	19.31634131787571		3.3744404726724957	14.384467676552164	10.685186255094058
ENSG00000225806	33.151816588238866	19.48906759098213	34.92029664990197		33.92505793362774	36.68912334223126	32.644348373505764
ENSG00000225807	20.525346198912082	18.533650658209737	23.649930986887508		38.90603939301709	14.274818863607475	7.31676000152963
ENSG00000225811	45.53001523723215	42.65884565441275	52.03897064868864		53.56565082418784	49.306592703221675	32.4796575379482
ENSG00000225815							
ENSG00000225818							
ENSG00000225819							
ENSG00000225850	13.759264347092738	9.141457462817472	6.272415860955331		20.14072119613017	6.844463409430339	6.198680233341467
ENSG00000225867							
ENSG00000225879		20.812250929118346	21.579537612146307		9.28980614383424	33.437781688629435	18.55834136933462
ENSG00000225881							
ENSG00000225884	0.00510673067102441		10.48567977915804		4.525381487473219	12.801365478984424	7.0773613460340075
ENSG00000225885	33.45588588068314	43.003216360232344	59.91816554428438		61.65775160695824	47.10817338248379	39.06015477306288
ENSG00000225886	13.321613438812385	9.370649512745427	27.913221379251556		20.439683359146446	28.316596754374814	10.015871200779
ENSG00000225889	44.87176809260213	52.47467716384235	30.614003155100377		37.06801750866592	65.92265098510538	50.30959510342275
ENSG00000225903							
ENSG00000225913	30.528182813730563	36.54426559356137	28.709454796411315		32.86694941191902	31.73885214422872	15.533449413273667
ENSG00000225929							
ENSG00000225952							
ENSG00000225956							
ENSG00000225960							
ENSG00000225963	16.177369634908278	24.647887323943664	19.170963617977712		26.801165268055133	38.15516291682556	22.00411749610441
ENSG00000225970	8.40739133476821	3.7881162405409037	21.137877168461728		22.82251082251082	24.9583955621933	1.647921760391198
ENSG00000225974							
ENSG00000225982							9.605653463618914
ENSG00000226012							
ENSG00000226022	57.79160141977242	68.56221734652756	66.60983718353081		65.13761467889908	62.329848517175165	50.62406338747293
ENSG00000226041							
ENSG00000226043	35.94569280570806	38.40057314288273	77.98050379572119		55.49062794983593	52.81843396628973	58.66989631072417
ENSG00000226047							
ENSG00000226063							
ENSG00000226087	15.09068684440987	8.113682092555333	17.223595601398006		14.416623644811564	8.692106279778512	8.508622409609064
ENSG00000226097	0.005319148936170213	4.862920575103336	12.702726017943409		11.00703605980651	8.95668871346277	
ENSG00000226115							
ENSG00000226130							
ENSG00000226134							
ENSG00000226149	94.65920120814657	86.92152917505031	82.67411132895747		70.45444329572527	77.10266514130757	85.47215116397628
ENSG00000226163		12.10764339766265					
ENSG00000226169							0.004362240446693422
ENSG00000226172							
ENSG00000226180							5.383004711219683
ENSG00000226197	62.81383756133208	83.03970044645	81.7065893785696		72.14599824098504	91.602050760561	71.149771802824
ENSG00000226204							
ENSG00000226206			13.749893444719119		4.739336492890995	24.61702581608705	1.0848601735776278
ENSG00000226207	6.819148936170214						
ENSG00000226208							
ENSG00000226218							
ENSG00000226238							
ENSG00000226249							
ENSG00000226252			6.990329894366192		30.338610378188214		
ENSG00000226266	58.10188942770755	65.37223340040241	64.60489993098689		56.23809523809524	78.2254989195373	63.46360476913007
ENSG00000226276					-0.8164210591493506		
ENSG00000226281	42.46034877605926	48.425553319919516	61.47332072679438		67.47409383061519	56.66285326892928	43.83623466134175
ENSG00000226286							
ENSG00000226291							
ENSG00000226296		14.3778265347244	0.004313319530710835		5.225108225108225	7.586942607211436	0.004362240446693422
ENSG00000226302							
ENSG00000226304	1.6489361702127658	5.485156494873058	15.407383046945656		17.952982424596577	1.287719448856076	13.03001221427325
ENSG00000226308		15.43903640352841	7.32549535476445		12.467733608673207	16.096775560357614	12.883417503324283
ENSG00000226310	35.06522194414924	19.523665515695555	13.946596444027115		14.716182204255155	25.416265055676007	41.36160474517012
ENSG00000226323							
ENSG00000226332		-67.71585250336071				-47.56857591234163	-46.79780303254672
ENSG00000226334			4.040943846090602				
ENSG00000226349	15.5502661912213	19.94805892625263	44.06055900621118		23.904761904761905	30.347770428845745	17.310257621647942
ENSG00000226355	16.26149650276647	5.754740428545132	28.72304151393743		19.458645243746577	14.823981224663966	9.63889230557995
ENSG00000226375							
ENSG00000226398	3.9107069756230346		3.4938643792623214		2.6103330646796894		
ENSG00000226409	24.79480396598343	23.02817915606548	42.997186940584776		30.338610378188214	69.50288030723277	33.95125696678832
ENSG00000226423							
ENSG00000226426		0.004800537660217944					
ENSG00000226433							
ENSG00000226438		17.279362378542963	7.872304151393743		6.078525153267533	0.9729037764028163	0.004362240446693422
ENSG00000226442							
ENSG00000226455							
ENSG00000226465	56.88580508068256	53.31957179204071	59.22469785414782		60.09292720702116	59.50928098997227	57.79826122757515
ENSG00000226471	75.12381356209696	51.21607470216502	71.83401376983893		52.542311217208336	82.12645404987767	77.92839438883756
ENSG00000226484	6.172477781033304	8.74216580265038	10.441502918687824		13.272727272727272	28.58777170458879	9.262886139054572
ENSG00000226506							0.004362240446693422
ENSG00000226526	15.309112217990037	30.311871227364186	18.305728088336785		15.714478356632355	29.315126946874333	11.13403960976266
ENSG00000226527					1.4943688677197913		
ENSG00000226530	66.49326413214808	56.996783639767656	52.65535759952263		38.67993427058609	45.39214440066099	50.75965269964777
ENSG00000226542							
ENSG00000226548							
ENSG00000226566	6.819148936170214	2.0194331258675504	25.77785355042196		26.363792806745828	23.38927758938919	8.326893529451894
ENSG00000226571	65.70922235697326	67.68108651911469	84.41174052454164		84.2788038698329	75.48538510774483	64.15190871731274
ENSG00000226576	3.4101448778450356	18.66961317461851	16.533117381297416		8.864341792952345	24.303558398077005	7.0773613460340075
ENSG00000226578	0.00510673067102441						
ENSG00000226587							
ENSG00000226594							
ENSG00000226599							
ENSG00000226601							
ENSG00000226605	25.921096557269514	14.346076458752515	17.49979445860396		19.818181818181817	15.062025153453234	13.583831015271151
ENSG00000226619							
ENSG00000226622	46.25453800509406	39.05935613682093	47.34464240047737		53.760110135949056	50.26905639591542	36.51533433233668
ENSG00000226643							
ENSG00000226647	35.84747774942083	36.46173823489903	32.16873706004141		30.375233705813297	33.20622007542053	28.93147483986717
ENSG00000226649							
ENSG00000226655							
ENSG00000226661	0.005051520461777792	2.5417232616409553	11.388628420424517		13.51493157273403	14.823981224663966	9.262886139054572
ENSG00000226669			1.2360412582047566		2.0151610205525596		
ENSG00000226680			3.5845196487937945		10.584415584415584	18.148069127373585	9.605653463618914
ENSG00000226681							
ENSG00000226694		32.7049657457574			1.6218096438975607		
ENSG00000226699		12.980653833229322	37.452050123604124		-15.091103080635499	27.126093449967996	11.098609745074157
ENSG00000226706							
ENSG00000226707							
ENSG00000226708							
ENSG00000226716							
ENSG00000226733	48.36611759407413	30.784041552858998	47.83479669252409		35.97291015374685	45.9071983517191	30.554223797881214
ENSG00000226739							
ENSG00000226764	13.885338995097875	28.063943161634104	35.72722567287785		35.22510822510823	37.15096817931444	21.026189950091506
ENSG00000226771							
ENSG00000226772	7.521661968890281	12.980653833229322	14.497066942719117		17.415067115561193	7.580187280199992	3.0284088992164824
ENSG00000226782	10.855260176849624	12.980653833229322	20.88509316770186		14.84608619173263	7.025126053980764	8.172879768112509
ENSG00000226797		6.492842007157921					
ENSG00000226798							
ENSG00000226816		-17.85568569308075				2.511052925269348	
ENSG00000226829	51.05007009577273	44.49618357256013	58.98895790200138		60.00865800865801	54.34179645828888	39.243900737072025
ENSG00000226842							
ENSG00000226854							
ENSG00000226861	11.353104425914047						
ENSG00000226868	7.53296174452814		0.6649049526894553		3.3377308707124014		
ENSG00000226871							
ENSG00000226872	5.132978723404255	22.01537383094532	24.282660527830306		3.227131641409531	9.963729464476211	2.693727940938783
ENSG00000226877		11.378269617706236	8.303811250854187		16.24327751300774	2.271090208042032	10.85694481019565
ENSG00000226883	7.485274804512575	10.549655115126345	25.78722354682233		24.5778364116095	28.473369772467265	11.962391513982643
ENSG00000226890							
ENSG00000226899	11.138783084285574	6.848302623575933	14.137754667121301		16.07407740369488		
ENSG00000226900		14.543662078707868	26.400136390759528		7.8070236989073685	23.170365283083658	20.046003760676776
ENSG00000226904							
ENSG00000226919					1.176161951816711		
ENSG00000226927							
ENSG00000226938							
ENSG00000226939							
ENSG00000226954							
ENSG00000226956							
ENSG00000226957							
ENSG00000226963							
ENSG00000226965	77.48577858581714	73.82746867649178	79.01570048309179		78.26406926406926	77.38425432046085	68.4071902621881
ENSG00000226990	51.798806213917686	23.02817915606548	42.80112522376609		39.89410261091839	36.72711755920631	22.26815120350033
ENSG00000226992						46.91273735865159	
ENSG00000226994	58.990102109229255	55.86385675195622	73.25462449919019		70.52330694810905	71.89246852997653	55.8819873357329
ENSG00000226996	15.279572370058084	6.882192271526441	20.15614216701173		23.55321020228672	6.690394474810389	5.218771846398388
ENSG00000227006	27.26451118383613	6.882192271526441	15.407383046945656		8.565432206724672	8.692106279778512	11.14644917666391
ENSG00000227017							
ENSG00000227033	36.412970172452845	28.063943161634104	34.050805557923454		32.86694941191902	34.76971314774798	24.111740892597368
ENSG00000227042	32.68729770021693	39.11958139311603	39.64282669849118		38.38170624450308	44.76081521969408	21.720295702307915
ENSG00000227045			1.306910263657622			15.071474290590997	13.41732682349267
ENSG00000227047	19.919937606457772	10.424482350876417					
ENSG00000227050	8.150908140417403	11.019567456230691	30.102657004830917		25.805469803034914	23.672725731960508	12.429074134764331
ENSG00000227061			9.700370334749087		5.510034104305242	4.04096436953275	14.859453063201514
ENSG00000227066		8.225495902923925					
ENSG00000227068							
ENSG00000227075			9.202114056772654		2.735268249780123	15.279013601118596	12.832725006676757
ENSG00000227083							
ENSG00000227088	66.51437089514258	64.4472180884259	78.56280193236715		78.36124349613047	76.15572820534832	65.09830681723375
ENSG00000227089							
ENSG00000227090						2.511052925269348	
ENSG00000227094							
ENSG00000227098		0.0044776787713249454				11.87113292084489	0.004362240446693422
ENSG00000227101	2.735149806869193		22.761654197155305		3.2870994391060484	9.766535316300157	0.004362240446693422
ENSG00000227107	13.399505957322468	2.733057886861157	32.82328872218907		19.458645243746577	24.78344356731385	7.314716138569741
ENSG00000227125							
ENSG00000227131							
ENSG00000227139							
ENSG00000227148			0.0042622112351888165		3.7785571663845463		0.004362240446693422
ENSG00000227150							
ENSG00000227157	0.00510673067102441	5.695041319306489	9.968081435472739		7.3524935866776815	8.1383869167704	7.6738731563161
ENSG00000227161			7.32549535476445				
ENSG00000227167							
ENSG00000227169							
ENSG00000227193	46.79843901664323	48.425553319919516	45.88509316770186		55.97625329815303	40.08304732850303	28.614721621004755
ENSG00000227197	52.44384469555329	40.079688925159616	56.700196061716824		49.72824905430671	52.243549002160925	35.293701070595816
ENSG00000227206			0.004110827920743238		1.3368256701206245		
ENSG00000227215							
ENSG00000227218	0.005051520461777792		10.441502918687824		-19.43931055542189	14.636227864305527	-54.26134501557368
ENSG00000227230							
ENSG00000227240	89.94502860542242	86.84010209107599	88.42383428522717		86.07812768886595	83.87027949647963	69.52159811771426
ENSG00000227253							
ENSG00000227269							5.383004711219683
ENSG00000227278							
ENSG00000227282		19.94805892625263					
ENSG00000227292			3.4118244021114243		4.739336492890995	19.181390619041565	-2.151507643975971
ENSG00000227293							
ENSG00000227294	0.00510673067102441	0.00491535937336853					
ENSG00000227297			4.040943846090602				
ENSG00000227301					3.088969196351747		
ENSG00000227303	45.81948218045952	44.38631790744466	56.69858523119393		56.07200313057089	56.10411777256241	36.77692139022429
ENSG00000227307	29.4500341083121	37.394366197183096	43.4830790213963		44.780207835123264	49.73757200768082	37.70939388026137
ENSG00000227338							
ENSG00000227355	63.76047837356984	69.30536220056646	69.71272696274828		78.8961038961039	74.44306133836974	60.135684487328376
ENSG00000227360		26.065101147339867	5.564182194616977		10.401402436283544	0.004292398162853587	7.0773613460340075
ENSG00000227365							
ENSG00000227386							
ENSG00000227388	41.61451274174668	19.391199037754138	38.13278283614038		34.92712671309161	38.09584339646625	59.05707663887035
ENSG00000227400	44.15613602718361	45.70814489768504	55.680641821946175		52.999120492524185	55.95525613321469	42.1339764489001
ENSG00000227407	18.728011295036872	12.980653833229322	20.94450600971784		5.591564725214534	24.724213418036655	23.740067537383332
ENSG00000227455							
ENSG00000227459							
ENSG00000227463	11.681803946132165	18.58288128270366	23.132332643202208		29.063005552883563	22.94004693834009	13.264814338898411
ENSG00000227475							
ENSG00000227479	3.9340642651367244	40.079688925159616	42.48572159236212		23.20662163115034	47.24557286110518	20.831819264240224
ENSG00000227481							
ENSG00000227482	4.369718888614944	8.113682092555333	36.25010655528088		25.35708139734985	33.600271174950215	18.946506166697713
ENSG00000227484							
ENSG00000227485		6.882192271526441					
ENSG00000227486	97.36582156668067	96.1739714848063	95.50336714687579		85.35982379646694	96.63475984032279	97.60398563390162
ENSG00000227489							
ENSG00000227496	41.22046596970698	34.791564053194826	56.01414124804735		51.51939136898256	63.38290750391933	37.76879240214234
ENSG00000227498	1.3701282687701088		5.792345068621601		2.826819895381824	5.26677254582135	11.547754133146125
ENSG00000227512							
ENSG00000227516							
ENSG00000227519			6.120600414078675		0.004348015131092656		0.004451170657883023
ENSG00000227527							
ENSG00000227531	33.93024896463875	24.647887323943664	58.2303298951496		49.30958663148637	42.98271815660337	25.83979686756986
ENSG00000227549							
ENSG00000227554							
ENSG00000227562							
ENSG00000227579	65.32606398563689	64.4472180884259	77.03946807603785		75.71633549284752	77.6189460209089	59.333886450776816
ENSG00000227598	53.50039891568632	62.71629778672032	71.34341856449889		86.49350649350649	74.75144015361639	69.8391564585398
ENSG00000227619			4.040943846090602		11.344318991969999	7.657638322530798	
ENSG00000227627	37.689725120345635	43.32494969818914	41.18788819875777		46.71943711521548	50.82411762213466	40.32027135812859
ENSG00000227673							
ENSG00000227678	11.353104425914047	5.078968844510586	7.131769216527919		0.004372349263259149		
ENSG00000227681	58.51906120818605	74.87927565392354	91.47256728778468		69.64935064935065	91.9818002317895	90.22899998673823
ENSG00000227687							
ENSG00000227704	17.981786905927578	13.862618599894596	-8.686591982006256		25.888941815311952	15.27130254281135	5.7051008829908305
ENSG00000227705	15.309112217990037	9.370649512745427	7.307011288947389		4.84297973343071	2.327009874791013	0.004636385714669573
ENSG00000227712	28.1801411220911	39.11958139311603	54.266473446424		24.13392240628741	47.8688243121432	26.324495347166284
ENSG00000227713							
ENSG00000227716							
ENSG00000227718	0.005163241105425557	30.264630815385303	12.232574189095928		15.567282321899736	15.895028803072329	9.515892420537897
ENSG00000227719		-6.368312378477068					
ENSG00000227723			17.49979445860396				
ENSG00000227733	27.17386048381544	25.786952044060357	26.59193589634302		22.211961301671064	45.46191593770002	45.69263361482839
ENSG00000227734							
ENSG00000227743	17.719010940739928	9.915616476812787	20.47992498508226		17.415067115561193	19.195604584281238	0.821589711592127
ENSG00000227748					7.96629008338213	3.01578776314901	0.004451170657883023
ENSG00000227757	41.66716906584066	39.11958139311603	54.67138351376695		53.154649993441474	52.061353332485915	36.66580149403315
ENSG00000227769	36.97128366092932	39.05935613682093	49.44789510006901		47.71984167957322	50.83848943887348	38.063917977688476
ENSG00000227803	54.030457805527604	45.23546637223369	55.30969634230504		54.78933866689856	46.218380577094194	39.684337187351396
ENSG00000227809		0.0044776787713249454	4.040943846090602				
ENSG00000227818							
ENSG00000227824							
ENSG00000227851							
ENSG00000227857					0.004302185510239202	0.4480477917644549	
ENSG00000227863	0.005319148936170213	6.626114055205931	20.47992498508226		12.091830079568677	16.710049071901004	9.077117356674552
ENSG00000227880							
ENSG00000227885	61.1123296395661	50.33751387295187	59.526042110647005		70.01376699363277	60.84553428660537	63.904854609375235
ENSG00000227912			4.040943846090602		3.712728948605122	3.3134189229269944	
ENSG00000227930							
ENSG00000227933			7.332643202208419		6.522003661441841	0.3219022174311389	0.004362240446693422
ENSG00000227935							
ENSG00000227938							
ENSG00000227958			4.684170147472509		4.739336492890995	16.66454811236812	0.004362240446693422
ENSG00000227981							
ENSG00000228005							
