	Adrenal	Thyroid	Spleen	Thymus	Liver	Skin	Stomach
AANAT	0.00510673067102441	9.834147410270932	20.315947629078572	18.080624417934278	29.063005552883563	9.210325045987219	7.106491052874373
AAR2	-9.706876956323214	-17.64876564346497	-19.178868275918404	-22.36090646284738	-26.353460474900245	-20.68107366093291	-32.19803251419041
AARD	0.833205536472696	5.078968844510586	8.927316517689295	12.259441007040751	4.4686872375387985	-7.855841152682862	-78.28626661582238
AARS1	-11.83100841069141	-12.687846133777128	-5.9881464417748305	-6.140979845138446	-4.907879734686631	-3.8891415387222423	-17.47720643093507
AARS2	-0.6146058479071783	-5.783453354964934	1.9768085790669119	31.4036345662521	2.7365389050275084	8.840919706615473	17.833497087109237
AASDH	25.728119277013803	23.176258220997262	23.524392794510227	41.240907153948044	32.65511926032899	26.802373579896994	32.023427751198795
AASDHPPT	0.1341201784299102	-2.6317694300818744	2.689430823539041	-2.3161154355635176	-4.085891002291831	5.7821535979441165	6.218927894201315
AASS	18.687970587639505	8.13742245204304	19.245762410276328	62.926940942049015	-4.4304285893346815	29.784810151506953	0.023438174751589713
AATBC			-14.391347899790278		2.2344954531541488	-28.331848182690738	0.004451170657883023
AATF	20.3626716703659	16.78899922126078	13.751591321768615	8.154863114340912	21.43855413846633	4.873127771395474	6.2949066609283335
AATK	19.481877860641532	22.843517913345543	-1.487669768906592	55.60059739705569	-4.799590581774403	16.443745694104244	13.627636917352312
ABALON			4.1641803767794725		13.290848031269178	4.010577150149325	2.5816789815721535
ABAT	2.1565558926731256	2.5784254880383912	43.74797219832322	59.209464944690424	-6.001029266832376	50.77357051857429	27.79119072510003
ABCA1	8.93555607209575	40.921315802583	39.543181772497945	42.14423123566856	17.738997081354412	29.005337370670297	23.306846535738877
ABCA10	65.73982158744897	35.94319320101947	71.12114102882568	82.07468732763797	23.05931593708499	61.741862841764636	46.42324679044387
ABCA12	43.59401397036363	46.27766599597585	57.757224448043644	57.341788992859996	56.07200313057089	-8.644105583235842	50.10425721287993
