	Fetal	Placenta	Adult	marker
CIT	0.6652223809552112	0.32813170722803964	0.006645911816749198	
CITED2	0.017600545145158894	0.017600545145158894	0.9647989097096822	
CITED4	0.010432081693381034	0.010432081693381034	0.9791358366132379	
CIZ1	0.0444429553904473	0.0444429553904473	0.9111140892191054	
CKAP2	0.570850338292183	0.416857186845102	0.012292474862715006	
CKAP2L	0.5229123900268586	0.4706638499991962	0.006423759973945167	
CKAP4	0.18937779826634143	0.22644765448751203	0.5841745472461466	
CKAP5	0.8597609032596701	0.1107431900324415	0.029495906707888406	
CKB	0.014983823866666312	0.011719466088087667	0.9732967100452461	
CKM	0.5036877561706053	0.008151050657730054	0.4881611931716647	
CKMT1A	0.007138650708311233	0.5005672390541872	0.4922941102375016	
CKMT1B	0.00638319300133884	0.5217702834872479	0.4718465235114133	
CKMT2	0.621380460083196	0.01308880324428079	0.3655307366725231	
CKMT2-AS1	0.9768834683471708	0.011558265826414582	0.011558265826414582	
CKS1B	0.007196268825767857	0.3683155628643481	0.6244881683098842	
CKS2	0.010324472735983184	0.3168520744122865	0.6728234528517304	
CLASP1	0.9585773649491174	0.020711317525441295	0.020711317525441295	
CLASP2	0.9545195930289314	0.02274020348553425	0.02274020348553425	
CLASRP	0.6893699768132856	0.1838270891413906	0.1268029340453238	
CLBA1	0.5061314672905031	0.015778716507226384	0.47808981620227053	
CLCF1	0.13465357997856903	0.008819797743612589	0.8565266222778184	
CLCN2	0.9387668640298382	0.03061656798508086	0.03061656798508086	
CLCN3	0.710483127761986	0.2687502916232927	0.020766580614721343	
CLCN4	0.9681208837302826	0.015939558134858707	0.015939558134858707	
CLCN5	0.9791223345337469	0.01043883273312656	0.01043883273312656	
CLCN6	0.9611347697729026	0.019432615113548678	0.019432615113548678	
CLCN7	0.29258306061112527	0.022233300501232574	0.6851836388876421	
CLDN1	0.2775000946426225	0.18013763209932782	0.5423622732580496	
CLDN10	0.5980694111460974	0.009810091855420514	0.3921204969984821	
CLDN12	0.017549736981867684	0.017549736981867684	0.9649005260362646	
CLDN14	0.42364931183088633	0.569403626189777	0.006947061979336767	
CLDN15	0.0518033467629979	0.02689083033282999	0.9213058229041721	
CLDN16	0.4481743013203592	0.4352399168552015	0.11658578182443928	
CLDN19	0.11253719200746	0.8787621922279073	0.008700615764632746	
CLDN23	0.011899738906576826	0.42224029859165496	0.5658599625017682	
CLDN3	0.009744848126817734	0.009744848126817734	0.9805103037463645	
CLDN4	0.28344290954898577	0.3198185393666075	0.3967385510844068	
CLDN5	0.17260016371172504	0.009478098100403197	0.8179217381878718	
CLDN7	0.006329095929927049	0.354432215147441	0.6392386889226319	
CLDND1	0.018043476622199177	0.3172160627153181	0.6647404606624827	
CLDND2	0.08917201882757085	0.08917201882757085	0.8216559623448583	
CLEC11A	0.14098173749585355	0.010768594990467697	0.8482496675136787	
CLEC12A	0.44634795779421005	0.015527921394882726	0.5381241208109073	
CLEC14A	0.009817007787663277	0.009817007787663277	0.9803659844246735	
CLEC16A	0.9661302351081433	0.016934882445928317	0.016934882445928317	
CLEC1A	0.4232538009367074	0.019130823489376884	0.5576153755739157	
CLEC2B	0.013107462000038641	0.013107462000038641	0.9737850759999227	
CLEC2D	0.9730943347068697	0.013452832646565148	0.013452832646565148	
CLEC4M	0.3614343005805715	0.00927038099644127	0.6292953184229871	
CLEC5A	0.7228409801404786	0.015157934975893577	0.2620010848836278	
CLEC7A	0.013589091045320374	0.013589091045320374	0.9728218179093592	
CLEC9A	0.9170776955590327	0.041461152220483605	0.041461152220483605	
CLHC1	0.9707528113274557	0.014623594336272147	0.014623594336272147	
CLIC1	0.015192500876335892	0.015192500876335892	0.9696149982473282	
CLIC2	0.4219579899125986	0.013381983714892492	0.564660026372509	
CLIC3	0.0055296887171808334	0.4744704753479399	0.5199998359348792	
CLIC4	0.09255573960166348	0.6435433620124926	0.2639008983858438	
CLIC5	0.5239780614026708	0.46962402771993306	0.006397910877396175	
CLINT1	0.2694338915688121	0.6680948134312849	0.06247129499990315	
CLIP1	0.4300849177351797	0.5591682614538459	0.010746820810974285	
CLIP2	0.9709410438389923	0.014529478080503857	0.014529478080503857	
CLIP3	0.1672189739318152	0.016594450719855602	0.8161865753483292	
CLIP4	0.9606409775214396	0.01967951123928017	0.01967951123928017	
CLK1	0.5057792919312027	0.09554789534009955	0.39867281272869776	
CLK2	0.15121601874969554	0.3106696754344498	0.5381143058158546	
CLK3	0.5864946675657102	0.18999522016310127	0.22351011227118844	
CLK4	0.9405606873333144	0.029719656333342743	0.029719656333342743	
CLMN	0.9722269701460946	0.013886514926952687	0.013886514926952687	
CLMP	0.9767387591743326	0.011630620412833682	0.011630620412833682	
CLN3	0.008033798924520769	0.35724875295744	0.6347174481180392	
CLN5	0.008966714368242572	0.28092846581295117	0.7101048198188062	
CLN6	0.11807405455543031	0.019412056104084134	0.8625138893404856	
CLN8	0.16368553026167687	0.016582933933003398	0.8197315358053198	
CLNK	0.9223666735641958	0.06734011953993956	0.010293206895864722	
CLNS1A	0.08126990832994638	0.08126990832994638	0.8374601833401072	
CLOCK	0.9752597032311464	0.012370148384426786	0.012370148384426786	
CLP1	0.012640974899345642	0.2661492282094506	0.7212097968912038	
CLPB	0.7177975486375527	0.27054824233045155	0.011654209031995719	
CLPP	0.016923832168362636	0.016923832168362636	0.9661523356632747	
CLPTM1	0.05214748230873796	0.22604547973765995	0.721807037953602	
CLPTM1L	0.12523862262909954	0.15719089080760223	0.7175704865632982	
CLPX	0.6380431929743277	0.3446914848671166	0.01726532215855571	
CLSPN	0.6204009457980533	0.3728069194941271	0.006792134707819652	
CLSTN1	0.46019373321348844	0.04050936801430668	0.49929689877220496	
CLSTN2	0.9788468717795498	0.010576564110225124	0.010576564110225124	
CLSTN3	0.5301340818693819	0.018230749700050564	0.45163516843056756	
CLTA	0.02422579947281227	0.4815664700955304	0.4942077304316573	
CLTB	0.010019367562241116	0.4312887654328018	0.5586918670049571	
CLTC	0.6761172782036835	0.07942928125141059	0.24445344054490598	
CLTCL1	0.9746829862879522	0.01265850685602385	0.01265850685602385	
CLU	0.011333828776375272	0.011333828776375272	0.9773323424472494	
CLUAP1	0.7328136093653032	0.024260330579229748	0.24292606005546716	
CLUH	0.35735007335394986	0.013830924042550895	0.6288190026034993	
CLYBL	0.9676716231155904	0.016164188442204776	0.016164188442204776	
CMAS	0.017219120149619783	0.5226038158529327	0.4601770639974475	
CMBL	0.5243474321007315	0.011923383626083762	0.46372918427318477	
CMC1	0.9717195880401868	0.014140205979906607	0.014140205979906607	
CMC2	0.010766066977995996	0.10867944530876007	0.880554487713244	
CMIP	0.5775666459869393	0.4110346677737293	0.011398686239331365	
CMKLR1	0.640171104902297	0.016887105089524023	0.34294179000817904	
CMPK1	0.03028225942198268	0.41790818561901555	0.5518095549590017	
CMPK2	0.6405726625128599	0.014052842511362079	0.34537449497577793	
CMSS1	0.9595753668054007	0.020212316597299638	0.020212316597299638	
CMTM2	0.23029589986738871	0.011351839132851895	0.7583522609997594	
CMTM3	0.016721951929408865	0.016721951929408865	0.9665560961411822	
CMTM4	0.5235460931890192	0.42884792712463704	0.047605979686343586	
CMTM6	0.018216487319285476	0.018216487319285476	0.963567025361429	
CMTM7	0.7895061589497357	0.021789775946548295	0.18870406510371587	
CMTM8	0.8192489506153092	0.16775134065211328	0.012999708732577489	
CMTR1	0.24809687792421067	0.46389162690231783	0.2880114951734716	
CMTR2	0.37095589472969615	0.41450007047779536	0.21454403479250841	
CMYA5	0.566819508906959	0.4274036318666811	0.0057768592263598316	
CNBD2	0.9476267860698897	0.026186606965055124	0.026186606965055124	
CNBP	0.032041613485317734	0.032041613485317734	0.9359167730293645	
CNDP2	0.02784383410276774	0.02784383410276774	0.9443123317944645	
CNEP1R1	0.350732525249791	0.0512901037170267	0.5979773710331824	
CNGA1	0.9618788762910608	0.019060561854469582	0.019060561854469582	
CNGB1	0.44201974724591564	0.5504746991231572	0.0075055536309271914	
CNIH1	0.02136155419668094	0.02136155419668094	0.9572768916066381	
CNIH2	0.22985914602520938	0.5078007770735083	0.26234007690128225	
CNIH3	0.9782434117406539	0.010878294129673024	0.010878294129673024	
CNIH4	0.48177556172862035	0.18299170266111486	0.33523273561026473	
CNKSR1	0.12614055735812107	0.5564666135985123	0.3173928290433664	
CNKSR2	0.9780925679838651	0.010953716008067405	0.010953716008067405	
CNKSR3	0.05441109333578697	0.02280303934923834	0.9227858673149747	
CNN1	0.20239938716493033	0.009543706586846815	0.7880569062482228	
CNN2	0.014670471053144247	0.014670471053144247	0.9706590578937114	
CNN3	0.041016766881122275	0.041016766881122275	0.9179664662377555	
CNNM2	0.7101558359680455	0.2815627832374656	0.008281380794488747	
CNNM3	0.25597401956555565	0.029409185177551048	0.7146167952568933	
CNNM4	0.7140765415884935	0.27346119176920636	0.012462266642300164	
CNOT1	0.5761853783681317	0.3990669953646822	0.02474762626718608	
CNOT10	0.7786669485289526	0.20132436889961133	0.020008682571436093	
CNOT11	0.018076423019855868	0.4372297362708844	0.5446938407092597	
CNOT2	0.9150512362306829	0.042474381884658546	0.042474381884658546	
CNOT3	0.18725598124378656	0.47715976886888395	0.33558424988732943	
CNOT4	0.9652977421328979	0.01735112893355106	0.01735112893355106	
CNOT6	0.5612124178331274	0.42623695351611796	0.012550628650754767	
CNOT6L	0.961287810089678	0.01935609495516106	0.01935609495516106	
CNOT7	0.019497289618004357	0.4860502696631276	0.494452440718868	
CNOT8	0.042893843558966714	0.042893843558966714	0.9142123128820666	
CNOT9	0.5465881641017017	0.40205895283941057	0.05135288305888757	
CNP	0.01740458399693843	0.01740458399693843	0.9651908320061231	
CNPPD1	0.011699694232509548	0.011699694232509548	0.9766006115349809	
CNPY3	0.014661963712734236	0.014661963712734236	0.9706760725745315	
CNPY4	0.023453276512145363	0.023453276512145363	0.9530934469757092	
CNR1	0.3412164320629744	0.016128266091198672	0.6426553018458269	
CNR2	0.9719821244969907	0.014008937751504642	0.014008937751504642	
CNRIP1	0.5986813628221126	0.01554744104857029	0.38577119612931704	
CNST	0.9509593822640388	0.024520308867980605	0.024520308867980605	
CNTD1	0.41982011259002555	0.026283851565836038	0.5538960358441385	
CNTFR	0.4267828160136721	0.012561611813030405	0.5606555721732975	
CNTLN	0.9788768746829538	0.010561562658523082	0.010561562658523082	
CNTN1	0.9783054771518891	0.010847261424055428	0.010847261424055428	
CNTN2	0.949203527259572	0.025398236370213968	0.025398236370213968	
CNTN4	0.9805825242718447	0.009708737864077669	0.009708737864077669	
CNTN5	0.9805825242718447	0.009708737864077669	0.009708737864077669	
CNTN6	0.9772817169284038	0.011359141535798062	0.011359141535798062	
CNTNAP1	0.6788363195236206	0.014126239740496187	0.3070374407358832	
CNTNAP2	0.9805825242718447	0.009708737864077669	0.009708737864077669	
CNTNAP3	0.5488072994766737	0.4446017046532679	0.006590995870058341	
CNTNAP3B	0.9778136221146697	0.011093188942665129	0.011093188942665129	
CNTRL	0.9701259011065858	0.014937049446707101	0.014937049446707101	
CNTROB	0.25801240604206443	0.04174715459128038	0.7002404393666551	
COA1	0.9653888237337049	0.017305588133147518	0.017305588133147518	
COA3	0.009387688296067122	0.07396285321175866	0.9166494584921742	
COA4	0.013922325545980978	0.21683227108754094	0.7692454033664781	
COA5	0.020985669108392266	0.020985669108392266	0.9580286617832154	
COA6	0.018800714003619254	0.10205600033620621	0.8791432856601745	
COA7	0.3601748265140265	0.1659730149052274	0.4738521585807461	
COASY	0.00832859882778491	0.4675035479150195	0.5241678532571955	
COBL	0.6435605356652156	0.3488933443549758	0.0075461199798085975	
COBLL1	0.4051857998396495	0.5882708155624109	0.006543384597939697	
COCH	0.9515367865620199	0.024231606718990058	0.024231606718990058	
COG1	0.020574341381420242	0.42825925760516	0.5511664010134198	
COG2	0.9342776420258853	0.03286117898705732	0.03286117898705732	
COG3	0.46813428312173117	0.5187230251254339	0.013142691752834914	
COG4	0.46319277153876054	0.38304223509061025	0.1537649933706293	
COG5	0.9716752921509751	0.014162353924512422	0.014162353924512422	
COG6	0.5924188602023722	0.39533103318667945	0.012250106610948304	
COG7	0.9540656871751817	0.02296715641240914	0.02296715641240914	
COG8	0.022032862287937383	0.022032862287937383	0.9559342754241252	
COIL	0.15458948742358328	0.5947424240992067	0.25066808847721006	
COL11A1	0.9798434167989861	0.010078291600506916	0.010078291600506916	
COL12A1	0.9159584432678153	0.013337169910335844	0.07070438682184875	
COL14A1	0.969928745848972	0.015035627075513976	0.015035627075513976	
COL15A1	0.7024623860077925	0.011414400356415787	0.2861232136357917	
COL16A1	0.5443313756829636	0.011393247104220154	0.4442753772128162	
COL17A1	0.2661215133399273	0.49485484542436553	0.23902364123570724	
COL18A1	0.6711470597728323	0.015127688434264323	0.31372525179290345	
COL1A1	0.4272077365935231	0.011708143546879171	0.5610841198595976	
COL1A2	0.2708274865233659	0.014871820519244527	0.7143006929573895	
COL21A1	0.7296334192848544	0.262598016839278	0.007768563875867677	
COL23A1	0.9805825242718447	0.009708737864077669	0.009708737864077669	
COL24A1	0.9805825242718447	0.009708737864077669	0.009708737864077669	
COL26A1	0.9758047817332409	0.012097609133379506	0.012097609133379506	
COL27A1	0.6956844791164254	0.29285143582779327	0.011464085055781318	
COL28A1	0.6240084793475313	0.3672653337571125	0.008726186895356206	
COL3A1	0.2598368776204354	0.01737473272632893	0.7227883896532357	
COL4A1	0.7196054449772599	0.01492017656973429	0.26547437845300587	
COL4A2	0.8047636269498881	0.013210106110829714	0.18202626693928217	
COL4A3	0.7730056781933649	0.01185767053153644	0.2151366512750988	
COL4A4	0.8285850089166595	0.013138904927486601	0.1582760861558539	
COL4A5	0.9764465754736283	0.011776712263185793	0.011776712263185793	
COL4A6	0.9727529040946375	0.013623547952681232	0.013623547952681232	
COL5A1	0.8803159119893694	0.009781538473517976	0.10990254953711266	
COL5A2	0.9723546444197579	0.013822677790120993	0.013822677790120993	
COL5A3	0.5711306084547499	0.01334514780010575	0.41552424374514435	
COL6A1	0.12801358603282834	0.01731695876683536	0.8546694552003363	
COL6A2	0.030230749042825446	0.016441575335001277	0.9533276756221732	
COL6A3	0.37979079892909856	0.016844544079232523	0.603364656991669	
COL6A6	0.9805825242718447	0.009708737864077669	0.009708737864077669	
COL7A1	0.7376640027042634	0.013624859585813517	0.24871113770992315	
COL8A1	0.9697377608993338	0.015131119550333073	0.015131119550333073	
COL8A2	0.10797179705609229	0.012493569521577244	0.8795346334223305	
COL9A2	0.4945184789484273	0.014942199437322076	0.49053932161425057	
COL9A3	0.47204660222947364	0.2303432934487517	0.2976101043217747	
COLCA1	0.5163167066438155	0.018528268491361844	0.4651550248648226	
COLEC10	0.6250494046662423	0.012789247484179363	0.36216134784957843	
COLEC11	0.3607441714223455	0.010935496093666633	0.6283203324839879	
COLEC12	0.9790254280087645	0.010487285995617735	0.010487285995617735	
COLGALT1	0.5008822524318696	0.01487726611760759	0.4842404814505228	
COLGALT2	0.9754840614881763	0.012257969255911817	0.012257969255911817	
COLQ	0.9735541054837634	0.013222947258118284	0.013222947258118284	
COMMD1	0.5407158016688216	0.42954761353599785	0.029736584795180463	
COMMD10	0.8931483532147255	0.08895948193851483	0.017892164846759734	
COMMD2	0.33615236984895364	0.025082361300978954	0.6387652688500675	
COMMD4	0.01646310204194362	0.01646310204194362	0.9670737959161128	
COMMD5	0.01710927653317904	0.01710927653317904	0.9657814469336419	
COMMD6	0.01777762872907981	0.01777762872907981	0.9644447425418403	
COMMD8	0.012980472417275131	0.23988290126844738	0.7471366263142775	
COMMD9	0.018522258165907753	0.018522258165907753	0.9629554836681845	
COMP	0.11215319008326342	0.011210749417835189	0.8766360604989014	
COMT	0.3335319476754369	0.08840860291197744	0.5780594494125857	
COMTD1	0.11003940499463655	0.40715936498731403	0.4828012300180494	
COP1	0.9548593572803364	0.022570321359831787	0.022570321359831787	
COPA	0.48763590838218274	0.3970820302135423	0.11528206140427494	
COPB1	0.038992497724108656	0.5206758248426568	0.44033167743323465	
COPB2	0.08264772178665869	0.5099563484120456	0.40739592980129574	
COPE	0.012884875983390743	0.15069588902072334	0.836419234995886	
COPG1	0.01980942193104355	0.43686407703615054	0.5433265010328059	
COPG2	0.7773934734658373	0.2016212537550402	0.020985272779122516	
COPRS	0.011740726550795316	0.011740726550795316	0.9765185468984093	
COPS2	0.056658701910081086	0.056658701910081086	0.8866825961798379	
COPS3	0.1953013164732262	0.3848161450854528	0.41988253844132095	
COPS4	0.202722805567608	0.359022790095757	0.4382544043366351	
COPS5	0.016925469829523063	0.31658934981215164	0.6664851803583253	
COPS6	0.021048874617995986	0.021048874617995986	0.957902250764008	
COPS7A	0.02069852493584333	0.02069852493584333	0.9586029501283133	
COPS7B	0.07340217939075501	0.3696013862255174	0.5569964343837276	
COPS8	0.024537677792908268	0.024537677792908268	0.9509246444141835	
COPS9	0.009708737864077669	0.009708737864077669	0.9805825242718447	
COPZ1	0.011825289517897518	0.18893965151458522	0.7992350589675172	
COPZ2	0.1487632067305547	0.009762465426257937	0.8414743278431874	
COQ10A	0.01388997298756274	0.01388997298756274	0.9722200540248745	
COQ10B	0.020024326914370824	0.31524685305321876	0.6647288200324104	
COQ2	0.7361731188269856	0.02516770704598242	0.238659174127032	
COQ3	0.12373004418004287	0.021996315097533303	0.854273640722424	
COQ4	0.04184111684754129	0.04184111684754129	0.9163177663049175	
COQ5	0.05641840079437953	0.43050064578757935	0.5130809534180412	
COQ6	0.3212679742237844	0.1327978550556616	0.545934170720554	
COQ7	0.4787117432855636	0.03622749509688606	0.48506076161755035	
COQ8B	0.939401093703413	0.03029945314829347	0.03029945314829347	
COQ9	0.015995308411613948	0.3593163343178196	0.6246883572705664	
CORIN	0.9672451105504605	0.01637744472476976	0.01637744472476976	
CORO1A	0.01048893299084038	0.01048893299084038	0.9790221340183192	
CORO1B	0.011040815333490673	0.20609065485132386	0.7828685298151854	
CORO1C	0.7028095463625987	0.053664377918101684	0.24352607571929952	
CORO2A	0.78604824070034	0.017916341879180023	0.19603541742048006	
CORO2B	0.9741812469946914	0.012909376502654274	0.012909376502654274	
CORO6	0.17682883822759238	0.48848763459774586	0.33468352717466177	
CORO7	0.010611115821610183	0.010611115821610183	0.9787777683567797	
COTL1	0.013765223491530976	0.5277009198380416	0.4585338566704274	
COX10	0.868418529190442	0.11761698248974481	0.01396448831981306	
COX11	0.7938065963702504	0.01835893488445852	0.187834468745291	
COX17	0.015825136902982092	0.1251160744579978	0.8590587886390201	
COX18	0.9314484503725421	0.01637308986113191	0.05217845976632608	
COX19	0.8091694072795852	0.17699768308626715	0.013832909634147579	
COX20	0.023775627944574596	0.426550780331522	0.5496735917239034	
COX4I1	0.014770358124765114	0.029538905822902098	0.9556907360523328	
COX4I2	0.2655208686511242	0.010133238015794951	0.7243458933330807	
COX5A	0.012129970116557556	0.3465995775887591	0.6412704522946835	
COX5B	0.011472611112694328	0.07409250272934302	0.9144348861579626	
COX6A1	0.007679267154544722	0.2167147502364384	0.7756059826090169	
COX6B1	0.013371634891591867	0.013371634891591867	0.9732567302168162	
COX6C	0.026204388776597667	0.026204388776597667	0.9475912224468046	
COX7A1	0.009708737864077669	0.009708737864077669	0.9805825242718447	
COX7A2	0.01534161593662868	0.05861939671034496	0.9260389873530263	
COX7A2L	0.029102083508308316	0.1288311945015903	0.8420667219901014	
COX7B	0.01813457847223037	0.01813457847223037	0.9637308430555392	
COX7C	0.013638522171670898	0.013638522171670898	0.9727229556566582	
CP	0.5121782913454437	0.011919073690447118	0.4759026349641092	
CPA4	0.4942568763421729	0.010828080462165034	0.494915043195662	
CPA5	0.6655809223814514	0.3201103174828874	0.014308760135661304	
CPAMD8	0.7189019044365729	0.18403121563691063	0.0970668799265166	
CPB1	0.3790762695775367	0.008699503757759946	0.6122242266647033	
CPB2-AS1	0.971005757586004	0.014497121206997964	0.014497121206997964	
CPD	0.6586330563497836	0.017309463307955526	0.3240574803422609	
CPE	0.250499345730996	0.01792875976028354	0.7315718945087204	
CPEB1	0.9553182171544456	0.02234089142277714	0.02234089142277714	
CPEB2	0.8549262507083352	0.01563750438553505	0.12943624490612982	
CPEB3	0.9789397960961754	0.01053010195191228	0.01053010195191228	
CPEB4	0.9575270650739501	0.02123646746302494	0.02123646746302494	
CPED1	0.97576223663844	0.012118881680780007	0.012118881680780007	
CPLANE1	0.9739306562300309	0.013034671884984493	0.013034671884984493	
CPLANE2	0.019057951793701976	0.019057951793701976	0.961884096412596	
CPLX1	0.5260200306438145	0.01197364720028367	0.4620063221559018	
CPM	0.4575430107027833	0.41078379398251824	0.13167319531469834	
CPNE1	0.01845811662511379	0.3637261142247871	0.6178157691500991	
CPNE2	0.6304834270026293	0.02451771407256014	0.34499885892481064	
CPNE3	0.037293249602989076	0.22827513524054752	0.7344316151564635	
CPNE5	0.970431667845582	0.014784166077208965	0.014784166077208965	
CPNE7	0.6544338553230239	0.014224718245218598	0.33134142643175746	
CPNE8	0.9717917742091245	0.014104112895437698	0.014104112895437698	
CPNE9	0.9543455996594487	0.022827200170275674	0.022827200170275674	
CPOX	0.174195523051004	0.4401496961136924	0.3856547808353036	
CPPED1	0.4878638893793752	0.49967932256724273	0.012456788053382002	
CPQ	0.964435258291968	0.017782370854015992	0.017782370854015992	
CPS1	0.8808404855588572	0.10336617269532405	0.01579334174581876	
CPSF1	0.3241994339057793	0.018976064937681558	0.656824501156539	
CPSF2	0.7024593313928763	0.27224752694317167	0.025293141663952013	
CPSF3	0.402163658370022	0.31097743251408033	0.2868589091158976	
CPSF4	0.015286239334276086	0.5006596301400614	0.4840541305256624	
CPSF6	0.9162487921727807	0.041875603913609644	0.041875603913609644	
CPSF7	0.06500174822993303	0.06500174822993303	0.869996503540134	
CPT1A	0.6857932018420343	0.027555023297676024	0.2866517748602898	
CPT1C	0.7325000624189852	0.018542674154671243	0.24895726342634358	
CPT2	0.011982270972308947	0.442614952354953	0.5454027766727381	
CPTP	0.008830445958928793	0.23935325475880323	0.751816299282268	
CPVL	0.07595359113133038	0.02932854385993867	0.894717865008731	
CPXM1	0.7905646496118021	0.014178475299630018	0.19525687508856793	
CPXM2	0.35569304428402554	0.42422741945104464	0.22007953626492985	
CR1	0.969001506320076	0.015499246839962018	0.015499246839962018	
CR1L	0.9805825242718447	0.009708737864077669	0.009708737864077669	
CRABP2	0.009976765673312992	0.33707566181155285	0.6529475725151342	
CRACR2A	0.9734046275483732	0.013297686225813413	0.013297686225813413	
CRACR2B	0.20964123557734754	0.009575302704184186	0.7807834617184684	
CRADD	0.968929065175518	0.015535467412240957	0.015535467412240957	
CRAMP1	0.27365475847655857	0.2247828659643757	0.5015623755590658	
CRAT	0.18459371331874638	0.3823644667913735	0.4330418198898803	
CRB2	0.960709122297823	0.01964543885108846	0.01964543885108846	
CRB3	0.007758941132806224	0.3821853485554138	0.6100557103117799	
CRBN	0.9115363869089412	0.044231806545529356	0.044231806545529356	
CRCP	0.018225493928633464	0.018225493928633464	0.963549012142733	
CREB1	0.9578904526058516	0.0210547736970742	0.0210547736970742	
CREB3	0.010782561745737874	0.2602243085572332	0.7289931296970289	
CREB3L1	0.8009087155004324	0.011971750650621386	0.1871195338489462	
CREB3L2	0.43122903904992027	0.559222871751638	0.0095480891984418	
CREB3L4	0.015335745605061998	0.4038387803953558	0.5808254739995823	
CREB5	0.8632641823438418	0.12767252211367114	0.009063295542486987	
CREBBP	0.9487810527195367	0.02560947364023164	0.02560947364023164	
CREBL2	0.04714211493281823	0.04714211493281823	0.9057157701343636	
CREBRF	0.949002868581176	0.025498565709411974	0.025498565709411974	
CREBZF	0.5968386777719016	0.023958441258966987	0.37920288096913135	
CREG1	0.015687680338853597	0.015687680338853597	0.9686246393222928	
CRELD2	0.01639312741185617	0.01639312741185617	0.9672137451762877	
CREM	0.9234611488950075	0.018786301112105445	0.05775254999288707	
CRH	0.012064492952218465	0.9759257403662435	0.012009766681538045	
CRHBP	0.39573599172214413	0.012757515118274717	0.5915064931595811	
CRIM1	0.590913513598357	0.3953555233951201	0.013730963006522974	
CRIP1	0.009763855413547703	0.009763855413547703	0.9804722891729046	
CRIP2	0.01136688215599026	0.01136688215599026	0.9772662356880195	
CRIPT	0.7869207490677869	0.2007609489638832	0.012318301968329923	
CRISPLD1	0.6384873971218695	0.35274785340857256	0.008764749469557964	
CRISPLD2	0.1981215486622445	0.014562411880797004	0.7873160394569585	
CRK	0.47852784761200046	0.3285741366962765	0.192898015691723	
CRKL	0.03375071646375956	0.6715246562930451	0.2947246272431953	
CRLF1	0.42510565465724215	0.0089798682127185	0.5659144771300393	
CRLF3	0.7700676837261122	0.2145219892939576	0.01541032697993008	
CRLS1	0.008660973256424157	0.11726366324389391	0.874075363499682	
CRMP1	0.9669414941285872	0.016529252935706406	0.016529252935706406	
CRNDE	0.6270016434877506	0.3619952631966165	0.011003093315632909	
CRNKL1	0.8198075491907115	0.06116476372431422	0.11902768708497408	
CROCC	0.9719224374803337	0.014038781259833155	0.014038781259833155	
CROT	0.4581809422197406	0.3848500257499269	0.15696903203033252	
CRTAM	0.5920180360722632	0.03020735271302657	0.3777746112147101	
CRTAP	0.015803919484531876	0.015803919484531876	0.9683921610309362	
CRTC1	0.9733133512376746	0.013343324381162697	0.013343324381162697	
CRTC2	0.01633842047865073	0.01633842047865073	0.9673231590426985	
CRTC3	0.6859233575107339	0.2954462447228776	0.018630397766388557	
CRTC3-AS1	0.770990788095931	0.21894338427189572	0.010065827632173247	
CRX	0.8704129230948303	0.06479353845258477	0.06479353845258477	
CRY1	0.4597662064751787	0.5240389263901919	0.016194867134629386	
CRY2	0.4581916016173897	0.025394204726990912	0.5164141936556195	
CRYAB	0.009708737864077669	0.009708737864077669	0.9805825242718447	
CRYBA1	0.10518711239470652	0.8819413037437667	0.012871583861526719	
CRYBB1	0.9272348204686894	0.03638258976565527	0.03638258976565527	
CRYBB2	0.7263316415633375	0.02927143892580133	0.24439691951086115	
CRYBG1	0.44109638120724776	0.5232409248213765	0.03566269397137573	
CRYBG2	0.2904564859081232	0.5289094814652349	0.18063403262664193	
CRYBG3	0.9756110971485595	0.012194451425720227	0.012194451425720227	
CRYGN	0.3814797407182648	0.016501034768783396	0.6020192245129518	
CRYGS	0.2995515839220009	0.021313440266622092	0.6791349758113769	
CRYL1	0.6257933110775328	0.019443468027908195	0.35476322089455914	
CRYM	0.9689142547098532	0.015542872645073402	0.015542872645073402	
CRYZ	0.021840971999209646	0.021840971999209646	0.9563180560015807	
CS	0.022314077758647837	0.022314077758647837	0.9553718444827043	
CSAD	0.7926446926414056	0.023769330543589883	0.18358597681500444	
CSDC2	0.36856611648675863	0.011439380632369385	0.619994502880872	
CSDE1	0.036458484792891085	0.5838603571151828	0.37968115809192604	
CSE1L	0.251447621489152	0.7190461656448849	0.029506212865963114	
CSF1	0.010923379865960267	0.010923379865960267	0.9781532402680795	
CSF1R	0.1303441852573894	0.029132151176246807	0.8405236635663638	
CSF2RB	0.006728584369113852	0.6462541924048493	0.3470172232260369	
CSF3R	0.23639958461371482	0.4688474118501452	0.29475300353613987	
CSGALNACT1	0.9179208185149466	0.0676198088399677	0.01445937264508572	
CSGALNACT2	0.6526374661312131	0.021568248231802124	0.32579428563698465	
CSH1	0.39454659417870924	0.5995175881171605	0.005935817704130301	CSH1
CSH2	0.32581666146744065	0.6672832682702217	0.006900070262337779	CSH2
CSHL1	0.31650525548166913	0.6767938156505042	0.006700928867826774	
CSK	0.022363527495067988	0.022363527495067988	0.955272945009864	
CSKMT	0.5526156209587406	0.02328887863088606	0.4240955004103734	
CSMD1	0.9805825242718447	0.009708737864077669	0.009708737864077669	
CSNK1A1	0.17646158192807773	0.7272918173261618	0.09624660074576052	
CSNK1D	0.39122639986658514	0.16775196052562963	0.4410216396077853	
